"","mouse_FVN_Swiss","mouse_C57BL6"
"1010001N08Rik",0.00333652518061363,0.500944608011601
"1300014J16Rik",0.777322924463916,1.76126099949759
"1500015A07Rik",3.31845632980364,1.24368209075872
"1700008J07Rik",2.28117480019166,2.40252554617937
"1700011D18Rik",0.323320988802103,0.174639101013604
"1700025O08Rik",0,2.04744369345698
"1700037H04Rik",3.66259610494621,2.79267147362013
"1700047M11Rik",2.34447759930574,1.76821855186943
"1700067K01Rik",1.03051616115506,1.14128354408357
"1700109G15Rik",0,2.46230333427592
"1700113B19Rik",0,0.521835323059656
"2010110G14Rik",0.0305055967208255,1.14882741676693
"2200002J24Rik",0.0159351789761239,0.812919973917427
"2210417A02Rik",0.0909980840003612,1.59044257222737
"2310074N15Rik",1.52292033454127,1.0690585073571
"2610318N02Rik",0.609473325138178,0.458813353064415
"2610507B11Rik",6.28208997186643,4.28656205423953
"2700033N17Rik",2.20403674104199,0.52018464329837
"2810408I11Rik",0.402832853003871,1.08602504680252
"3110070M22Rik",2.87503024386308,1.66801009627802
"4631405K08Rik",0.00654987992735333,0.318433308076701
"4930426L09Rik",1.03902041720672,0.720894605890265
"4930448A20Rik",0.569696528264634,1.00477779605607
"4930455G09Rik",0.499650927144015,3.80450355964768
"4930520O04Rik",0.813474619212736,0.852733566533138
"4930524J08Rik",2.58286672746617,3.10359110527139
"4930555A03Rik",0.4080169962873,1.69634557002753
"4930579G24Rik",3.07125641580911,2.35732652610743
"4933417E11Rik",0.00132370264860348,0.754722076481861
"5031425F14Rik",0.0992692921362208,2.47615917780462
"5430425K12Rik",0.0221306046069309,1.65368319694521
"9130008F23Rik",0.342769027731706,2.07447729549046
"9130214F15Rik",0.254583154493798,0.397032235073214
"9230111E07Rik",0.353385946521208,1.75126394736728
"9430037G07Rik",0.909247156257992,0.475519163826592
"9530018F02Rik",0.670818263413732,2.39161269642104
"9930004E17Rik",1.42048935177825,2.05720490389545
"A030005L19Rik",1.1532691191042,1.18981959429279
"A230060F14Rik",0.379385122064018,0.616457761020153
"A430105I19Rik",2.75495882154661,1.81232832241586
"A530030E21Rik",0,1.65348873592179
"A530064D06Rik",0.0449377522454704,2.67965021601178
"A630052C17Rik",2.29275771308849,1.89865783540218
"A830035O19Rik",1.46219634824384,1.29673730414869
"AA914427",1.70939953143983,1.92423190714451
"AB124611",0.74277456038595,5.16085064104053
"AC093043.1",0.267573720664012,0.323129242100184
"AC101945.3",0,0.621070636617238
"AC104325.1",1.15920892168182,0.372180830753142
"AC113177.1",0,0.512536266227875
