"","mouse_FVN_Swiss","mouse_C57BL6"
"1600014C23Rik",0.775166459551144,0
"1700003M07Rik",2.18217585607895,0.428995370604541
"1700007K13Rik",0.842347356871154,0.417161452589489
"1700018A04Rik",0.22548477155128,0.157947967539298
"1810010K12Rik",0.304918005323418,0.0262372412007214
"1810063I02Rik",0.391007874954591,0
"2010109P13Rik",0.393159100905014,0
"2310014F06Rik",0.32605010570911,0.237598907916665
"2810459M11Rik",3.07307358791882,0.316127450833986
"2900052N01Rik",1.40494491272389,0.321122215564733
"3110079O15Rik",0.863274003076265,0.14141535619035
"3110082J24Rik",2.14309577797119,0.167900004070416
"3930402G23Rik",0.948975967866577,0.0964789706119279
"4921530L21Rik",0.522612515202389,0.154318790721864
"4930412L05Rik",0.65573305223543,0.127971140506329
"4930432E11Rik",0.677756885394495,0.0917238627302972
"4930443O20Rik",0.309971266874259,0.119444059321845
"4930527E20Rik",1.24446235799484,0.470649955765995
"4930578C19Rik",0.527935657879402,0.196382342397522
"4933415A04Rik",1.70421274177836,0.308614075885916
"4933416E14Rik",1.03329761070084,0.209222596089918
"4933421A08Rik",1.32564750550165,0.460976512339403
"5033404E19Rik",0.233085175594583,0.077473130138357
"5430427N15Rik",0.260581921021647,0.0724925700887359
"5930412G12Rik",1.04561479545457,0.0228888932279794
"6030445D17Rik",0.542383731526069,0.194635555117968
"6430500D05Rik",0.414498952590731,0.0998656868507956
"6720483E21Rik",1.27784831527295,0.190836646795711
"9330182L06Rik",1.72504663582004,0.617301464362931
"9430041J12Rik",1.06115812961137,0.305278044494523
"9630013D21Rik",0.486249896385556,0.0465348586740948
"9630028B13Rik",0.473530635695269,0.17561723979386
"9830004L10Rik",0.208040649148826,0.104890645733405
"9830144P21Rik",0.262913140837993,0.197961340575975
"A030012G06Rik",0.447535027640076,0.0149646546370752
"A2m",0.92397224745034,0.177905687856137
"A330041J22Rik",0.855091503210719,0.149677369556224
"A330048O09Rik",1.19034010400202,0.06968975747459
"A430105I19Rik",2.75495882154661,1.81232832241586
"A630014C17Rik",0.519225963931959,0.0560212660512665
"AC110211.2",1.16490249708466,0.153025668865177
"AC112142.1",1.02467143263412,0.19604198566711
"AC122018.1",0.683765689828348,0.0580808943306094
"AC130671.1",1.38993765917952,0.358217283269388
"AC139845.1",1.56485127330341,0.121255672259756
"AC140304.2",1.15651549272395,0.414099351756099
"AC154586.1",0.643685311072837,0.10057219765248
"AC160550.2",1.01204717495131,0.137053507992607
"AC164433.1",0.383895073286809,0.209744515798135
"AC164883.6",0.623509289927711,0.191824215669403
"AI464131",4.50778438589549,0.815617280722026
"AI849053",2.39254033694048,0.127137892776392
"AU021092",1.65220383041478,0.280011652206507
"AW011738",4.64943596405068,2.65873110547092
"Aass",0.490951547818903,0.191085098445614
"Abcb1a",1.02988652905747,0.458896016460494
"Abcc6",0.641253467942376,0.0946397073214044
"Abcc9",0.546153627456627,0.212796281684646
"Ackr2",1.08069218023128,0.287855793064446
"Acnat1",0.226535824217241,0.158785262416876
"Acot1",4.73190462429301,1.07746403047286
"Acsbg1",3.07129940038136,0.478359852818803
"Acsf2",1.18479068569922,1.18566173921259
"Acsl6",2.65146781881614,0.236660839099629
"Actr3b",1.67489989657159,0.213558226963384
"Acvrl1",2.44586292806273,2.91826532661039
"Adamts5",1.03756905927878,0.204881112472773
"Adamts9",0.927236579937866,0.133009138399006
"Adamtsl2",1.71095989268908,0.454545117957768
"Adcy4",1.22314327930977,1.22751545118024
"Adcyap1r1",4.30508933020221,0.220150791792014
"Adgra2",1.85960186280267,0.298312945669118
"Adgrf5",1.28841333086131,0.261561367491691
"Adgrl4",1.14143651976004,0.436130805512181
"Adh1",0.170481951844944,0.0927892755354642
"Adhfe1",1.24735532837308,1.14457763585212
"Adora2a",1.89655627756042,1.64009097050801
"Adra2a",4.02183628944679,0.711874395799029
"Agrn",6.72183995233164,1.6929194824148
"Agt",1.31155565391171,0.643463773096029
"Aifm3",2.58897125218421,0.262971206496562
"Ak3l2-ps",3.85255122378984,0
"Ak4",1.55389379608426,0.240536339884891
"Akap12",2.35172373423863,0.44551227389083
"Akr1c14",0.698438320319129,0.212707930193672
"Aldh1a7",0.421787311913644,0.183800120084656
"Aldh1l1",1.668439152761,0.184166727245919
"Aldh6a1",0.978555344045769,0.424584627292621
"Aldoc",7.79555294491955,3.22350929556962
"Alms1-ps2",0.262500054109548,0.179675685001734
"Alpk3",0.530729952170036,0.164644878478917
"Alpl",1.2579269626678,0.170750585728471
"Als2cl",2.89588575975112,0.891614852530911
"Amot",1.85863947511648,0.455990819629558
"Amotl1",2.29278796343525,0.357474912954358
"Angptl4",4.04636462876375,1.14843585022703
"Ankrd37",1.95180804327704,1.33066091628799
"Aoc3",0.499474803585259,0.154167780177624
"Aox1",0.723478340883445,0.162047745533689
"Apcdd1",4.0745473716211,0.468403674484109
"Apln",4.84649481292589,0.455416313384338
"Aplnr",2.32700248451152,1.43601980825579
"Apold1",4.27444696022939,1.45235682935401
"Aqp4",4.09232484237734,0.736663213392395
"Arap2",2.05366085206513,0.647244779240548
"Arhgap29",1.95431472215074,1.84340737284405
"Arhgap8",0.897799351771785,0.0449403533595263
"Arhgef15",1.94893997663145,0.423243437827218
"Arhgef26",1.59862619141159,0.305753545799875
"Arhgef4",1.80496447606557,0.423403052876622
"Arhgef5",1.24382909763213,0.594941896398472
"Asb4",0.835402041580549,0.519582587781001
"Aspg",0.854618384530391,0.0175394605538643
"Atad3aos",1.29854430438095,0.750660508831766
"Atl2",3.47662357535104,2.54144135666556
"Atp13a4",1.20023823115787,0.160343607859167
"Atp13a5",0.782950506312022,0.134949640575462
"Atp1b2",7.67355926215677,0.938034459430863
"Baalc",3.85322446987508,0.111317203164791
"Bambi",3.84490574236148,2.26984516635052
"Bcar3",0.688196480014103,0.378974205051574
"Bcl6b",2.97270373938767,0.450101489060271
"Bdkrb2",1.3912814797495,0.137637973890132
"Bdnf",0.487460064900283,0.139664631264283
"Bhlhe40",6.89431114877966,5.81461923357768
"Birc7",0.634030909034602,0.204218334096076
"Bmp15",0.584168709775759,0.0691458182346181
"Bmpr1b",0.600140115398577,0.22132296684937
"Boc",1.3115226017368,0.121777835214179
"Bok",3.28581292204304,0.59801620049734
"Bsg",9.03153252105186,7.85736293322335
"Btbd17",4.90931285911419,0.674780080989711
"Bvht",0.973769482620104,0.414872947317361
"C030018K13Rik",0.878399436034153,0.347948165342962
"C030037D09Rik",2.22640170492393,0.639659158596255
"C130071C03Rik",1.85862330602373,0.15966388277918
"C130074G19Rik",2.55662418610411,0.230212120678643
"C2cd4b",1.27143964734176,0
"CR974586.6",0.537709283630342,0
"CT025533.1",1.7785533297786,0
"Cachd1",1.17085209685901,0.17534788276873
"Camk2g",3.67850457077759,1.4057427080184
"Car4",3.17088555956417,0.855073654027239
"Car8",1.89830874455461,0.203934619834318
"Casq2",0.291246285651462,0.157406182064212
"Cavin1",2.48102607235405,1.36740871268681
"Cavin3",4.6661195859367,1.69736681101363
"Cbs",2.47002521135114,0.286775802231655
"Ccdc121",0.649694526257356,0.100369639663361
"Ccdc136",2.5952467651474,0.151734097009682
"Ccdc141",1.49168142070797,0.319162071009272
"Ccdc152",1.14465698830379,1.37044564350823
"Ccdc157",3.49979735101274,1.19490666206892
"Ccdc190",1.6358626747091,0.0973047258176651
"Ccdc8",3.06560982371859,0.950304067908663
