"","other","macrophages"
"1600014C23Rik",0.452180434738168,0
"1700003M07Rik",1.49470481250313,0.256912069117145
"1700007K13Rik",0.769476926567832,0
"1700018A04Rik",0.233894063783817,0.0117494585891793
"1810010K12Rik",0.195360330572475,0
"1810063I02Rik",0.228087927056845,0
"2010109P13Rik",0.229342808861258,0
"2310014F06Rik",0.323008840902376,0.102345304156194
"2810459M11Rik",2.00337789350863,0
"2900052N01Rik",1.02809501533863,0.0221506431738462
"3110079O15Rik",0.597853405921388,0
"3110082J24Rik",1.36207253986347,0
"3930402G23Rik",0.617888628330122,0
"4921530L21Rik",0.407736494349303,0
"4930412L05Rik",0.431657724532471,0.144669265102995
"4930432E11Rik",0.450044717450014,0.0258508300678907
"4930443O20Rik",0.242938575024377,0.0700294808006793
"4930527E20Rik",1.03970301267432,0
"4930578C19Rik",0.428682856555373,0.0408046885571694
"4933415A04Rik",1.16916912610105,0.122790762107744
"4933416E14Rik",0.710666668879529,0.126288005690301
"4933421A08Rik",1.08061205310223,0
"5033404E19Rik",0.165708472946583,0.0876265316366445
"5430427N15Rik",0.200334500655118,0
"5930412G12Rik",0.621584280458947,0.0144677828328182
"6030445D17Rik",0.358702696913809,0.349779399553509
"6430500D05Rik",0.308368180245124,0
"6720483E21Rik",0.872635948439695,0
"9330182L06Rik",1.17925535548046,0.954224633292729
"9430041J12Rik",0.807015692598875,0.0620476506830973
"9630013D21Rik",0.314669012007637,0
"9630028B13Rik",0.327383750101647,0.263682455666002
"9830004L10Rik",0.191284142492418,0
"9830144P21Rik",0.275308031772831,0.0401287763999246
"A030012G06Rik",0.271038535881428,0
"A2m",0.639421534767011,0.0726642725991138
"A330041J22Rik",0.598588289910402,0
"A330048O09Rik",0.740824898984239,0
"A430105I19Rik",2.09860899947649,2.86667677881176
"A630014C17Rik",0.340229322994487,0
"AC110211.2",0.781543569209501,0
"AC112142.1",0.678463933836684,0.199822902578504
"AC122018.1",0.437583915286943,0
"AC130671.1",0.87942652653718,0.680727853988521
"AC139845.1",0.975594309016062,0.0722908610030565
"AC140304.2",0.798765491952236,0.607739119896537
"AC154586.1",0.442531229894141,0
"AC160550.2",0.673510868359738,0.0328759560943965
"AC164433.1",0.363768469949395,0
"AC164883.6",0.4915965629041,0
"AI464131",2.89992431584106,1.09344571898397
"AI849053",1.42591188627997,0.217980955144944
"AU021092",1.15046000254629,0
"AW011738",4.22450065135695,1.04063092527955
"Aass",0.389919167694358,0.0954372033216466
"Abcb1a",0.859492319812637,0.188821999111544
"Abcc6",0.431532290924731,0.0225014810236999
"Abcc9",0.432783989968401,0.110679255350915
"Ackr2",0.780184063174346,0.168494282680802
"Acnat1",0.228701178842221,0.0372062409163443
"Acot1",3.34068224343316,0.551619230878672
"Acsbg1",2.09158826990033,0.0756384621386806
"Acsf2",1.15650111364517,1.30027178328443
"Acsl6",1.69947668206654,0.0199470865705351
"Actr3b",1.09760115731972,0.0871837346238615
"Acvrl1",3.23161377605667,0.562599265547393
"Adamts5",0.724087622244756,0.070993615932201
"Adamts9",0.617378653996357,0.0487284396002759
"Adamtsl2",1.29632469004631,0.0190613039766408
"Adcy4",1.29894547174594,0.931593634553005
"Adcyap1r1",2.63148956330441,0.106318962032876
"Adgra2",1.25704001632488,0.106412136357716
"Adgrf5",0.881800937380478,0.17659100246565
"Adgrl4",0.916727793428249,0.159456187092917
"Adh1",0.158657570513626,0.0105990070116026
"Adhfe1",1.28908464671173,0.806364208295899
"Adora2a",1.80966301480916,1.56022184309239
"Adra2a",2.7954288487735,0.10090100241258
"Agrn",4.63619612259632,1.65396068482803
"Agt",1.19404998017918,0
"Aifm3",1.6771996754432,0.0333907706478418
"Ak3l2-ps",2.24732154721074,0
"Ak4",1.04987122705753,0.0676975223261926
"Akap12",1.65101877831229,0.0713129970165408
"Akr1c14",0.534994426933315,0.0569328535278327
"Aldh1a7",0.34388623614584,0.098759103440893
"Aldh1l1",1.08644557781923,0.0383536511545074
"Aldh6a1",0.846313843447641,0.0302661017632202
"Aldoc",6.19483736932011,2.00629884905081
"Alms1-ps2",0.264389575540847,0.0340769840968502
"Alpk3",0.377499153215553,0.167426284811651
"Alpl",0.839634632404506,0.0319592785494276
"Als2cl",2.19622942107693,0.349788695194
"Amot",1.28117128465843,0.428115822316876
"Amotl1",1.56360057904769,0.0487026997031361
"Angptl4",2.6611472616336,1.85942402118642
"Ankrd37",1.94611100345193,0.318203863940029
"Aoc3",0.385994688064762,0.032576536580222
"Aox1",0.513096030752536,0.0678593271410647
"Apcdd1",2.6660086974497,0.0923188759414059
"Apln",3.04649183458989,0.336964060825738
"Aplnr",2.31476465480224,0
"Apold1",3.38631452522864,0.301403017898029
"Aqp4",2.86881446190461,0.0379353536417382
"Arap2",1.56374570872038,0.26287856457859
"Arhgap29",1.67432711984092,2.77851219990555
"Arhgap8",0.546115722379535,0.0302432069080944
"Arhgef15",1.41904394491982,0
"Arhgef26",1.11149515834571,0.0994899353772195
"Arhgef4",1.30870443631492,0.10584083989765
"Arhgef5",0.834742982454336,1.14980768838689
"Asb4",0.689872904262389,0.575333380721059
"Aspg",0.510220364678638,0
"Atad3aos",1.12287859395184,0.540183691299575
"Atl2",3.28169357723687,1.76252431797975
"Atp13a4",0.791738180742503,0.0611861040227968
"Atp13a5",0.53400503391336,0.0507300872758429
"Atp1b2",5.10159920921202,0
"Baalc",2.31798667126959,0.0157562864029508
"Bambi",3.41392576355345,1.36866412156438
"Bcar3",0.596737205236735,0.229440845890165
"Bcl6b",1.99307643115794,0.164273638100186
"Bdkrb2",0.886168518070316,0.0686839775079268
"Bdnf",0.368511695919656,0.0357990511267899
"Bhlhe40",5.7295319402257,8.67424954245687
"Birc7",0.505996919667569,0
"Bmp15",0.386862292858938,0
"Bmpr1b",0.469400318550404,0.112920239993386
"Boc",0.833875164001029,0.0494596419528937
"Bok",2.29358724491054,0.0872577064511612
"Bsg",8.46448907585076,8.16858740098022
"Btbd17",3.31361922180975,0
"Bvht",0.790441587183729,0.21669030355829
"C030018K13Rik",0.744365114581897,0
"C030037D09Rik",1.62805177960892,0.388487949310188
"C130071C03Rik",1.16803577893037,0.0904149524116959
"C130074G19Rik",1.63666707554565,0.0326871205366968
"C2cd4b",0.741673127616027,0
"CR974586.6",0.313663748784366,0
"CT025533.1",1.03748944237085,0
"Cachd1",0.777516772446522,0.0895154902682086
"Camk2g",2.92454581166436,0.633641306539358
"Car4",2.38713570261878,0.130386572580574
"Car8",1.22576047886037,0.0701708080774757
"Casq2",0.256429581770728,0.0736061582750625
"Cavin1",2.23495820915438,0.495651232706753
"Cavin3",3.37115877438133,1.92928876569666
"Cbs",1.61816950122774,0.055449627526107
"Ccdc121",0.445901566759032,0
"Ccdc136",1.6150500110091,0
"Ccdc141",1.03805184810243,0.179481445266911
"Ccdc152",1.47553891916938,0.42323234538662
"Ccdc157",2.80501237600829,0.132562080513674
"Ccdc190",0.998612600125739,0.082041775998727
"Ccdc8",2.40704435516553,0.0590563491043433
"Ccdc80",1.68279165525127,0.236571364643082
"Cchcr1",1.73539620056055,1.63467997666927
"Ccl20",0.156051739082129,0
"Ccm2l",0.844813735037338,3.17421673280924
"Ccnd2",2.42086357442795,0.339421435576366
"Ccno",1.76236051130711,0.384654635606675
"Cd248",1.83860865219201,0
"Cd34",1.73229017932586,0.0387402138667238
"Cd93",3.62263288459695,7.03332403809113
"Cdh5",1.16211473143382,0.0527170816661449
"Cdkn2b",1.56054834490304,3.81803073686018
"Celrr",0.360450304613372,0.0742319403489192
"Celsr1",0.433016115176697,0.0336643792015223
"Ces2b",0.519871971229729,0
"Ces2e",0.189804140667997,0
"Cfap100",1.15232007656163,0.18615041850522
"Cgnl1",0.693063936284408,2.14529646746532
"Chn1os3",0.433628082948338,0.248020765002328
"Chp2",1.13393635033221,0
"Chrdl1",0.77892662834216,0.085829460644343
"Chst1",2.99374883210854,0.367437619926504
"Cldn10",0.843424406298394,0.974487544624866
"Cldn5",5.05738745193403,0
"Cldn6",0.417342981017896,0
"Clec14a",1.70126876982449,0
"Clec2d",1.84646103907872,1.22452709399037
"Clic5",0.37528669921918,0.192639580428153
"Cnn3",3.76971356332969,1.07125390951792
"Col4a1",1.8213692474971,0.0423109566659314
"Col4a2",1.48117595062983,0.0300181399288269
"Col4a5",0.464890504250638,0.146005730113683
"Colgalt2",0.991742440759443,0.138728301677197
"Cpe",3.91145728803612,0.0659137508989129
"Crb2",0.714491730933643,0.0463788859013402
"Crry-ps",3.32059908322705,0
"Crybb3",0.804184670220907,0
"Csf3",0.545660657364044,0
"Csrp2",2.19057905360849,1.06858270199706
"Ctgf",2.77569716826999,0.0831203185791153
"Cth",0.812946896856463,0.133846518044406
