"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.307306379347298,0.654990898270044,0.316263540331255,NA,2.20268248085631e-13,0,3.99680288865056e-14
"peritoneum",0.307306379347298,1,0.603466309456594,0.542784926845307,2.20268248085631e-13,NA,0,0
"brain",0.654990898270044,0.603466309456594,1,0.638169756763112,0,0,NA,0
"blood",0.316263540331255,0.542784926845307,0.638169756763112,1,3.99680288865056e-14,0,0,NA
