"","other","macrophages"
"0610009B22Rik",4.94204849906433,5.5740667402114
"0610009E02Rik",0.696991968767196,0.122961117075357
"0610009L18Rik",3.5201456444581,3.08087824847894
"0610009O20Rik",4.4045578850467,3.4205417217837
"0610010F05Rik",2.18563116227841,1.04933759190665
"0610012G03Rik",7.32677193252178,9.02206255923515
"0610025J13Rik",0.313342193894726,0
"0610030E20Rik",4.77406392554199,3.30856152614718
"0610037L13Rik",5.01286715020671,3.36770803791006
"0610039K10Rik",0.969386703284236,0.305677638379382
"0610040B10Rik",2.1001759788791,0.895460472316181
"0610040J01Rik",2.69787502624227,0.811441616407056
"0610043K17Rik",0.272192855959536,0.109929871506259
"1010001B22Rik",1.50256929330208,0.337187799576957
"1010001N08Rik",0.00194630635535795,1.33585228803093
"1110002E22Rik",0.245741709875731,0.0359106302965175
"1110002J07Rik",1.10526718380129,0
"1110002L01Rik",1.66304219878249,0.173344938353504
"1110004E09Rik",3.23359877836991,2.20490587800971
"1110004F10Rik",3.36982504300837,3.23956606539798
"1110006O24Rik",2.7683516500859,1.78793046104511
"1110008E08Rik",0.142320987653445,0
"1110008F13Rik",4.31510140732594,0.0847402678858392
"1110008L16Rik",1.15340749275703,0.622061987469878
"1110008P14Rik",2.07367474144609,0
"1110012L19Rik",4.57817121967947,5.77337063468105
"1110015O18Rik",0.888656774098477,0.0520456794452377
"1110017D15Rik",1.04992304786705,0.165342760318376
"1110018N20Rik",0.499678803169841,0
"1110019B22Rik",0.354034044167323,0
"1110019D14Rik",0.390515497121375,0.67182469398316
"1110020A21Rik",0.90356888840323,0.361521150004898
"1110025M09Rik",3.34808963386644,3.66877501494609
"1110032A03Rik",3.56642216310182,2.99816699363271
"1110032F04Rik",1.53045980353143,0
"1110034G24Rik",1.73921710570439,1.62094332568194
"1110035H17Rik",1.73545321474328,1.74229823951578
"1110038B12Rik",5.66468809154985,6.28820469193939
"1110038F14Rik",5.74046346367241,6.26271791374475
"1110051M20Rik",1.46443199544493,0.519488354831725
"1110059E24Rik",1.86348838290044,2.54932652961988
"1110059G10Rik",4.11079281497948,4.27303051148784
"1110060G06Rik",0.244143101810152,0
"1110065P20Rik",3.7568970949368,0
"1190001M18Rik",0.445428201843738,1.61638386794269
"1190002N15Rik",3.38463375309119,2.44332745176893
"1190007I07Rik",2.32730143964232,2.97069494065716
"1200007C13Rik",0.375599883525166,0.38051544783837
"1300002E11Rik",2.14353055190872,0.968683798314432
"1300014J16Rik",1.45084634117375,0.707064124381027
"1300017J02Rik",0.327016793144589,0.061310365028625
"1500002C15Rik",1.10121117628678,0
"1500004A13Rik",0.812740961410965,1.40029165747081
"1500009C09Rik",2.75971289574613,0
"1500009L16Rik",0.734730217846282,0.50614045636679
"1500011B03Rik",3.98170087232595,2.41721323899416
"1500011K16Rik",6.01981641485177,7.92301158550364
"1500015A07Rik",2.61595944583933,0.595712561541098
"1500015O10Rik",0.655224084524017,0.341391591665375
"1500026H17Rik",0.651665624116739,1.00667102572491
"1600002K03Rik",4.29494917401905,7.29950995486443
"1600010M07Rik",0.520325091897863,0.391092407163196
"1600012H06Rik",3.48729900318526,2.92184671697729
"1600014C10Rik",1.53376405418777,2.79613620338445
"1600014C23Rik",0.452180434738168,0
"1600017P15Rik",0.89605328628467,0
"1600020E01Rik",1.89223131344052,0.617264642212547
"1600023N17Rik",0.800385002732737,0
"1600027J07Rik",0.241333671769388,0
"1600029O15Rik",0.574299551627965,0.197401003564568
"1700001C19Rik",0.525111917581251,0.216564542940919
"1700001G11Rik",1.01972438319367,0.776325811986744
"1700001G17Rik",1.20129931986515,0
"1700001J03Rik",0.403350116063361,0.266633291186657
"1700001K19Rik",0.901621796352335,0.533528966023025
"1700001L05Rik",0.972112959852875,0.105194167438757
"1700001L19Rik",0.41920969094824,0
"1700001N15Rik",0.13543392294287,0.300733644213725
"1700001O22Rik",1.00073805739907,0
"1700001P01Rik",1.2606155269723,0
"1700003E16Rik",1.49090604442672,0.381441941493233
"1700003I16Rik",0.227955382353412,0.115067567297467
"1700003M07Rik",1.49470481250313,0.256912069117145
"1700003N22Rik",3.22195626623312,0
"1700007E05Rik",0.467725810914183,0
"1700007G11Rik",0.224453937404075,1.60046698116794
"1700007K13Rik",0.769476926567832,0
"1700007L15Rik",2.67147338030947,4.02213825299129
"1700008H02Rik",0.882306495493364,0
"1700008J07Rik",2.406991794575,2.10150881195884
"1700008K24Rik",0.240110030882393,0
"1700008N11Rik",0.302846602245712,0
"1700008O03Rik",0.519054463275078,0.0448540554335266
"1700009J07Rik",0.550675580580167,0
"1700010B13Rik",0.326119975459209,0.129192757159985
"1700010I14Rik",1.22654110296,0.479527037483588
"1700010K24Rik",0.407764154960854,0.0445582692973348
"1700011D18Rik",0.18860391013456,0.465704269369612
"1700011L03Rik",0.164446815175871,0
"1700011L22Rik",0.546003240426886,0.0403649197509759
"1700012A03Rik",0.159398273855608,0.0494694734323513
"1700012D14Rik",0.986236378630062,0.426380731316342
"1700013A02Rik",0.196977893500484,0
"1700013F07Rik",0.416594223038102,0.0537824228492913
"1700015C15Rik",0.289623350933026,0.0611539256249183
"1700015G11Rik",0.164845126270257,0.121152675097117
"1700015O11Rik",0.458478055014853,0
"1700016C15Rik",0.547688828774977,0.0194596259826442
"1700016G14Rik",0.344327344559826,0
"1700016G22Rik",0.412787200998058,0
"1700016J18Rik",0.442181331945361,0
"1700016K19Rik",0.461294019695353,0
"1700016P03Rik",2.309664804866,0
"1700017B05Rik",4.97439051619471,4.91894054059671
"1700017J07Rik",0.458851082400135,0
"1700018A04Rik",0.233894063783817,0.0117494585891793
"1700018G05Rik",0.736900099939822,0
"1700018L02Rik",0.582979772078925,0.842782263856642
"1700018M17Rik",0.353019500550178,0
"1700019N19Rik",0.124805432187492,0.997671951640117
"1700020I14Rik",5.80120527199706,4.80179591233051
"1700020L24Rik",1.25938467862952,3.51675584839795
"1700020N01Rik",0.598065540713827,0.0300615573968043
"1700021F02Rik",0.184390459007141,0
"1700021G15Rik",0.105344246840538,0.318212870053555
"1700021N21Rik",0.457332790251271,0
"1700021P04Rik",0.0815643735969631,0.188915863621222
"1700022H01Rik",0.539448752335988,0.0632318582390923
"1700022I11Rik",0.434664190427758,0.071799025498823
"1700022N22Rik",1.65819064175229,1.07221847754165
"1700023F06Rik",0.673163574038317,0.145696970506419
"1700024J04Rik",0.259461729094745,0
"1700025A08Rik",0.323912644950509,0
"1700025F24Rik",0.461434474600703,0.0433357580109133
"1700025G04Rik",1.12491351890264,0.265546034447378
"1700025O08Rik",0.34680092936602,4.07264613175454
"1700026J14Rik",0.181824253746612,0
"1700027H10Rik",0.501886625580669,0.0137630578468703
"1700027J19Rik",0.929322568004579,0.0225750128854957
"1700028J19Rik",1.20738382776242,0.84456871656249
"1700029E06Rik",0.145833169283715,0.18693758973234
"1700029H14Rik",1.0667852301241,0
"1700029I15Rik",1.82598250185439,0.428661858838702
"1700029J07Rik",1.08113306353891,0.0632671058577081
"1700029P11Rik",0.134361345866886,0
"1700030C10Rik",0.348690031761455,0.507786443539152
"1700030C12Rik",0.268512914989452,0
"1700030C14Rik",0.213069571621931,0
"1700030E10Rik",0.392235292975591,0.0385674331357078
"1700030J22Rik",1.2451500533691,0.697274831969754
"1700030K09Rik",2.370001505037,0.183109020475963
"1700030N03Rik",0.192721536007229,0.0610036056917507
"1700031L13Rik",0.0426704381308496,0.18398935547415
"1700031P21Rik",0.233723061578074,0
"1700034H15Rik",0.619704481412444,0.0280787294137672
"1700036O09Rik",0.123628489879343,0.232636878248477
"1700037F03Rik",0.445425222644669,0.0420208221046515
"1700037H04Rik",3.30247896191643,2.78326566019576
"1700039I01Rik",0.18640550194395,0
"1700039M10Rik",0.674804066558154,0
"1700040D17Rik",1.33197267075307,0.538140553938536
"1700040K01Rik",0.772694496568794,0
"1700040L08Rik",0.364147344333632,0
"1700041G16Rik",1.16007221941145,0.565440452287126
"1700041I07Rik",0.245358802544432,0.0764507639175083
"1700042D02Rik",0.279920307402119,0.120145961036334
"1700047G07Rik",0.451709255662411,1.50764998797152
"1700047M11Rik",1.9591551852055,2.34907646254322
"1700052K11Rik",0.959158762947795,0.328130565038854
"1700054O05Rik",0.256073023232709,0.0445948605856612
"1700054O19Rik",0.844846302947812,0
"1700055C04Rik",0.14715909393566,0.143171503344566
