"","other","macrophages","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"1010001N08Rik",0.00194630635535795,1.33585228803093,0.00333652518061363,0.500944608011601,0.00212324329675413,1.0018892160232,0.00333652518061363,1.33585228803093,0,0
"1300014J16Rik",1.45084634117375,0.707064124381027,0.777322924463916,1.76126099949759,1.58274146309864,0.53029809328577,0.777322924463916,0.707064124381027,2.15086336414577,2.63669488498928
"1500015A07Rik",2.61595944583933,0.595712561541098,3.31845632980364,1.24368209075872,2.85377394091563,0.446784421155823,3.31845632980364,0.595712561541098,1.44449774373702,1.82042987284158
"1700008J07Rik",2.406991794575,2.10150881195884,2.28117480019166,2.40252554617937,2.57174171821707,1.72481726759721,2.28117480019166,2.10150881195884,2.50911670249345,2.65715447092992
"1700011D18Rik",0.18860391013456,0.465704269369612,0.323320988802103,0.174639101013604,0.205749720146792,0.349278202027209,0.323320988802103,0.465704269369612,0,0
"1700025O08Rik",0.34680092936602,4.07264613175454,0,2.04744369345698,0.241301438065035,3.43130843223511,0,4.07264613175454,0.846721460682524,0.817923000274371
"1700037H04Rik",3.30247896191643,2.78326566019576,3.66259610494621,2.79267147362013,3.53708067233017,2.26791428198814,3.66259610494621,2.78326566019576,1.90325048238279,3.69337944096672
"1700047M11Rik",1.9591551852055,2.34907646254322,2.34447759930574,1.76821855186943,2.12201642667587,1.80372772916528,2.34447759930574,2.34907646254322,0.114106607011668,2.72530100391866
"1700067K01Rik",1.23671264659752,0.501109907194583,1.03051616115506,1.14128354408357,1.34914106901548,0.375832430395938,1.03051616115506,0.501109907194583,0.79714316653229,2.25363228590164
"1700109G15Rik",0.397698719466132,4.97534734687125,0,2.46230333427592,0.191650457025482,4.39756791173176,0,4.97534734687125,1.36212653239961,0.546827321037822
"1700113B19Rik",0.26180075939691,0.344357823904777,0,0.521835323059656,0.285600828432993,0.258268367928582,0,0.344357823904777,0.509614068363362,0.747029576741806
"2010110G14Rik",0.187332171245813,2.38539081874383,0.0305055967208255,1.14882741676693,0.144371800091041,1.95401717754495,0.0305055967208255,2.38539081874383,0.473587798805568,0.340190952356022
"2200002J24Rik",0.17473598844618,1.50602472760604,0.0159351789761239,0.812919973917427,0.190621078304923,1.12951854570453,0.0159351789761239,1.50602472760604,0.0551621224686624,0.738952120939853
"2210417A02Rik",0.692555799607327,1.68328585684452,0.0909980840003612,1.59044257222737,0.755515417753448,1.26246439263339,0.0909980840003612,1.68328585684452,1.15454365246659,1.91492955044757
"2310074N15Rik",1.15848787143401,1.77035198114587,1.52292033454127,1.0690585073571,1.26380495065528,1.3277639858594,1.52292033454127,1.77035198114587,0.679783918327824,0.616780927839868
"2610318N02Rik",0.502932287577244,0.633877549851877,0.609473325138178,0.458813353064415,0.548653404629721,0.475408162388908,0.609473325138178,0.633877549851877,0.276103512033017,0.431446157950858
"2610507B11Rik",5.59713284216851,3.70051071031971,6.28208997186643,4.28656205423953,5.98640042728028,3.10418038422452,6.28208997186643,3.70051071031971,3.6395371667356,5.63684855444724
"2700033N17Rik",1.28568809894116,1.38715904879565,2.20403674104199,0.52018464329837,1.40256883520854,1.04036928659674,2.20403674104199,1.38715904879565,0,0
"2810408I11Rik",0.585991562906486,1.49204386352314,0.402832853003871,1.08602504680252,0.608282401680078,1.2042309817416,0.402832853003871,1.49204386352314,0.658379892399029,1.02644762114127
"3110070M22Rik",2.35678396056485,1.72929498349584,2.87503024386308,1.66801009627802,2.52810541679067,1.41503322314208,2.87503024386308,1.72929498349584,1.5786650783109,1.68381324958375
"4631405K08Rik",0.0831344117015572,0.53190089456213,0.00654987992735333,0.318433308076701,0.0906920854926079,0.398925670921598,0.00654987992735333,0.53190089456213,0,0.380705512370885
