"","No_data","5_months"
"1700025O08Rik",0.241301438065035,3.43130843223511
"2610507B11Rik",5.98640042728028,3.10418038422452
"4930455G09Rik",1.30515292947765,4.89422568573384
"4930524J08Rik",2.54754911972587,3.72143890436244
"4930555A03Rik",0.436299379548155,2.90689758980041
"5031425F14Rik",0.935069072329208,2.55459966794231
"9130008F23Rik",0.887647075083373,2.30777093303212
"A430105I19Rik",2.28183776601141,2.1707807260069
"AB124611",2.19518688395025,5.58479283189327
"AC121567.1",1.26362979703818,4.7919795281364
"AC155167.2",0.152815885306889,1.78959202936692
"AI467606",4.72431248364769,8.98731213784345
"Acaa2",3.34766909797182,3.63716803570371
"Acaca",1.40669987355206,1.93529963842184
"Acap3",5.50544962512228,2.21922210131496
"Ackr3",2.34057167323002,2.73912896336051
"Acly",5.62744004701042,5.80635725299899
"Acy3",2.28762249996225,2.89887750940033
"Adamtsl5",0.455206111973835,3.01189381916909
"Adap1",3.19418773050433,3.21807300059868
"Add3",3.90729380817751,3.7104378230703
"Adipor2",3.75821228272362,3.15632816654264
"Adora2a",1.97048207448061,1.18032972192507
"Adora2b",2.20712595497736,2.07981938638607
"Adssl1",3.42957550573391,4.08162300701691
"Agtrap",3.34055180218453,5.2846133598885
"Ahcy",2.24360389016044,2.85509999856946
"Ahnak",2.80849909551525,5.00628281982792
"Aida",3.18306652915371,3.03376490864332
"Aifm2",1.7300815027979,2.70934691996145
"Akr1c13",1.11955370687088,3.44982126785321
"Aldh1a2",0.260101353444587,2.13528051046636
"Aldh2",4.79300252685826,6.74987447179938
"Alox15",0.532622889417618,8.75870054608921
"Alox5",2.35554828546547,4.40971102651638
"Amigo2",2.81743050921694,3.4752055554303
"Angptl4",2.87117264031471,1.48228503992516
"Anp32b",4.73865171768953,4.70438698489004
"Anxa1",2.63748242307086,4.58553374571547
"Anxa2",3.47776582202622,5.0471781226736
"Anxa6",4.50014177263038,3.82186083049591
"Aplp2",5.98071946276411,4.32000692852887
"Apoc1",1.4125541186182,5.06306397060074
"Apoe",11.3219451449833,12.3175966410551
"App",4.25326175982833,3.43938031571758
"Arg1",0.837447324743978,5.74606345733856
"Arhgap29",1.75705823891042,2.27495535244826
"Arhgdib",1.76855590807842,8.15104060769924
"Arhgef39",2.50710847599009,3.20581117924714
"Arhgef5",0.901822489057638,0.886572868744672
"Asf1b",1.49185822998947,3.64113348319779
"Aspa",1.51461964060278,2.8805009236754
"Atad2",2.35109450800317,2.85765923356092
"Atp1a1",6.07424111865187,6.79275898976013
"Atp1a3",4.68951176577805,2.91846228323756
"Atp2a3",2.37645305690943,4.03908859562768
"Atpif1",5.84218060475482,9.36786454318917
"Aurka",1.80682645759267,2.97928682323693
"Aurkb",2.74445391434847,4.58431465467644
"Avpi1",2.973211263991,4.03632865999616
"B430306N03Rik",2.30987155907504,3.63973499695907
"B4galt5",2.84598353567211,2.98279248922402
"BC064078",1.17403001739339,2.72170992160853
"Baiap2",2.78777931804998,3.22520470735692
"Bcam",1.86416584726973,6.63252910694888
"Bhlhe40",6.11282194116938,6.88402263930396
"Birc5",2.4413376549643,4.77351941566187
"Bst1",0.828040005787427,4.79381386934586
"C1ra",0.938255543396577,4.2359761767971
"C3",1.93109782350512,4.34775588074075
"C4a",0.916365884512811,2.42526835940372
"C4b",1.7593410895069,3.52697394769124
"Calml4",0.55155629822377,4.96676982129045
"Capg",3.24178435922146,6.10036469776875
"Capn1",1.61555480831801,3.17981532509616
"Capn2",3.84743409598481,2.88786282845308
"Capn5",2.19159044653466,2.07536382145186
"Capns1",6.62239851716501,7.44615259534043
"Car6",0.118521430591737,2.14491225883875
"Ccl24",1.70318381634912,9.32048697787268
"Ccl9",4.97609530871203,9.9562852073258
"Ccm2l",0.878355030676555,2.49962742035842
"Ccna2",2.45656930779396,3.31880320277638
"Ccnb1",1.78593894180777,3.44722789726224
"Ccnb2",1.87086428653688,3.81194369730293
"Ccr1",3.63661636906343,7.26101580415035
"Ccr2",2.80350888359801,4.1335345949828
"Cd163",1.31485576532156,2.91829595362549
"Cd19",1.54926423418561,2.6123605461646
"Cd2",1.1041073380313,2.4614912652847
"Cd209b",0.613718954833645,3.20275260932027
"Cd24a",4.29628464674732,7.29456635534921
"Cd300lb",2.50540603129027,3.37684534543392
"Cd300ld",2.35795146951274,4.68765102026142
"Cd300lg",1.45236453057934,3.3151726005467
"Cd36",0.885987668832174,3.85643836643879
"Cd38",1.29662334671806,3.21797515245815
"Cd40",1.85058141116182,2.94107498149551
"Cd44",2.28251806970916,3.0626402139232
"Cd5l",0.403051012894277,8.8052713064784
"Cd79a",2.05912437811298,4.3643928117097
"Cd93",3.77268142132572,5.76801777371347
"Cdc25b",2.78055889982153,2.85349000124065
"Cdc42ep2",3.97146837935185,4.1447964962425
"Cdc42ep4",4.52679193821583,3.24811195031787
"Cdca3",2.85583542107328,4.6786951562236
"Cdca5",1.72240075887929,2.7737359315082
"Cdca8",1.64373498554054,2.68772183158461
"Cdk1",2.15084800179703,3.80723973705683
"Cdkn1a",5.04546421007563,4.69911821225151
"Cdkn2a",0.154958506081837,3.00305441036121
"Cdkn2b",1.63062076650494,3.06096097946567
"Cdkn2c",3.42904755970246,4.27871835250727
"Cdkn2d",6.30125447923618,6.07223371118473
"Cdkn3",1.20425916448319,2.50486998126505
"Cebpb",6.45618907814434,11.3137389193639
"Cenpa",3.68426421349966,4.94431521253319
"Cenpw",1.99995122627034,3.35365207140092
"Cfb",0,5.395561327659
"Cfp",4.66125620601689,10.3128353816854
"Cgnl1",0.74974897159523,1.62635448756533
"Chpf",4.29416685623165,3.21183822129854
"Ckap2",1.98206665711578,2.05690649154221
"Cks1b",3.81537487334308,6.30258724067137
"Cldn10",0.91067355723291,0.75678659497333
"Clec10a",1.55277080234274,3.87900514085733
"Clec4a1",1.99684546356912,4.31592850269769
"Clec4d",1.16034693244583,6.35010303714487
"Clec4e",1.59235437202723,5.39057900769977
"Cma1",0.376884566830373,3.35984145773336
"Colca2",0.699730001505624,2.54144397537376
"Coro1c",3.87694331581468,3.05050310437471
"Cotl1",4.65314240924405,8.49137973914961
"Crip1",4.18518569146415,10.315669899252
"Csf2ra",6.0438550313601,7.23471294927523
"Cxcl1",3.70320298858061,2.38713749913579
"Cxcl12",3.56793106081888,4.77199996091882
"Cxcl13",0.197682618289733,8.53897161378865
"Cxcl14",3.44407376574368,3.52580904806586
"Cyb5r3",5.12399376064024,4.77944266544785
"Cybb",2.30144467241845,6.67500107769125
"Cyp26a1",0.216318609362589,3.20230314189733
"Cyp2ab1",1.15456787812466,2.86300882678688
"Cyp2e1",0.116669317793817,4.41475772049297
"Cytip",1.83151225401223,2.71389945240819
"D130058E05Rik",0.376078385594398,1.85089608757912
"Dapk1",1.88083907056206,1.97252950172796
"Dbi",6.49453009009389,8.18854807948624
"Ddx39",5.19108241193471,2.21496103730664
"Ddx41",5.96144218465698,5.24473482336231
"Dhrs3",3.35747244516712,5.95118739542855
"Diaph1",2.79054298858904,2.46678299349503
"Dmpk",3.03113810627176,3.9380522270476
"Dmwd",4.70866629655511,3.94136713211035
"Dnajc10",3.99299967730876,3.53434762379953
"Dok2",1.89510239682098,3.30902124587597
"Dusp23",3.50137093500957,3.84804232298082
"Dusp3",5.21202294290304,2.80059211581291
"Dut",3.1130058510841,3.14828785394332
"E2f1",2.99125601929421,3.27743426825901
"E2f8",1.61022834767394,2.07715812977949
"Ecm1",4.03971083809424,8.94353907061755
"Ednrb",3.52931473540809,6.38321268012386
"Efnb2",2.0955663007516,2.71868821066867
"Egln3",1.85304075119013,2.53054574058874
"Ehd1",5.18415089056427,5.5932609900163
"Elovl5",4.54936130860822,3.8999845458047
"Emilin1",3.27647710473631,3.74083746474028
"Emp3",4.74025027966103,7.95624108281506
"Engase",3.30573903528294,5.70772814884604
"Eno1",6.30057774853353,6.47988272131519
"Epb41l1",2.06147602989093,2.10219948754319
"Epha2",2.19144042033021,4.88765018792249
"Ephx1",2.04194054831569,3.81579689836671
"Esco2",1.05532219089734,2.27193635709129
"Esyt1",4.6402577209187,4.3949564705551
"Evi5",2.70344380540498,2.36710794990866
"F10",1.37709372510445,5.4654257245041
"F5",1.2940752340491,5.49599276149126
"F7",0.457380959393492,4.79575169362206
"Fabp4",0.833713375555674,8.47823974207422
"Fabp5",6.0277228428543,8.91776847890139
"Fabp7",5.08884181695206,5.71891301257074
"Fam20a",1.42940508187219,2.65168463407647
"Fam20c",2.59381034060068,4.11809026753984
"Fam234a",4.54080305644175,3.23596015798171
"Fam43a",6.01626741897722,6.65944529009611
"Fam46a",5.01869048020031,6.71443871814279
"Fas",1.58093179479145,2.4885279187614
"Fasn",6.26520690082576,3.5660451876644
"Fbxo5",2.55310402841059,2.14325401664041
"Fcgr4",1.82858828235126,5.28897374415006
"Fcor",3.27143767363274,6.36543864009053
"Fcrla",1.0567358309496,2.38229542356197
"Fgd6",1.20327819879745,1.38023402615811
"Fgfr1",2.18655600963181,4.43321171990083
"Fgr",2.32230181071569,3.76871014814965
"Fignl1",1.35708788871605,2.6235170575124
"Fkbp11",1.98173811876246,3.76974138030055
"Fkbp1b",2.72700702052542,4.28622131777306
"Flna",6.15767282460968,5.96093458914394
"Flnb",2.12209902757919,4.20331032860079
"Flot2",4.29820916690389,3.91885309885108
"Fn1",3.68857223550488,8.48362756212333
"Foxn2",3.54121067090798,2.82413481377333
"Fpr1",1.5409773009747,3.52310362246474
"Ftl1",9.29858279133617,7.23898630414847
"Ftl1-ps1",6.09338959459979,6.02807615933867
"Fxyd5",3.98043945059825,8.75329398753871
"Fzd1",3.71039780476202,4.60528652598432
"G6pd2",1.81817588812556,4.52276361832295
"Gadd45a",5.11762538340234,6.07545749689542
"Gal",1.69581188216764,1.47857025639498
"Gapdh",6.41378251405402,7.53642181174172
"Gapt",1.64414898579474,2.93870743470322
"Gata6",0.0988460206316411,4.50990689722797
"Gbp2",2.19584549741081,4.27786559626414
"Gbp2b",0.228481172782764,4.93991771889757
"Gbp3",3.23305596299328,4.2536398820696
"Gch1",2.60915912136277,2.80309744360987
"Gda",1.84506902704648,4.59428436210091
"Ggct",2.5453124385216,3.60514939798857
"Gimap4",1.73471014926763,2.47912134797094
"Glb1",2.9431852323654,5.12188004464781
"Glipr2",3.08249813122949,3.01581123420123
"Gm11205",0.285076594975413,0.607630074370866
"Gm11736",0.358498679072061,0.650111333122805
"Gm12851",0.0829247438947032,0.286819111568865
"Gm12972",0.189141086450928,1.86077610262915
"Gm13033",1.81624476620578,0.410952697963783
"Gm13056",0.338029829919132,2.26901404381472
"Gm13647",0.282171428091062,2.38815114298034
"Gm14997",0,0.583354866381535
"Gm1673",4.62534080728672,7.85992311396613
"Gm20667",0.821786586636114,2.48106733753715
"Gm22656",0.332010493397275,0.392788590073194
"Gm24221",0.121868606280479,0.299977784570064
"Gm24859",0.505445793589601,0.469525707046531
"Gm25414",0.163705880186468,0.50410675063992
"Gm26063",0.0936687932747041,0.469525707046531
"Gm26554",0.231775488498596,3.34511666742688
"Gm26623",0.727212016991567,6.25428968028064
"Gm26641",0.452162881151152,3.185238392159
"Gm26698",0.319256363506921,1.75507383046778
"Gm26774",0.195848536062681,2.02622640852199
"Gm26863",0.229356769491104,5.22103972773806
"Gm27460",0.134601737956696,0.480851827630664
"Gm28875",2.68978819632108,5.94802628385694
"Gm29325",0.435559573376792,3.19707912570303
"Gm29459",0.0431906195547528,3.87069159735369
"Gm32089",0.146786030824877,2.14724240700046
"Gm33280",0.826579064239991,2.20791524085477
"Gm33973",1.20143888114129,4.21508758729989
"Gm35657",0.375464998939442,2.74294471632255
"Gm36161",1.66256937153476,2.1782206776962
"Gm36172",0.586790170416081,2.15752570937899
"Gm37932",0.893793070106026,4.70927334978539
"Gm38832",0.849039447724839,2.66548926868099
"Gm38910",1.01488726772345,0.411637225193967
"Gm43175",0.462507726388609,6.68551757976613
"Gm43682",2.63468116173807,2.41831816576601
"Gm44154",1.68213585082272,3.54785952211266
"Gm44221",0.0868098826492982,0.843361602853164
"Gm4540",5.43316105327994,2.8091496342969
"Gm47015",1.68855270527132,5.41018370592462
"Gm47155",1.94217928255023,1.8650075922831
"Gm48242",0.158046976690231,0.329897281898328
"Gm4841",0.417595100989582,3.05175180742419
"Gm48832",0.168200507514065,3.7969274037421
"Gm7336",0.54490155705305,2.90003192142624
"Gm7891",0.0139030991682395,0.366622698230516
"Gm9115",3.05153725429997,0.43540741634765
"Gm9889",1.45338965316981,2.1928828321443
"Gmnn",2.20377282939237,4.00354188071648
"Gnai3",4.81901662630532,5.86637359317855
