"","F_77_CON_SRR1931816","F_82_AD_SRR1931812","F_82_AD_SRR1931815","F_85_CON_SRR1931819","F_87_AD_SRR1931813","M_64_PD_SRR2015766","M_64_PD_SRR2015777","M_64_PD_SRR2015778","M_65_PD_SRR2015775","M_66_PD_SRR2015774","M_68_PD_SRR2015780","M_68_PD_SRR2015783","M_70_PD_SRR2015785","M_74_PD_SRR2015757","M_74_PD_SRR2015772","M_74_PD_SRR2015782","M_75_PD_SRR2015771","M_75_PD_SRR2015779","M_77_PD_SRR2015765","M_79_PD_SRR2015784","M_80_PD_SRR2015759","M_80_PD_SRR2015761","M_80_PD_SRR2015769","M_81_PD_SRR2015764","M_83_AD_SRR1931814","M_83_CON_SRR1931817","M_83_PD_SRR2015758","M_83_PD_SRR2015760","M_84_PD_SRR2015762","M_85_PD_SRR2015767","M_85_PD_SRR2015770","M_85_PD_SRR2015776","M_88_PD_SRR2015763","M_89_PD_SRR2015773","M_90_CON_SRR1931818","M_94_PD_SRR2015768","M_95_PD_SRR2015781","MF_100_AD_SRR2422926","MF_100_AD_SRR2422931","MF_106_CON_SRR1747184","MF_36_CON_SRR1747187","MF_40_CON_SRR1747172","MF_40_HD_SRR1747196","MF_43_CON_SRR1747170","MF_43_HD_SRR1747198","MF_44_CON_SRR1747173","MF_46_CON_SRR1747171","MF_46_CON_SRR1747186","MF_48_HD_SRR1747195","MF_48_HD_SRR1747205","MF_50_HD_SRR1747208","MF_50_HD_SRR1747209","MF_52_CON_SRR1747185","MF_53_CON_SRR1747168","MF_53_HD_SRR1747211","MF_54_CON_SRR1747182","MF_54_HD_SRR1747203","MF_55_CON_SRR1747188","MF_55_HD_SRR1747192","MF_55_HD_SRR1747207","MF_56_MS_SRR5724993","MF_56_MS_SRR5724994","MF_56_MS_SRR5724995","MF_56_MS_SRR5724996","MF_56_MS_SRR5724997","MF_57_CON_SRR1747169","MF_57_CON_SRR1747174","MF_57_CON_SRR1747189","MF_57_CON_SRR5724998","MF_57_CON_SRR5724999","MF_57_CON_SRR5725000","MF_57_CON_SRR5725001","MF_57_CON_SRR5725002","MF_57_HD_SRR1747202","MF_58_CON_SRR1747156","MF_59_HD_SRR1747200","MF_60_CON_SRR1747160","MF_61_CON_SRR1747155","MF_61_CON_SRR1747162","MF_61_CON_SRR1747165","MF_61_HD_SRR1747204","MF_62_CON_SRR1747163","MF_62_CON_SRR2422924","MF_63_CON_SRR1747151","MF_64_CON_SRR1747191","MF_66_CON_SRR1747152","MF_66_CON_SRR1747158","MF_66_CON_SRR1747190","MF_68_CON_SRR1747183","MF_68_HD_SRR1747199","MF_68_HD_SRR1747201","MF_69_CON_SRR1747153","MF_69_CON_SRR1747164","MF_69_CON_SRR1747177","MF_69_HD_SRR1747193","MF_69_HD_SRR1747206","MF_70_CON_SRR1747157","MF_70_CON_SRR2422925","MF_71_HD_SRR1747194","MF_72_CON_SRR2422922","MF_72_HD_SRR1747197","MF_73_CON_SRR1747143","MF_73_CON_SRR1747159","MF_74_AD_SRR2422929","MF_74_CON_SRR1747176","MF_75_HD_SRR1747210","MF_76_CON_SRR1747161","MF_76_CON_SRR1747178","MF_78_CON_SRR1747179","MF_79_CON_SRR1747150","MF_79_CON_SRR1747154","MF_79_CON_SRR2422921","MF_80_CON_SRR1747175","MF_80_CON_SRR2422919","MF_81_CON_SRR1747149","MF_82_CON_SRR1747145","MF_84_AD_SRR2422933","MF_85_AD_SRR2422928","MF_85_CON_SRR2422918","MF_86_CON_SRR1747147","MF_86_CON_SRR1747181","MF_87_CON_SRR1747180","MF_88_AD_SRR2422927","MF_88_CON_SRR1747166","MF_89_CON_SRR2422923","MF_90_CON_SRR2422920","MF_91_CON_SRR1747144","MF_91_CON_SRR1747148","MF_93_AD_SRR2422930","MF_93_AD_SRR2422934","MF_93_CON_SRR1747167","MF_97_CON_SRR1747146","MF_99_AD_SRR2422932"
"","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  "
"","1st Qu.: 0.4956  ","1st Qu.: 0.8586  ","1st Qu.: 1.289  ","1st Qu.: 0.9354  ","1st Qu.: 0.9905  ","1st Qu.: 0.2972  ","1st Qu.: 0.1705  ","1st Qu.: 0.1122  ","1st Qu.: 0.1997  ","1st Qu.: 0.2157  ","1st Qu.: 0.1830  ","1st Qu.: 0.2303  ","1st Qu.: 0.1898  ","1st Qu.: 0.09486  ","1st Qu.: 0.1222  ","1st Qu.: 0.1384  ","1st Qu.: 0.2328  ","1st Qu.: 0.05791  ","1st Qu.: 0.2968  ","1st Qu.: 0.1178  ","1st Qu.: 0.2295  ","1st Qu.: 0.1509  ","1st Qu.: 0.1874  ","1st Qu.: 0.1116  ","1st Qu.: 1.139  ","1st Qu.: 0.8597  ","1st Qu.: 0.09567  ","1st Qu.: 0.2377  ","1st Qu.: 0.1016  ","1st Qu.: 0.1481  ","1st Qu.: 0.08303  ","1st Qu.: 0.01249  ","1st Qu.: 0.2844  ","1st Qu.: 0.1244  ","1st Qu.: 0.8076  ","1st Qu.: 0.1027  ","1st Qu.: 0.1077  ","1st Qu.: 0.6286  ","1st Qu.: 0.3925  ","1st Qu.: 0.2757  ","1st Qu.: 0.2666  ","1st Qu.: 0.2375  ","1st Qu.: 0.1592  ","1st Qu.: 0.1781  ","1st Qu.: 0.1759  ","1st Qu.: 0.1886  ","1st Qu.: 0.1674  ","1st Qu.: 0.1825  ","1st Qu.: 0.2103  ","1st Qu.: 0.2061  ","1st Qu.: 0.2733  ","1st Qu.: 0.2176  ","1st Qu.: 0.1339  ","1st Qu.: 0.1285  ","1st Qu.: 0.1295  ","1st Qu.: 0.1734  ","1st Qu.: 0.1498  ","1st Qu.: 0.2168  ","1st Qu.: 0.1028  ","1st Qu.: 0.1847  ","1st Qu.: 0.507  ","1st Qu.: 0.2824  ","1st Qu.: 0.6616  ","1st Qu.: 0.7185  ","1st Qu.: 0.6287  ","1st Qu.: 0.3668  ","1st Qu.: 0.2336  ","1st Qu.: 0.1821  ","1st Qu.: 0.1668  ","1st Qu.: 0.7764  ","1st Qu.: 0.4946  ","1st Qu.: 0.4867  ","1st Qu.: 0.5147  ","1st Qu.: 0.2473  ","1st Qu.: 0.1957  ","1st Qu.: 0.2584  ","1st Qu.: 0.2087  ","1st Qu.: 0.2519  ","1st Qu.: 0.1200  ","1st Qu.: 0.2445  ","1st Qu.: 0.1956  ","1st Qu.: 0.1042  ","1st Qu.: 0.4615  ","1st Qu.: 0.1187  ","1st Qu.: 0.2404  ","1st Qu.: 0.380  ","1st Qu.: 0.2589  ","1st Qu.: 0.2218  ","1st Qu.: 0.0895  ","1st Qu.: 0.1764  ","1st Qu.: 0.1137  ","1st Qu.: 0.2466  ","1st Qu.: 0.2113  ","1st Qu.: 0.231  ","1st Qu.: 0.09891  ","1st Qu.: 0.1224  ","1st Qu.: 0.291  ","1st Qu.: 0.5161  ","1st Qu.: 0.09878  ","1st Qu.: 0.1989  ","1st Qu.: 0.3705  ","1st Qu.: 0.1322  ","1st Qu.: 0.1755  ","1st Qu.: 0.5575  ","1st Qu.: 0.3482  ","1st Qu.: 0.1247  ","1st Qu.: 0.2197  ","1st Qu.: 0.1001  ","1st Qu.: 0.1428  ","1st Qu.: 0.1507  ","1st Qu.: 0.2025  ","1st Qu.: 0.4164  ","1st Qu.: 0.1280  ","1st Qu.: 0.04637  ","1st Qu.: 0.1442  ","1st Qu.: 0.2254  ","1st Qu.: 0.5832  ","1st Qu.: 0.6033  ","1st Qu.: 0.5238  ","1st Qu.: 0.2423  ","1st Qu.: 0.3573  ","1st Qu.: 0.258  ","1st Qu.: 0.5919  ","1st Qu.: 0.1349  ","1st Qu.: 0.5048  ","1st Qu.: 0.4409  ","1st Qu.: 0.1753  ","1st Qu.: 0.2216  ","1st Qu.: 0.5091  ","1st Qu.: 0.4392  ","1st Qu.: 0.0808  ","1st Qu.: 0.2522  ","1st Qu.: 0.4245  "
"","Median : 1.5787  ","Median : 2.0589  ","Median : 2.702  ","Median : 2.1700  ","Median : 2.2165  ","Median : 1.3554  ","Median : 1.0292  ","Median : 0.6722  ","Median : 0.9911  ","Median : 1.0686  ","Median : 0.9839  ","Median : 1.1071  ","Median : 0.9692  ","Median : 0.61228  ","Median : 0.7043  ","Median : 0.7595  ","Median : 1.1179  ","Median : 0.53917  ","Median : 1.1949  ","Median : 0.7757  ","Median : 1.2165  ","Median : 0.8665  ","Median : 0.9614  ","Median : 0.6146  ","Median : 2.516  ","Median : 2.1514  ","Median : 0.57907  ","Median : 1.1300  ","Median : 0.6164  ","Median : 1.2186  ","Median : 0.52568  ","Median : 0.69480  ","Median : 1.2818  ","Median : 0.7187  ","Median : 2.0307  ","Median : 0.6185  ","Median : 0.7114  ","Median : 1.7607  ","Median : 1.1765  ","Median : 1.3063  ","Median : 1.3412  ","Median : 1.2953  ","Median : 1.0207  ","Median : 1.1750  ","Median : 1.0122  ","Median : 1.1707  ","Median : 1.0239  ","Median : 1.0684  ","Median : 1.1117  ","Median : 1.1103  ","Median : 1.2905  ","Median : 1.1417  ","Median : 0.7416  ","Median : 1.0905  ","Median : 0.8482  ","Median : 0.9812  ","Median : 0.7668  ","Median : 1.0609  ","Median : 0.9669  ","Median : 0.9770  ","Median : 1.378  ","Median : 0.8703  ","Median : 1.9030  ","Median : 1.8672  ","Median : 1.6451  ","Median : 1.5711  ","Median : 1.2864  ","Median : 1.0761  ","Median : 0.6015  ","Median : 1.9592  ","Median : 1.4389  ","Median : 1.3889  ","Median : 1.4154  ","Median : 1.2077  ","Median : 0.9721  ","Median : 1.2776  ","Median : 1.0480  ","Median : 1.1573  ","Median : 0.6906  ","Median : 1.1967  ","Median : 1.0964  ","Median : 0.6178  ","Median : 1.4040  ","Median : 0.6659  ","Median : 1.1553  ","Median : 1.603  ","Median : 1.6346  ","Median : 1.1690  ","Median : 0.5639  ","Median : 1.0563  ","Median : 0.7148  ","Median : 1.1735  ","Median : 1.0878  ","Median : 1.151  ","Median : 0.72466  ","Median : 0.7851  ","Median : 1.312  ","Median : 1.4731  ","Median : 1.05257  ","Median : 0.7509  ","Median : 1.5347  ","Median : 0.6842  ","Median : 0.8893  ","Median : 1.5371  ","Median : 1.5166  ","Median : 0.7294  ","Median : 1.1017  ","Median : 0.6258  ","Median : 0.8337  ","Median : 0.8350  ","Median : 1.0112  ","Median : 1.2643  ","Median : 0.8599  ","Median : 0.21437  ","Median : 1.2200  ","Median : 1.0580  ","Median : 1.5925  ","Median : 1.6865  ","Median : 1.5473  ","Median : 1.1398  ","Median : 1.5531  ","Median : 1.210  ","Median : 1.6299  ","Median : 0.7578  ","Median : 1.4947  ","Median : 1.3179  ","Median : 1.0679  ","Median : 1.1087  ","Median : 1.4261  ","Median : 1.3472  ","Median : 0.5315  ","Median : 1.1952  ","Median : 1.2675  "
"","Mean   : 1.8541  ","Mean   : 2.2778  ","Mean   : 2.777  ","Mean   : 2.3789  ","Mean   : 2.3742  ","Mean   : 1.9515  ","Mean   : 1.6254  ","Mean   : 1.2575  ","Mean   : 1.6022  ","Mean   : 1.6993  ","Mean   : 1.5802  ","Mean   : 1.7187  ","Mean   : 1.5045  ","Mean   : 1.28387  ","Mean   : 1.3330  ","Mean   : 1.3550  ","Mean   : 1.7507  ","Mean   : 1.18543  ","Mean   : 1.7470  ","Mean   : 1.3912  ","Mean   : 1.8472  ","Mean   : 1.4965  ","Mean   : 1.5746  ","Mean   : 1.2232  ","Mean   : 2.621  ","Mean   : 2.2965  ","Mean   : 1.17310  ","Mean   : 1.7537  ","Mean   : 1.2447  ","Mean   : 1.8946  ","Mean   : 1.11520  ","Mean   : 1.40607  ","Mean   : 1.8926  ","Mean   : 1.3383  ","Mean   : 2.2644  ","Mean   : 1.2215  ","Mean   : 1.3545  ","Mean   : 1.9996  ","Mean   : 1.4422  ","Mean   : 1.8635  ","Mean   : 1.9169  ","Mean   : 1.8847  ","Mean   : 1.6916  ","Mean   : 1.8118  ","Mean   : 1.6075  ","Mean   : 1.8258  ","Mean   : 1.6610  ","Mean   : 1.7123  ","Mean   : 1.6676  ","Mean   : 1.6884  ","Mean   : 1.8274  ","Mean   : 1.7672  ","Mean   : 1.3446  ","Mean   : 1.7821  ","Mean   : 1.4839  ","Mean   : 1.6481  ","Mean   : 1.3625  ","Mean   : 1.6347  ","Mean   : 1.6869  ","Mean   : 1.5047  ","Mean   : 1.787  ","Mean   : 1.2638  ","Mean   : 2.2935  ","Mean   : 2.2409  ","Mean   : 2.0169  ","Mean   : 2.0777  ","Mean   : 1.8889  ","Mean   : 1.7586  ","Mean   : 0.9972  ","Mean   : 2.3113  ","Mean   : 1.8651  ","Mean   : 1.8022  ","Mean   : 1.8288  ","Mean   : 1.7806  ","Mean   : 1.5828  ","Mean   : 1.8577  ","Mean   : 1.6848  ","Mean   : 1.7496  ","Mean   : 1.3246  ","Mean   : 1.7990  ","Mean   : 1.6682  ","Mean   : 1.2080  ","Mean   : 1.7061  ","Mean   : 1.2540  ","Mean   : 1.7361  ","Mean   : 2.151  ","Mean   : 2.1433  ","Mean   : 1.7530  ","Mean   : 1.1397  ","Mean   : 1.5769  ","Mean   : 1.2975  ","Mean   : 1.7747  ","Mean   : 1.6848  ","Mean   : 1.797  ","Mean   : 1.27036  ","Mean   : 1.3917  ","Mean   : 1.892  ","Mean   : 1.7552  ","Mean   : 1.73258  ","Mean   : 1.0080  ","Mean   : 2.0213  ","Mean   : 1.2923  ","Mean   : 1.5019  ","Mean   : 1.7622  ","Mean   : 2.0440  ","Mean   : 1.2961  ","Mean   : 1.7196  ","Mean   : 1.1949  ","Mean   : 1.4131  ","Mean   : 1.4510  ","Mean   : 1.6302  ","Mean   : 1.5405  ","Mean   : 1.4750  ","Mean   : 0.44217  ","Mean   : 1.9053  ","Mean   : 1.6562  ","Mean   : 1.8344  ","Mean   : 1.9046  ","Mean   : 1.7846  ","Mean   : 1.7336  ","Mean   : 2.0210  ","Mean   : 1.799  ","Mean   : 1.8659  ","Mean   : 1.3650  ","Mean   : 1.7696  ","Mean   : 1.5396  ","Mean   : 1.6745  ","Mean   : 1.6900  ","Mean   : 1.5970  ","Mean   : 1.5891  ","Mean   : 1.1485  ","Mean   : 1.8060  ","Mean   : 1.5270  "
"","3rd Qu.: 2.8483  ","3rd Qu.: 3.3888  ","3rd Qu.: 4.050  ","3rd Qu.: 3.5119  ","3rd Qu.: 3.4923  ","3rd Qu.: 3.0764  ","3rd Qu.: 2.5599  ","3rd Qu.: 1.9203  ","3rd Qu.: 2.4841  ","3rd Qu.: 2.6563  ","3rd Qu.: 2.4737  ","3rd Qu.: 2.7159  ","3rd Qu.: 2.3350  ","3rd Qu.: 1.92181  ","3rd Qu.: 2.0274  ","3rd Qu.: 2.0691  ","3rd Qu.: 2.7520  ","3rd Qu.: 1.77462  ","3rd Qu.: 2.6829  ","3rd Qu.: 2.1514  ","3rd Qu.: 2.9482  ","3rd Qu.: 2.3379  ","3rd Qu.: 2.4409  ","3rd Qu.: 1.8189  ","3rd Qu.: 3.854  ","3rd Qu.: 3.4486  ","3rd Qu.: 1.73758  ","3rd Qu.: 2.7547  ","3rd Qu.: 1.8513  ","3rd Qu.: 3.1039  ","3rd Qu.: 1.63954  ","3rd Qu.: 2.19285  ","3rd Qu.: 2.9784  ","3rd Qu.: 2.0355  ","3rd Qu.: 3.3926  ","3rd Qu.: 1.8362  ","3rd Qu.: 2.0785  ","3rd Qu.: 3.0803  ","3rd Qu.: 2.1997  ","3rd Qu.: 2.9491  ","3rd Qu.: 3.0747  ","3rd Qu.: 3.0133  ","3rd Qu.: 2.6443  ","3rd Qu.: 2.8953  ","3rd Qu.: 2.5283  ","3rd Qu.: 2.9355  ","3rd Qu.: 2.6231  ","3rd Qu.: 2.7365  ","3rd Qu.: 2.6549  ","3rd Qu.: 2.7063  ","3rd Qu.: 2.8984  ","3rd Qu.: 2.8387  ","3rd Qu.: 2.0550  ","3rd Qu.: 2.8452  ","3rd Qu.: 2.2929  ","3rd Qu.: 2.5971  ","3rd Qu.: 2.0829  ","3rd Qu.: 2.5675  ","3rd Qu.: 2.6652  ","3rd Qu.: 2.3586  ","3rd Qu.: 2.648  ","3rd Qu.: 1.8135  ","3rd Qu.: 3.4915  ","3rd Qu.: 3.3456  ","3rd Qu.: 2.9910  ","3rd Qu.: 3.3115  ","3rd Qu.: 3.0203  ","3rd Qu.: 2.7936  ","3rd Qu.: 1.4138  ","3rd Qu.: 3.4617  ","3rd Qu.: 2.7802  ","3rd Qu.: 2.6908  ","3rd Qu.: 2.7129  ","3rd Qu.: 2.8070  ","3rd Qu.: 2.4581  ","3rd Qu.: 2.9668  ","3rd Qu.: 2.6585  ","3rd Qu.: 2.7644  ","3rd Qu.: 2.0051  ","3rd Qu.: 2.8621  ","3rd Qu.: 2.6148  ","3rd Qu.: 1.7736  ","3rd Qu.: 2.6204  ","3rd Qu.: 1.8920  ","3rd Qu.: 2.7507  ","3rd Qu.: 3.427  ","3rd Qu.: 3.5443  ","3rd Qu.: 2.7960  ","3rd Qu.: 1.6734  ","3rd Qu.: 2.4872  ","3rd Qu.: 1.9856  ","3rd Qu.: 2.7959  ","3rd Qu.: 2.6565  ","3rd Qu.: 2.836  ","3rd Qu.: 1.96716  ","3rd Qu.: 2.1940  ","3rd Qu.: 3.008  ","3rd Qu.: 2.6848  ","3rd Qu.: 2.76529  ","3rd Qu.: 1.5291  ","3rd Qu.: 3.1921  ","3rd Qu.: 1.9495  ","3rd Qu.: 2.3294  ","3rd Qu.: 2.7020  ","3rd Qu.: 3.2594  ","3rd Qu.: 1.9668  ","3rd Qu.: 2.7059  ","3rd Qu.: 1.7930  ","3rd Qu.: 2.1966  ","3rd Qu.: 2.2317  ","3rd Qu.: 2.5394  ","3rd Qu.: 2.3451  ","3rd Qu.: 2.2926  ","3rd Qu.: 0.57446  ","3rd Qu.: 3.1249  ","3rd Qu.: 2.5937  ","3rd Qu.: 2.7850  ","3rd Qu.: 2.9122  ","3rd Qu.: 2.7513  ","3rd Qu.: 2.7340  ","3rd Qu.: 3.1921  ","3rd Qu.: 2.857  ","3rd Qu.: 2.8631  ","3rd Qu.: 2.0865  ","3rd Qu.: 2.6879  ","3rd Qu.: 2.3638  ","3rd Qu.: 2.6520  ","3rd Qu.: 2.6749  ","3rd Qu.: 2.4078  ","3rd Qu.: 2.4449  ","3rd Qu.: 1.6868  ","3rd Qu.: 2.8617  ","3rd Qu.: 2.3078  "
"","Max.   :18.8450  ","Max.   :17.9864  ","Max.   :17.870  ","Max.   :18.3278  ","Max.   :18.5306  ","Max.   :16.6286  ","Max.   :16.8054  ","Max.   :16.9541  ","Max.   :17.0351  ","Max.   :17.1153  ","Max.   :16.8542  ","Max.   :16.7739  ","Max.   :16.8751  ","Max.   :17.25989  ","Max.   :17.1594  ","Max.   :17.3358  ","Max.   :16.5075  ","Max.   :17.18319  ","Max.   :17.2065  ","Max.   :17.0310  ","Max.   :16.6263  ","Max.   :16.9256  ","Max.   :16.7082  ","Max.   :17.3804  ","Max.   :18.245  ","Max.   :18.4033  ","Max.   :17.10673  ","Max.   :16.7174  ","Max.   :16.8982  ","Max.   :16.4627  ","Max.   :17.16211  ","Max.   :17.42505  ","Max.   :16.4551  ","Max.   :17.1322  ","Max.   :18.3254  ","Max.   :17.0222  ","Max.   :16.8136  ","Max.   :18.8916  ","Max.   :19.0831  ","Max.   :16.7019  ","Max.   :16.8700  ","Max.   :16.7147  ","Max.   :16.6914  ","Max.   :16.4821  ","Max.   :16.8739  ","Max.   :16.6866  ","Max.   :16.7638  ","Max.   :16.8266  ","Max.   :16.8390  ","Max.   :16.9768  ","Max.   :16.6357  ","Max.   :16.7056  ","Max.   :17.0189  ","Max.   :16.5568  ","Max.   :16.5924  ","Max.   :16.7418  ","Max.   :16.6247  ","Max.   :16.9072  ","Max.   :16.6795  ","Max.   :16.7327  ","Max.   :17.312  ","Max.   :16.9857  ","Max.   :16.3623  ","Max.   :16.6394  ","Max.   :16.4257  ","Max.   :16.4198  ","Max.   :16.5145  ","Max.   :16.6198  ","Max.   :16.9932  ","Max.   :16.3306  ","Max.   :16.8744  ","Max.   :16.8538  ","Max.   :16.6147  ","Max.   :16.8748  ","Max.   :16.9090  ","Max.   :16.5105  ","Max.   :16.6282  ","Max.   :16.5983  ","Max.   :16.9110  ","Max.   :16.5035  ","Max.   :16.6586  ","Max.   :17.1376  ","Max.   :18.8175  ","Max.   :16.8532  ","Max.   :16.8845  ","Max.   :16.403  ","Max.   :16.3067  ","Max.   :17.0121  ","Max.   :16.9667  ","Max.   :16.9622  ","Max.   :16.7281  ","Max.   :16.7305  ","Max.   :16.9102  ","Max.   :16.730  ","Max.   :17.05211  ","Max.   :16.9941  ","Max.   :16.540  ","Max.   :18.9029  ","Max.   :17.02628  ","Max.   :19.2530  ","Max.   :16.5354  ","Max.   :16.9591  ","Max.   :16.7551  ","Max.   :18.9272  ","Max.   :16.5709  ","Max.   :16.7641  ","Max.   :16.6236  ","Max.   :16.8544  ","Max.   :17.0069  ","Max.   :16.9922  ","Max.   :16.6755  ","Max.   :18.8889  ","Max.   :17.1444  ","Max.   :19.23424  ","Max.   :16.4646  ","Max.   :16.6963  ","Max.   :18.8271  ","Max.   :18.8389  ","Max.   :18.9700  ","Max.   :16.7600  ","Max.   :16.4310  ","Max.   :16.729  ","Max.   :19.0012  ","Max.   :16.9289  ","Max.   :18.9370  ","Max.   :19.0062  ","Max.   :16.8972  ","Max.   :16.9238  ","Max.   :19.2280  ","Max.   :19.0453  ","Max.   :17.0412  ","Max.   :16.5465  ","Max.   :19.0146  "
