"","InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues"
"1","black","ADbyO_FC1.25__","User",0,1,1
"2","black","HDbyO_FC1.25__","User",0,1,1
"3","black","MSbyO_FC1.25__","User",2,0.999547565293515,1
"4","black","PDbyO_FC1.25__","User",15,0.024434716010101,1
"5","blue","ADbyO_FC1.25__","User",54,0.019831548840945,1
"6","blue","HDbyO_FC1.25__","User",49,0.00051093350059593,0.0449621480524418
"7","blue","MSbyO_FC1.25__","User",99,0.000967400514787703,0.0851312453013178
"8","blue","PDbyO_FC1.25__","User",7,1,1
"9","brown","ADbyO_FC1.25__","User",4,0.999999832594266,1
"10","brown","HDbyO_FC1.25__","User",8,0.995569908014791,1
"11","brown","MSbyO_FC1.25__","User",7,0.999999999996286,1
"12","brown","PDbyO_FC1.25__","User",98,1.63377559330679e-23,1.43772252210997e-21
"13","cyan","ADbyO_FC1.25__","User",5,0.144165398404268,1
"14","cyan","HDbyO_FC1.25__","User",1,0.882321170652075,1
"15","cyan","MSbyO_FC1.25__","User",9,0.0601601558140974,1
"16","cyan","PDbyO_FC1.25__","User",0,1,1
"17","darkgreen","ADbyO_FC1.25__","User",6,0.000124169324404748,0.0109269005476179
"18","darkgreen","HDbyO_FC1.25__","User",0,1,1
"19","darkgreen","MSbyO_FC1.25__","User",21,8.77729427243271e-22,7.72401895974079e-20
"20","darkgreen","PDbyO_FC1.25__","User",7,0.000206956015419702,0.0182121293569337
"21","darkred","ADbyO_FC1.25__","User",0,1,1
"22","darkred","HDbyO_FC1.25__","User",0,1,1
"23","darkred","MSbyO_FC1.25__","User",0,1,1
"24","darkred","PDbyO_FC1.25__","User",1,0.81304350628563,1
"25","green","ADbyO_FC1.25__","User",3,0.991108327193909,1
"26","green","HDbyO_FC1.25__","User",2,0.988543767539324,1
"27","green","MSbyO_FC1.25__","User",3,0.999976000618715,1
"28","green","PDbyO_FC1.25__","User",0,1,1
"29","greenyellow","ADbyO_FC1.25__","User",0,1,1
"30","greenyellow","HDbyO_FC1.25__","User",6,0.065113666726195,1
"31","greenyellow","MSbyO_FC1.25__","User",0,1,1
"32","greenyellow","PDbyO_FC1.25__","User",0,1,1
"33","grey60","ADbyO_FC1.25__","User",0,1,1
"34","grey60","HDbyO_FC1.25__","User",0,1,1
"35","grey60","MSbyO_FC1.25__","User",5,0.375252694530596,1
"36","grey60","PDbyO_FC1.25__","User",18,7.4034134411286e-09,6.51500382819316e-07
"37","lightcyan","ADbyO_FC1.25__","User",5,0.0731117394885477,1
"38","lightcyan","HDbyO_FC1.25__","User",5,0.0271365215496651,1
"39","lightcyan","MSbyO_FC1.25__","User",15,8.16223607364323e-06,0.000718276774480604
"40","lightcyan","PDbyO_FC1.25__","User",0,1,1
"41","lightgreen","ADbyO_FC1.25__","User",4,0.113071291382877,1
"42","lightgreen","HDbyO_FC1.25__","User",0,1,1
"43","lightgreen","MSbyO_FC1.25__","User",0,1,1
"44","lightgreen","PDbyO_FC1.25__","User",32,1.64967677693738e-26,1.4517155637049e-24
"45","lightyellow","ADbyO_FC1.25__","User",0,1,1
"46","lightyellow","HDbyO_FC1.25__","User",0,1,1
"47","lightyellow","MSbyO_FC1.25__","User",1,0.93566405951268,1
"48","lightyellow","PDbyO_FC1.25__","User",0,1,1
"49","magenta","ADbyO_FC1.25__","User",0,1,1
"50","magenta","HDbyO_FC1.25__","User",31,6.38918921972783e-21,5.62248651336049e-19
"51","magenta","MSbyO_FC1.25__","User",0,1,1
"52","magenta","PDbyO_FC1.25__","User",2,0.996514378560088,1
"53","midnightblue","ADbyO_FC1.25__","User",0,1,1
"54","midnightblue","HDbyO_FC1.25__","User",0,1,1
"55","midnightblue","MSbyO_FC1.25__","User",0,1,1
"56","midnightblue","PDbyO_FC1.25__","User",0,1,1
"57","pink","ADbyO_FC1.25__","User",40,3.62200327573624e-25,3.18736288264789e-23
"58","pink","HDbyO_FC1.25__","User",8,0.0439539595581149,1
"59","pink","MSbyO_FC1.25__","User",11,0.332702779605407,1
"60","pink","PDbyO_FC1.25__","User",7,0.722027173018116,1
"61","purple","ADbyO_FC1.25__","User",10,0.00548892836518473,0.483025696136256
"62","purple","HDbyO_FC1.25__","User",1,0.950869424174304,1
"63","purple","MSbyO_FC1.25__","User",35,5.20218795358951e-16,4.57792539915877e-14
"64","purple","PDbyO_FC1.25__","User",4,0.86953251436446,1
"65","red","ADbyO_FC1.25__","User",0,1,1
"66","red","HDbyO_FC1.25__","User",0,1,1
"67","red","MSbyO_FC1.25__","User",0,1,1
"68","red","PDbyO_FC1.25__","User",0,1,1
"69","royalblue","ADbyO_FC1.25__","User",2,0.430425470321008,1
"70","royalblue","HDbyO_FC1.25__","User",2,0.302941981492867,1
"71","royalblue","MSbyO_FC1.25__","User",5,0.118559984374879,1
"72","royalblue","PDbyO_FC1.25__","User",8,0.001827009394215,0.16077682669092
"73","salmon","ADbyO_FC1.25__","User",1,0.953329217508794,1
"74","salmon","HDbyO_FC1.25__","User",1,0.901142605000539,1
"75","salmon","MSbyO_FC1.25__","User",5,0.630565680784723,1
"76","salmon","PDbyO_FC1.25__","User",0,1,1
"77","tan","ADbyO_FC1.25__","User",0,1,1
"78","tan","HDbyO_FC1.25__","User",0,1,1
"79","tan","MSbyO_FC1.25__","User",1,0.9963530699764,1
"80","tan","PDbyO_FC1.25__","User",3,0.862906744637691,1
"81","turquoise","ADbyO_FC1.25__","User",11,1,1
"82","turquoise","HDbyO_FC1.25__","User",3,1,1
"83","turquoise","MSbyO_FC1.25__","User",16,1,1
"84","turquoise","PDbyO_FC1.25__","User",96,0.452791666229985,1
