"","InputCategories","X","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues","Freq"
"1","HuAgeMSNDsplit_00",1,"ADbyO_FC1.25__","User",0,1,1,2
"2","HuAgeMSNDsplit_00",2,"HDbyO_FC1.25__","User",0,1,1,2
"3","HuAgeMSNDsplit_00",3,"MSbyO_FC1.25__","User",0,1,1,2
"4","HuAgeMSNDsplit_00",4,"PDbyO_FC1.25__","User",0,1,1,2
"5","HuAgeMSNDsplit_01",5,"ADbyO_FC1.25__","User",11,1,1,2141
"6","HuAgeMSNDsplit_01",6,"HDbyO_FC1.25__","User",3,1,1,2141
"7","HuAgeMSNDsplit_01",7,"MSbyO_FC1.25__","User",16,1,1,2141
"8","HuAgeMSNDsplit_01",8,"PDbyO_FC1.25__","User",96,0.452791666229985,1,2141
"9","HuAgeMSNDsplit_02",9,"ADbyO_FC1.25__","User",54,0.019831548840945,1,1486
"10","HuAgeMSNDsplit_02",10,"HDbyO_FC1.25__","User",49,0.00051093350059593,0.0470058820548255,1486
"11","HuAgeMSNDsplit_02",11,"MSbyO_FC1.25__","User",99,0.000967400514787703,0.0890008473604686,1486
"12","HuAgeMSNDsplit_02",12,"PDbyO_FC1.25__","User",7,1,1,1486
"13","HuAgeMSNDsplit_03",13,"ADbyO_FC1.25__","User",4,0.999999832594266,1,783
"14","HuAgeMSNDsplit_03",14,"HDbyO_FC1.25__","User",8,0.995569908014791,1,783
"15","HuAgeMSNDsplit_03",15,"MSbyO_FC1.25__","User",7,0.999999999996286,1,783
"16","HuAgeMSNDsplit_03",16,"PDbyO_FC1.25__","User",98,1.63377559330679e-23,1.50307354584224e-21,783
"17","HuAgeMSNDsplit_04",17,"ADbyO_FC1.25__","User",49,6.43046070727018e-23,5.91602385068856e-21,335
"18","HuAgeMSNDsplit_04",18,"HDbyO_FC1.25__","User",30,9.25833720753868e-12,8.51767023093558e-10,335
"19","HuAgeMSNDsplit_04",19,"MSbyO_FC1.25__","User",113,9.3836346590938e-68,8.63294388636629e-66,335
"20","HuAgeMSNDsplit_04",20,"PDbyO_FC1.25__","User",8,0.983817077415762,1,335
"21","HuAgeMSNDsplit_05",21,"ADbyO_FC1.25__","User",3,0.991108327193909,1,297
"22","HuAgeMSNDsplit_05",22,"HDbyO_FC1.25__","User",2,0.988543767539324,1,297
"23","HuAgeMSNDsplit_05",23,"MSbyO_FC1.25__","User",3,0.999976000618715,1,297
"24","HuAgeMSNDsplit_05",24,"PDbyO_FC1.25__","User",0,1,1,297
"25","HuAgeMSNDsplit_06",25,"ADbyO_FC1.25__","User",0,1,1,245
"26","HuAgeMSNDsplit_06",26,"HDbyO_FC1.25__","User",0,1,1,245
"27","HuAgeMSNDsplit_06",27,"MSbyO_FC1.25__","User",0,1,1,245
"28","HuAgeMSNDsplit_06",28,"PDbyO_FC1.25__","User",0,1,1,245
"29","HuAgeMSNDsplit_07",29,"ADbyO_FC1.25__","User",0,1,1,194
"30","HuAgeMSNDsplit_07",30,"HDbyO_FC1.25__","User",0,1,1,194
"31","HuAgeMSNDsplit_07",31,"MSbyO_FC1.25__","User",2,0.999547565293515,1,194
"32","HuAgeMSNDsplit_07",32,"PDbyO_FC1.25__","User",15,0.024434716010101,1,194
"33","HuAgeMSNDsplit_08",33,"ADbyO_FC1.25__","User",40,3.62200327573624e-25,3.33224301367734e-23,186
"34","HuAgeMSNDsplit_08",34,"HDbyO_FC1.25__","User",8,0.0439539595581149,1,186
"35","HuAgeMSNDsplit_08",35,"MSbyO_FC1.25__","User",11,0.332702779605407,1,186
"36","HuAgeMSNDsplit_08",36,"PDbyO_FC1.25__","User",7,0.722027173018116,1,186
"37","HuAgeMSNDsplit_09",37,"ADbyO_FC1.25__","User",0,1,1,172
"38","HuAgeMSNDsplit_09",38,"HDbyO_FC1.25__","User",31,6.38918921972783e-21,5.87805408214961e-19,172
"39","HuAgeMSNDsplit_09",39,"MSbyO_FC1.25__","User",0,1,1,172
"40","HuAgeMSNDsplit_09",40,"PDbyO_FC1.25__","User",2,0.996514378560088,1,172
"41","HuAgeMSNDsplit_10",41,"ADbyO_FC1.25__","User",10,0.00548892836518473,0.504981409596995,139
"42","HuAgeMSNDsplit_10",42,"HDbyO_FC1.25__","User",1,0.950869424174304,1,139
"43","HuAgeMSNDsplit_10",43,"MSbyO_FC1.25__","User",35,5.20218795358951e-16,4.78601291730235e-14,139
"44","HuAgeMSNDsplit_10",44,"PDbyO_FC1.25__","User",4,0.86953251436446,1,139
"45","HuAgeMSNDsplit_11",45,"ADbyO_FC1.25__","User",0,1,1,134
"46","HuAgeMSNDsplit_11",46,"HDbyO_FC1.25__","User",6,0.065113666726195,1,134
"47","HuAgeMSNDsplit_11",47,"MSbyO_FC1.25__","User",0,1,1,134
"48","HuAgeMSNDsplit_11",48,"PDbyO_FC1.25__","User",0,1,1,134
"49","HuAgeMSNDsplit_12",49,"ADbyO_FC1.25__","User",0,1,1,108
"50","HuAgeMSNDsplit_12",50,"HDbyO_FC1.25__","User",0,1,1,108
"51","HuAgeMSNDsplit_12",51,"MSbyO_FC1.25__","User",1,0.9963530699764,1,108
"52","HuAgeMSNDsplit_12",52,"PDbyO_FC1.25__","User",3,0.862906744637691,1,108
"53","HuAgeMSNDsplit_13",53,"ADbyO_FC1.25__","User",1,0.953329217508794,1,107
"54","HuAgeMSNDsplit_13",54,"HDbyO_FC1.25__","User",1,0.901142605000539,1,107
"55","HuAgeMSNDsplit_13",55,"MSbyO_FC1.25__","User",5,0.630565680784723,1,107
"56","HuAgeMSNDsplit_13",56,"PDbyO_FC1.25__","User",0,1,1,107
"57","HuAgeMSNDsplit_14",57,"ADbyO_FC1.25__","User",5,0.144165398404268,1,99
"58","HuAgeMSNDsplit_14",58,"HDbyO_FC1.25__","User",1,0.882321170652075,1,99
"59","HuAgeMSNDsplit_14",59,"MSbyO_FC1.25__","User",9,0.0601601558140974,1,99
"60","HuAgeMSNDsplit_14",60,"PDbyO_FC1.25__","User",0,1,1,99
"61","HuAgeMSNDsplit_15",61,"ADbyO_FC1.25__","User",0,1,1,99
"62","HuAgeMSNDsplit_15",62,"HDbyO_FC1.25__","User",0,1,1,99
"63","HuAgeMSNDsplit_15",63,"MSbyO_FC1.25__","User",0,1,1,99
"64","HuAgeMSNDsplit_15",64,"PDbyO_FC1.25__","User",0,1,1,99
"65","HuAgeMSNDsplit_16",65,"ADbyO_FC1.25__","User",5,0.0731117394885477,1,80
"66","HuAgeMSNDsplit_16",66,"HDbyO_FC1.25__","User",5,0.0271365215496651,1,80
"67","HuAgeMSNDsplit_16",67,"MSbyO_FC1.25__","User",15,8.16223607364323e-06,0.000750925718775177,80
"68","HuAgeMSNDsplit_16",68,"PDbyO_FC1.25__","User",0,1,1,80
