"","turquoise....HuAgeMSNDsplitRnaseq_10__"
"1","ABCC6"
"2","APOA1"
"3","APOF"
"4","BID"
"5","CABYR"
"6","CACNA1D"
"7","CCT6B"
"8","CXCR3"
"9","EIF2S2"
"10","FGF6"
"11","FOXH1"
"12","FZD6"
"13","GNB1L"
"14","GPR45"
"15","GTF2F2"
"16","HMGB1"
"17","IMPG2"
"18","KLRC1"
"19","KLRD1"
"20","MID2"
"21","MKI67"
"22","NMT2"
"23","PDE6D"
"24","PEX16"
"25","PPA2"
"26","PROP1"
"27","RBM3"
"28","RPP38"
"29","SCUBE2"
"30","SLC10A1"
"31","SLC22A1"
"32","SMN1"
"33","TBX1"
"34","TOP2A"
"35","WNT8B"
