"","Module","Gene"
"OSCAR","HuAgeMSNDsplitRnaseq_02","OSCAR"
"UBXN10-AS1","HuAgeMSNDsplitRnaseq_07","UBXN10-AS1"
"RN7SL643P","HuAgeMSNDsplitRnaseq_02","RN7SL643P"
"KMT2E-AS1","HuAgeMSNDsplitRnaseq_12","KMT2E-AS1"
"DHFR","HuAgeMSNDsplitRnaseq_04","DHFR"
"SYTL4","HuAgeMSNDsplitRnaseq_05","SYTL4"
"EXOSC3P2","HuAgeMSNDsplitRnaseq_15","EXOSC3P2"
"AL139393.2","HuAgeMSNDsplitRnaseq_17","AL139393.2"
"TSPAN15","HuAgeMSNDsplitRnaseq_08","TSPAN15"
"FAM198B","HuAgeMSNDsplitRnaseq_07","FAM198B"
"AP001453.4","HuAgeMSNDsplitRnaseq_04","AP001453.4"
"IGHV3-53","HuAgeMSNDsplitRnaseq_05","IGHV3-53"
"ENO1-AS1","HuAgeMSNDsplitRnaseq_10","ENO1-AS1"
"NTRK2","HuAgeMSNDsplitRnaseq_07","NTRK2"
"MMP17","HuAgeMSNDsplitRnaseq_04","MMP17"
"ASPDH","HuAgeMSNDsplitRnaseq_16","ASPDH"
"AC008269.1","HuAgeMSNDsplitRnaseq_10","AC008269.1"
"ID2-AS1","HuAgeMSNDsplitRnaseq_07","ID2-AS1"
"RGS5","HuAgeMSNDsplitRnaseq_18","RGS5"
"SCRG1","HuAgeMSNDsplitRnaseq_07","SCRG1"
"LAT2","HuAgeMSNDsplitRnaseq_06","LAT2"
"LINC01299","HuAgeMSNDsplitRnaseq_08","LINC01299"
"NAT8","HuAgeMSNDsplitRnaseq_08","NAT8"
"RRAS","HuAgeMSNDsplitRnaseq_24","RRAS"
"TRIM21","HuAgeMSNDsplitRnaseq_26","TRIM21"
"ARHGAP9","HuAgeMSNDsplitRnaseq_06","ARHGAP9"
"AL731532.1","HuAgeMSNDsplitRnaseq_08","AL731532.1"
"ARHGAP5-AS1","HuAgeMSNDsplitRnaseq_07","ARHGAP5-AS1"
"AC136475.3","HuAgeMSNDsplitRnaseq_05","AC136475.3"
"LINC01372","HuAgeMSNDsplitRnaseq_04","LINC01372"
"TRBV6-7","HuAgeMSNDsplitRnaseq_23","TRBV6-7"
"AC145098.2","HuAgeMSNDsplitRnaseq_12","AC145098.2"
"HNRNPLP2","HuAgeMSNDsplitRnaseq_04","HNRNPLP2"
"CDRT15L2","HuAgeMSNDsplitRnaseq_13","CDRT15L2"
"MT-ND1","HuAgeMSNDsplitRnaseq_23","MT-ND1"
"SLC22A31","HuAgeMSNDsplitRnaseq_03","SLC22A31"
"LEAP2","HuAgeMSNDsplitRnaseq_04","LEAP2"
"RNU6-973P","HuAgeMSNDsplitRnaseq_13","RNU6-973P"
"VWA5A","HuAgeMSNDsplitRnaseq_05","VWA5A"
"AL162511.1","HuAgeMSNDsplitRnaseq_08","AL162511.1"
"AL513320.1","HuAgeMSNDsplitRnaseq_04","AL513320.1"
"SLC6A11","HuAgeMSNDsplitRnaseq_07","SLC6A11"
"DUSP23","HuAgeMSNDsplitRnaseq_09","DUSP23"
"JPH4","HuAgeMSNDsplitRnaseq_14","JPH4"
"FRMPD2B","HuAgeMSNDsplitRnaseq_02","FRMPD2B"
"RNA5SP532","HuAgeMSNDsplitRnaseq_22","RNA5SP532"
"IGHA2","HuAgeMSNDsplitRnaseq_05","IGHA2"
"AC008608.1","HuAgeMSNDsplitRnaseq_01","AC008608.1"
"AC009414.2","HuAgeMSNDsplitRnaseq_27","AC009414.2"
"RN7SL193P","HuAgeMSNDsplitRnaseq_02","RN7SL193P"
"FAM74A3","HuAgeMSNDsplitRnaseq_04","FAM74A3"
"AC131281.1","HuAgeMSNDsplitRnaseq_14","AC131281.1"
"AC138393.2","HuAgeMSNDsplitRnaseq_15","AC138393.2"
"LINC00926","HuAgeMSNDsplitRnaseq_06","LINC00926"
"RNU6-111P","HuAgeMSNDsplitRnaseq_02","RNU6-111P"
"SULT1C4","HuAgeMSNDsplitRnaseq_07","SULT1C4"
"TSPAN6","HuAgeMSNDsplitRnaseq_07","TSPAN6"
"CCDC154","HuAgeMSNDsplitRnaseq_04","CCDC154"
"NTS","HuAgeMSNDsplitRnaseq_04","NTS"
"MKNK2","HuAgeMSNDsplitRnaseq_15","MKNK2"
"CHRNA4","HuAgeMSNDsplitRnaseq_22","CHRNA4"
"SAPCD2","HuAgeMSNDsplitRnaseq_07","SAPCD2"
"RNU4-90P","HuAgeMSNDsplitRnaseq_09","RNU4-90P"
"AGER","HuAgeMSNDsplitRnaseq_15","AGER"
"KRT18P6","HuAgeMSNDsplitRnaseq_02","KRT18P6"
"KCNV1","HuAgeMSNDsplitRnaseq_02","KCNV1"
"AC109347.1","HuAgeMSNDsplitRnaseq_04","AC109347.1"
"AC000067.1","HuAgeMSNDsplitRnaseq_18","AC000067.1"
"CORO1A","HuAgeMSNDsplitRnaseq_06","CORO1A"
"RCOR2","HuAgeMSNDsplitRnaseq_04","RCOR2"
"SLC26A10","HuAgeMSNDsplitRnaseq_08","SLC26A10"
"AC097359.2","HuAgeMSNDsplitRnaseq_10","AC097359.2"
"CROCCP2","HuAgeMSNDsplitRnaseq_08","CROCCP2"
"DNM1P41","HuAgeMSNDsplitRnaseq_14","DNM1P41"
"AL390195.2","HuAgeMSNDsplitRnaseq_01","AL390195.2"
"CTXN3","HuAgeMSNDsplitRnaseq_02","CTXN3"
"AC009533.2","HuAgeMSNDsplitRnaseq_10","AC009533.2"
"RPL23AP20","HuAgeMSNDsplitRnaseq_10","RPL23AP20"
"PON2","HuAgeMSNDsplitRnaseq_07","PON2"
"AC083843.3","HuAgeMSNDsplitRnaseq_08","AC083843.3"
"ABCA6","HuAgeMSNDsplitRnaseq_04","ABCA6"
"RNU2-71P","HuAgeMSNDsplitRnaseq_01","RNU2-71P"
"LIPT2","HuAgeMSNDsplitRnaseq_09","LIPT2"
"AC239859.2","HuAgeMSNDsplitRnaseq_10","AC239859.2"
"ASH1L-AS1","HuAgeMSNDsplitRnaseq_01","ASH1L-AS1"
"OR7E155P","HuAgeMSNDsplitRnaseq_14","OR7E155P"
"TRBV7-9","HuAgeMSNDsplitRnaseq_05","TRBV7-9"
"ERICH4","HuAgeMSNDsplitRnaseq_24","ERICH4"
"AL352984.2","HuAgeMSNDsplitRnaseq_17","AL352984.2"
"EMP3","HuAgeMSNDsplitRnaseq_12","EMP3"
"B3GAT1","HuAgeMSNDsplitRnaseq_22","B3GAT1"
"TMEM92-AS1","HuAgeMSNDsplitRnaseq_05","TMEM92-AS1"
"SLC5A5","HuAgeMSNDsplitRnaseq_12","SLC5A5"
"LIMS2","HuAgeMSNDsplitRnaseq_18","LIMS2"
"AL358613.1","HuAgeMSNDsplitRnaseq_17","AL358613.1"
"VWA5B2","HuAgeMSNDsplitRnaseq_03","VWA5B2"
"FTH1P12","HuAgeMSNDsplitRnaseq_23","FTH1P12"
"AL117335.1","HuAgeMSNDsplitRnaseq_07","AL117335.1"
"PRPH2","HuAgeMSNDsplitRnaseq_08","PRPH2"
"SERTAD4","HuAgeMSNDsplitRnaseq_02","SERTAD4"
"HIST3H3","HuAgeMSNDsplitRnaseq_01","HIST3H3"
"NOTUM","HuAgeMSNDsplitRnaseq_04","NOTUM"
"RNU6-1310P","HuAgeMSNDsplitRnaseq_10","RNU6-1310P"
"AC003005.2","HuAgeMSNDsplitRnaseq_03","AC003005.2"
"RNU4ATAC13P","HuAgeMSNDsplitRnaseq_26","RNU4ATAC13P"
"AC139103.1","HuAgeMSNDsplitRnaseq_14","AC139103.1"
"SMIM1","HuAgeMSNDsplitRnaseq_01","SMIM1"
"HIST1H2BE","HuAgeMSNDsplitRnaseq_05","HIST1H2BE"
"FAUP1","HuAgeMSNDsplitRnaseq_03","FAUP1"
"CCNI","HuAgeMSNDsplitRnaseq_01","CCNI"
"SLC10A5","HuAgeMSNDsplitRnaseq_08","SLC10A5"
"OR6L1P","HuAgeMSNDsplitRnaseq_11","OR6L1P"
"AGAP7P","HuAgeMSNDsplitRnaseq_01","AGAP7P"
"AC093227.1","HuAgeMSNDsplitRnaseq_11","AC093227.1"
"RN7SKP246","HuAgeMSNDsplitRnaseq_17","RN7SKP246"
"AC016737.2","HuAgeMSNDsplitRnaseq_04","AC016737.2"
"C1QTNF8","HuAgeMSNDsplitRnaseq_05","C1QTNF8"
"AL121772.1","HuAgeMSNDsplitRnaseq_04","AL121772.1"
"AC092692.1","HuAgeMSNDsplitRnaseq_26","AC092692.1"
"SPATA2L","HuAgeMSNDsplitRnaseq_18","SPATA2L"
"RTCA-AS1","HuAgeMSNDsplitRnaseq_07","RTCA-AS1"
"IL11","HuAgeMSNDsplitRnaseq_05","IL11"
"GPR27","HuAgeMSNDsplitRnaseq_04","GPR27"
"TRAM1L1","HuAgeMSNDsplitRnaseq_08","TRAM1L1"
"OR13C2","HuAgeMSNDsplitRnaseq_16","OR13C2"
"LINC02348","HuAgeMSNDsplitRnaseq_10","LINC02348"
"OR2L5","HuAgeMSNDsplitRnaseq_03","OR2L5"
"TLX2","HuAgeMSNDsplitRnaseq_02","TLX2"
"LINC00533","HuAgeMSNDsplitRnaseq_01","LINC00533"
"UBC","HuAgeMSNDsplitRnaseq_15","UBC"
"AL772337.3","HuAgeMSNDsplitRnaseq_25","AL772337.3"
"NALT1","HuAgeMSNDsplitRnaseq_14","NALT1"
"C14orf132","HuAgeMSNDsplitRnaseq_07","C14orf132"
"RN7SKP249","HuAgeMSNDsplitRnaseq_21","RN7SKP249"
"RASAL2-AS1","HuAgeMSNDsplitRnaseq_02","RASAL2-AS1"
"NUDT17","HuAgeMSNDsplitRnaseq_15","NUDT17"
"C1QL4","HuAgeMSNDsplitRnaseq_27","C1QL4"
"AC022424.1","HuAgeMSNDsplitRnaseq_22","AC022424.1"
"AL590096.1","HuAgeMSNDsplitRnaseq_06","AL590096.1"
"HSD3B7","HuAgeMSNDsplitRnaseq_24","HSD3B7"
"SPRY2","HuAgeMSNDsplitRnaseq_03","SPRY2"
"SSSCA1-AS1","HuAgeMSNDsplitRnaseq_04","SSSCA1-AS1"
"FADS2","HuAgeMSNDsplitRnaseq_07","FADS2"
"HYI-AS1","HuAgeMSNDsplitRnaseq_09","HYI-AS1"
"SMIM22","HuAgeMSNDsplitRnaseq_10","SMIM22"
"AC004130.1","HuAgeMSNDsplitRnaseq_07","AC004130.1"
"SAMD14","HuAgeMSNDsplitRnaseq_14","SAMD14"
"PTPRZ1","HuAgeMSNDsplitRnaseq_07","PTPRZ1"
"AP001107.5","HuAgeMSNDsplitRnaseq_01","AP001107.5"
"OR6V1","HuAgeMSNDsplitRnaseq_22","OR6V1"
"EN2","HuAgeMSNDsplitRnaseq_01","EN2"
"AC017104.5","HuAgeMSNDsplitRnaseq_08","AC017104.5"
"AL158032.1","HuAgeMSNDsplitRnaseq_17","AL158032.1"
"AP000356.3","HuAgeMSNDsplitRnaseq_05","AP000356.3"
"AC005840.2","HuAgeMSNDsplitRnaseq_03","AC005840.2"
"HMGN2P13","HuAgeMSNDsplitRnaseq_04","HMGN2P13"
"IGFBP1","HuAgeMSNDsplitRnaseq_12","IGFBP1"
"AL583722.3","HuAgeMSNDsplitRnaseq_02","AL583722.3"
"FAM160A1-DT","HuAgeMSNDsplitRnaseq_04","FAM160A1-DT"
"DOK3","HuAgeMSNDsplitRnaseq_06","DOK3"
"KIT","HuAgeMSNDsplitRnaseq_13","KIT"
"PRRG3","HuAgeMSNDsplitRnaseq_04","PRRG3"
"AC068987.1","HuAgeMSNDsplitRnaseq_02","AC068987.1"
"L29074.1","HuAgeMSNDsplitRnaseq_23","L29074.1"
"DPYSL5","HuAgeMSNDsplitRnaseq_22","DPYSL5"
"AC124798.1","HuAgeMSNDsplitRnaseq_08","AC124798.1"
"COL5A2","HuAgeMSNDsplitRnaseq_13","COL5A2"
"RPP25","HuAgeMSNDsplitRnaseq_01","RPP25"
"HMGCS1","HuAgeMSNDsplitRnaseq_01","HMGCS1"
"AL441964.1","HuAgeMSNDsplitRnaseq_19","AL441964.1"
"AC010655.1","HuAgeMSNDsplitRnaseq_06","AC010655.1"
"AC091932.2","HuAgeMSNDsplitRnaseq_13","AC091932.2"
"MYL12AP1","HuAgeMSNDsplitRnaseq_09","MYL12AP1"
"CYCSP45","HuAgeMSNDsplitRnaseq_01","CYCSP45"
"AC093734.1","HuAgeMSNDsplitRnaseq_26","AC093734.1"
"RPL5P34","HuAgeMSNDsplitRnaseq_10","RPL5P34"
"PRR36","HuAgeMSNDsplitRnaseq_14","PRR36"
"BATF3","HuAgeMSNDsplitRnaseq_06","BATF3"
"AC087071.1","HuAgeMSNDsplitRnaseq_08","AC087071.1"
"SULT1A1","HuAgeMSNDsplitRnaseq_07","SULT1A1"
"PPIAL4E","HuAgeMSNDsplitRnaseq_08","PPIAL4E"
"SLAIN1","HuAgeMSNDsplitRnaseq_08","SLAIN1"
"C10orf82","HuAgeMSNDsplitRnaseq_08","C10orf82"
"LMO2","HuAgeMSNDsplitRnaseq_18","LMO2"
"AC000068.1","HuAgeMSNDsplitRnaseq_25","AC000068.1"
"AC103808.3","HuAgeMSNDsplitRnaseq_02","AC103808.3"
"AL158071.2","HuAgeMSNDsplitRnaseq_06","AL158071.2"
"TCN2","HuAgeMSNDsplitRnaseq_18","TCN2"
"AC012183.1","HuAgeMSNDsplitRnaseq_10","AC012183.1"
"AC006329.1","HuAgeMSNDsplitRnaseq_02","AC006329.1"
"TUBA1A","HuAgeMSNDsplitRnaseq_03","TUBA1A"
"CTBP2P7","HuAgeMSNDsplitRnaseq_05","CTBP2P7"
"CD164L2","HuAgeMSNDsplitRnaseq_04","CD164L2"
"FLNC","HuAgeMSNDsplitRnaseq_05","FLNC"
"AL162391.1","HuAgeMSNDsplitRnaseq_22","AL162391.1"
"AL353133.2","HuAgeMSNDsplitRnaseq_23","AL353133.2"
"TLCD2","HuAgeMSNDsplitRnaseq_06","TLCD2"
"AC009486.1","HuAgeMSNDsplitRnaseq_17","AC009486.1"
"AC133637.1","HuAgeMSNDsplitRnaseq_02","AC133637.1"
"AL512604.3","HuAgeMSNDsplitRnaseq_10","AL512604.3"
"MIR6068","HuAgeMSNDsplitRnaseq_10","MIR6068"
"AC010655.4","HuAgeMSNDsplitRnaseq_03","AC010655.4"
"AC103855.2","HuAgeMSNDsplitRnaseq_02","AC103855.2"
"AL353611.1","HuAgeMSNDsplitRnaseq_02","AL353611.1"
"S100A13","HuAgeMSNDsplitRnaseq_07","S100A13"
"ADCY4","HuAgeMSNDsplitRnaseq_18","ADCY4"
"PTMS","HuAgeMSNDsplitRnaseq_03","PTMS"
"AC015813.5","HuAgeMSNDsplitRnaseq_03","AC015813.5"
"SLCO2B1","HuAgeMSNDsplitRnaseq_06","SLCO2B1"
"RN7SL383P","HuAgeMSNDsplitRnaseq_21","RN7SL383P"
"SRP14-AS1","HuAgeMSNDsplitRnaseq_03","SRP14-AS1"
"RNA5SP75","HuAgeMSNDsplitRnaseq_01","RNA5SP75"
"AL359504.2","HuAgeMSNDsplitRnaseq_05","AL359504.2"
"ABI3","HuAgeMSNDsplitRnaseq_06","ABI3"
"BEST1","HuAgeMSNDsplitRnaseq_05","BEST1"
"CCL21","HuAgeMSNDsplitRnaseq_24","CCL21"
"RNU6-416P","HuAgeMSNDsplitRnaseq_15","RNU6-416P"
"CPNE5","HuAgeMSNDsplitRnaseq_04","CPNE5"
"AL590399.1","HuAgeMSNDsplitRnaseq_01","AL590399.1"
"AC104058.1","HuAgeMSNDsplitRnaseq_05","AC104058.1"
"IL33","HuAgeMSNDsplitRnaseq_07","IL33"
"RPL12","HuAgeMSNDsplitRnaseq_03","RPL12"
"RNU6-1088P","HuAgeMSNDsplitRnaseq_05","RNU6-1088P"
"CDK2AP1","HuAgeMSNDsplitRnaseq_03","CDK2AP1"
"MEG3","HuAgeMSNDsplitRnaseq_14","MEG3"
"FBLL1","HuAgeMSNDsplitRnaseq_14","FBLL1"
"CD55","HuAgeMSNDsplitRnaseq_12","CD55"
"MYH7","HuAgeMSNDsplitRnaseq_02","MYH7"
"ADAMTS14","HuAgeMSNDsplitRnaseq_15","ADAMTS14"
"AF274858.1","HuAgeMSNDsplitRnaseq_10","AF274858.1"
"DIRAS1","HuAgeMSNDsplitRnaseq_01","DIRAS1"
"KLHL30-AS1","HuAgeMSNDsplitRnaseq_24","KLHL30-AS1"
"MTCO2P23","HuAgeMSNDsplitRnaseq_13","MTCO2P23"
"AC091138.1","HuAgeMSNDsplitRnaseq_02","AC091138.1"
"AC074134.1","HuAgeMSNDsplitRnaseq_13","AC074134.1"
"AC087463.3","HuAgeMSNDsplitRnaseq_01","AC087463.3"
"AC006252.1","HuAgeMSNDsplitRnaseq_03","AC006252.1"
"MYBPC1","HuAgeMSNDsplitRnaseq_07","MYBPC1"
"AL355377.1","HuAgeMSNDsplitRnaseq_19","AL355377.1"
"AC010776.3","HuAgeMSNDsplitRnaseq_16","AC010776.3"
"AP004608.1","HuAgeMSNDsplitRnaseq_11","AP004608.1"
"HLA-V","HuAgeMSNDsplitRnaseq_08","HLA-V"
"MIAT","HuAgeMSNDsplitRnaseq_02","MIAT"
"HIST3H2A","HuAgeMSNDsplitRnaseq_03","HIST3H2A"
"KCNF1","HuAgeMSNDsplitRnaseq_14","KCNF1"
"RPL23P8","HuAgeMSNDsplitRnaseq_21","RPL23P8"
"SKA2P1","HuAgeMSNDsplitRnaseq_01","SKA2P1"
"AL132640.2","HuAgeMSNDsplitRnaseq_08","AL132640.2"
"AC233263.1","HuAgeMSNDsplitRnaseq_01","AC233263.1"
"HK2","HuAgeMSNDsplitRnaseq_12","HK2"
"AC022417.1","HuAgeMSNDsplitRnaseq_17","AC022417.1"
"CLEC10A","HuAgeMSNDsplitRnaseq_12","CLEC10A"
"SH3TC1","HuAgeMSNDsplitRnaseq_06","SH3TC1"
"SNX18P14","HuAgeMSNDsplitRnaseq_17","SNX18P14"
"HIST1H4H","HuAgeMSNDsplitRnaseq_01","HIST1H4H"
"Z97353.1","HuAgeMSNDsplitRnaseq_13","Z97353.1"
"AC106788.2","HuAgeMSNDsplitRnaseq_19","AC106788.2"
"AC239600.1","HuAgeMSNDsplitRnaseq_23","AC239600.1"
"UPK1B","HuAgeMSNDsplitRnaseq_12","UPK1B"
"RCN1","HuAgeMSNDsplitRnaseq_09","RCN1"
"AL162574.2","HuAgeMSNDsplitRnaseq_08","AL162574.2"
"TOB2P1","HuAgeMSNDsplitRnaseq_01","TOB2P1"
"AL049651.2","HuAgeMSNDsplitRnaseq_02","AL049651.2"
"AC092053.1","HuAgeMSNDsplitRnaseq_26","AC092053.1"
"FEZF1","HuAgeMSNDsplitRnaseq_27","FEZF1"
"PIM3","HuAgeMSNDsplitRnaseq_05","PIM3"
"AC148476.1","HuAgeMSNDsplitRnaseq_12","AC148476.1"
"JAKMIP3","HuAgeMSNDsplitRnaseq_06","JAKMIP3"
"AC104083.1","HuAgeMSNDsplitRnaseq_12","AC104083.1"
"RPS27","HuAgeMSNDsplitRnaseq_03","RPS27"
"RN7SL301P","HuAgeMSNDsplitRnaseq_26","RN7SL301P"
"PFKFB2","HuAgeMSNDsplitRnaseq_07","PFKFB2"
"ALKAL2","HuAgeMSNDsplitRnaseq_10","ALKAL2"
"AC073046.1","HuAgeMSNDsplitRnaseq_13","AC073046.1"
"AL627309.2","HuAgeMSNDsplitRnaseq_11","AL627309.2"
"FOXN3P1","HuAgeMSNDsplitRnaseq_03","FOXN3P1"
"AL139424.2","HuAgeMSNDsplitRnaseq_01","AL139424.2"
"APIP","HuAgeMSNDsplitRnaseq_05","APIP"
"AL163051.1","HuAgeMSNDsplitRnaseq_08","AL163051.1"
"PECAM1","HuAgeMSNDsplitRnaseq_18","PECAM1"
"C5AR2","HuAgeMSNDsplitRnaseq_12","C5AR2"
"CYP4A44P","HuAgeMSNDsplitRnaseq_19","CYP4A44P"
"CPLX1","HuAgeMSNDsplitRnaseq_08","CPLX1"
"AC107375.1","HuAgeMSNDsplitRnaseq_08","AC107375.1"
"AL606923.1","HuAgeMSNDsplitRnaseq_16","AL606923.1"
"RAC1P3","HuAgeMSNDsplitRnaseq_10","RAC1P3"
"RPS24P1","HuAgeMSNDsplitRnaseq_13","RPS24P1"
"SEMA4A","HuAgeMSNDsplitRnaseq_04","SEMA4A"
"AC016820.1","HuAgeMSNDsplitRnaseq_14","AC016820.1"
"ARRDC2","HuAgeMSNDsplitRnaseq_08","ARRDC2"
"AC145285.3","HuAgeMSNDsplitRnaseq_11","AC145285.3"
"SAA1","HuAgeMSNDsplitRnaseq_05","SAA1"
"AP003973.2","HuAgeMSNDsplitRnaseq_01","AP003973.2"
"PTGES2-AS1","HuAgeMSNDsplitRnaseq_07","PTGES2-AS1"
"AC073911.2","HuAgeMSNDsplitRnaseq_01","AC073911.2"
"ZNF680P1","HuAgeMSNDsplitRnaseq_03","ZNF680P1"
"HBEGF","HuAgeMSNDsplitRnaseq_15","HBEGF"
"COPG2","HuAgeMSNDsplitRnaseq_27","COPG2"
"AC005972.3","HuAgeMSNDsplitRnaseq_02","AC005972.3"
"CYP2D7","HuAgeMSNDsplitRnaseq_06","CYP2D7"
"AC021979.2","HuAgeMSNDsplitRnaseq_02","AC021979.2"
"CCDC74B","HuAgeMSNDsplitRnaseq_04","CCDC74B"
"OR2C1","HuAgeMSNDsplitRnaseq_22","OR2C1"
"AP001357.2","HuAgeMSNDsplitRnaseq_11","AP001357.2"
"CTSZ","HuAgeMSNDsplitRnaseq_03","CTSZ"
"ALS2CL","HuAgeMSNDsplitRnaseq_02","ALS2CL"
"AP001331.1","HuAgeMSNDsplitRnaseq_01","AP001331.1"
"AL157777.1","HuAgeMSNDsplitRnaseq_03","AL157777.1"
"RGMA","HuAgeMSNDsplitRnaseq_07","RGMA"
"AC018716.2","HuAgeMSNDsplitRnaseq_02","AC018716.2"
"AL451046.2","HuAgeMSNDsplitRnaseq_21","AL451046.2"
"ETS2","HuAgeMSNDsplitRnaseq_18","ETS2"
"MT-ATP8","HuAgeMSNDsplitRnaseq_23","MT-ATP8"
"AL451046.1","HuAgeMSNDsplitRnaseq_11","AL451046.1"
"TLR7","HuAgeMSNDsplitRnaseq_06","TLR7"
"GMPR","HuAgeMSNDsplitRnaseq_04","GMPR"
"NUDT11","HuAgeMSNDsplitRnaseq_14","NUDT11"
"LINC00609","HuAgeMSNDsplitRnaseq_09","LINC00609"
"GABRA5","HuAgeMSNDsplitRnaseq_04","GABRA5"
"LINC01763","HuAgeMSNDsplitRnaseq_22","LINC01763"
"RNU6-1023P","HuAgeMSNDsplitRnaseq_04","RNU6-1023P"
"RAMP2-AS1","HuAgeMSNDsplitRnaseq_12","RAMP2-AS1"
"AC011840.3","HuAgeMSNDsplitRnaseq_12","AC011840.3"
"GBX2","HuAgeMSNDsplitRnaseq_04","GBX2"
"TRERNA1","HuAgeMSNDsplitRnaseq_15","TRERNA1"
"CHCHD4P2","HuAgeMSNDsplitRnaseq_11","CHCHD4P2"
"MIR5580","HuAgeMSNDsplitRnaseq_15","MIR5580"
"AC004817.2","HuAgeMSNDsplitRnaseq_10","AC004817.2"
"AL021154.1","HuAgeMSNDsplitRnaseq_04","AL021154.1"
"AC096720.2","HuAgeMSNDsplitRnaseq_01","AC096720.2"
"TRAJ9","HuAgeMSNDsplitRnaseq_01","TRAJ9"
"MMD2","HuAgeMSNDsplitRnaseq_07","MMD2"
"RGS19","HuAgeMSNDsplitRnaseq_06","RGS19"
"AL136139.1","HuAgeMSNDsplitRnaseq_03","AL136139.1"
"AL160286.1","HuAgeMSNDsplitRnaseq_14","AL160286.1"
"RPS5P3","HuAgeMSNDsplitRnaseq_10","RPS5P3"
"AL158207.1","HuAgeMSNDsplitRnaseq_09","AL158207.1"
"LCAT","HuAgeMSNDsplitRnaseq_07","LCAT"
"RPS20P10","HuAgeMSNDsplitRnaseq_02","RPS20P10"
"TERC","HuAgeMSNDsplitRnaseq_15","TERC"
"BEX1","HuAgeMSNDsplitRnaseq_14","BEX1"
"RNA5SP193","HuAgeMSNDsplitRnaseq_02","RNA5SP193"
"AC074051.2","HuAgeMSNDsplitRnaseq_17","AC074051.2"
"FBXO2","HuAgeMSNDsplitRnaseq_01","FBXO2"
"PHKA1P1","HuAgeMSNDsplitRnaseq_01","PHKA1P1"
"AC020765.1","HuAgeMSNDsplitRnaseq_17","AC020765.1"
"AC005951.1","HuAgeMSNDsplitRnaseq_17","AC005951.1"
"AP001330.3","HuAgeMSNDsplitRnaseq_16","AP001330.3"
"AL137802.1","HuAgeMSNDsplitRnaseq_12","AL137802.1"
"AL357094.1","HuAgeMSNDsplitRnaseq_09","AL357094.1"
"LRP4","HuAgeMSNDsplitRnaseq_07","LRP4"
"YWHAZP5","HuAgeMSNDsplitRnaseq_11","YWHAZP5"
"TAGLN3","HuAgeMSNDsplitRnaseq_14","TAGLN3"
"PDE6B","HuAgeMSNDsplitRnaseq_04","PDE6B"
"AC007683.2","HuAgeMSNDsplitRnaseq_01","AC007683.2"
"HIST4H4","HuAgeMSNDsplitRnaseq_03","HIST4H4"
"MFNG","HuAgeMSNDsplitRnaseq_06","MFNG"
"CTSW","HuAgeMSNDsplitRnaseq_26","CTSW"
"OR2T8","HuAgeMSNDsplitRnaseq_11","OR2T8"
"AC234782.4","HuAgeMSNDsplitRnaseq_03","AC234782.4"
"SLC7A5","HuAgeMSNDsplitRnaseq_18","SLC7A5"
"Z95115.1","HuAgeMSNDsplitRnaseq_04","Z95115.1"
"AL157935.1","HuAgeMSNDsplitRnaseq_10","AL157935.1"
"HCG14","HuAgeMSNDsplitRnaseq_11","HCG14"
"RPL23AP35","HuAgeMSNDsplitRnaseq_25","RPL23AP35"
"ATP1A1","HuAgeMSNDsplitRnaseq_01","ATP1A1"
"AC006273.1","HuAgeMSNDsplitRnaseq_10","AC006273.1"
"AC091953.2","HuAgeMSNDsplitRnaseq_13","AC091953.2"
"AC012307.1","HuAgeMSNDsplitRnaseq_08","AC012307.1"
"AL118558.3","HuAgeMSNDsplitRnaseq_10","AL118558.3"
"LGI3","HuAgeMSNDsplitRnaseq_22","LGI3"
"CHRNA2","HuAgeMSNDsplitRnaseq_02","CHRNA2"
"AC083843.2","HuAgeMSNDsplitRnaseq_07","AC083843.2"
"AC020915.4","HuAgeMSNDsplitRnaseq_14","AC020915.4"
"AC005261.2","HuAgeMSNDsplitRnaseq_01","AC005261.2"
"LMNTD2","HuAgeMSNDsplitRnaseq_12","LMNTD2"
"AC122108.2","HuAgeMSNDsplitRnaseq_15","AC122108.2"
"AC253536.2","HuAgeMSNDsplitRnaseq_04","AC253536.2"
"RNU6-380P","HuAgeMSNDsplitRnaseq_01","RNU6-380P"
"KLF9","HuAgeMSNDsplitRnaseq_01","KLF9"
"Z97180.1","HuAgeMSNDsplitRnaseq_07","Z97180.1"
"SNHG17","HuAgeMSNDsplitRnaseq_01","SNHG17"
"MTCO1P44","HuAgeMSNDsplitRnaseq_02","MTCO1P44"
"AC104561.3","HuAgeMSNDsplitRnaseq_01","AC104561.3"
"NPFFR1","HuAgeMSNDsplitRnaseq_07","NPFFR1"
"TNFRSF25","HuAgeMSNDsplitRnaseq_08","TNFRSF25"
"DDTL","HuAgeMSNDsplitRnaseq_05","DDTL"
"SYT5","HuAgeMSNDsplitRnaseq_04","SYT5"
"SMPD5","HuAgeMSNDsplitRnaseq_05","SMPD5"
"AC120049.1","HuAgeMSNDsplitRnaseq_16","AC120049.1"
"RPL12P14","HuAgeMSNDsplitRnaseq_13","RPL12P14"
"LCN1","HuAgeMSNDsplitRnaseq_08","LCN1"
"AL157884.1","HuAgeMSNDsplitRnaseq_05","AL157884.1"
"LSMEM2","HuAgeMSNDsplitRnaseq_08","LSMEM2"
