"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 1.598  ","Min.   : 2.006  ","Min.   : 1.160  ","Min.   : 1.764  ","Min.   : 1.723  ","Min.   : 1.271  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   :0.00000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  "
"","1st Qu.: 0.2647  ","1st Qu.: 0.2997  ","1st Qu.: 0.298  ","1st Qu.: 0.2638  ","1st Qu.: 3.868  ","1st Qu.: 3.707  ","1st Qu.: 3.741  ","1st Qu.: 3.820  ","1st Qu.: 3.510  ","1st Qu.: 3.728  ","1st Qu.: 0.6008  ","1st Qu.: 0.3999  ","1st Qu.: 0.2918  ","1st Qu.: 0.4246  ","1st Qu.: 0.5581  ","1st Qu.: 0.398  ","1st Qu.: 0.552  ","1st Qu.: 2.067  ","1st Qu.: 2.272  ","1st Qu.: 2.372  ","1st Qu.: 1.607  ","1st Qu.: 1.716  ","1st Qu.:0.0412  ","1st Qu.: 0.07534  ","1st Qu.: 0.3568  ","1st Qu.: 0.4077  ","1st Qu.:0.08508  ","1st Qu.: 0.09492  ","1st Qu.: 0.5506  ","1st Qu.: 0.3503  "
"","Median : 2.5956  ","Median : 2.7762  ","Median : 2.163  ","Median : 2.1248  ","Median : 5.078  ","Median : 4.890  ","Median : 4.933  ","Median : 5.045  ","Median : 4.656  ","Median : 4.958  ","Median : 2.0054  ","Median : 1.7182  ","Median : 1.0390  ","Median : 1.3307  ","Median : 1.8851  ","Median : 1.799  ","Median : 2.010  ","Median : 4.749  ","Median : 4.750  ","Median : 4.746  ","Median : 4.026  ","Median : 4.076  ","Median :0.6603  ","Median : 0.91575  ","Median : 2.0503  ","Median : 1.9782  ","Median :1.50475  ","Median : 1.39828  ","Median : 2.5704  ","Median : 2.4319  "
"","Mean   : 2.8709  ","Mean   : 2.9802  ","Mean   : 2.649  ","Mean   : 2.6211  ","Mean   : 5.694  ","Mean   : 5.495  ","Mean   : 5.578  ","Mean   : 5.650  ","Mean   : 5.301  ","Mean   : 5.592  ","Mean   : 2.5939  ","Mean   : 2.4020  ","Mean   : 1.6768  ","Mean   : 1.9545  ","Mean   : 2.5327  ","Mean   : 2.448  ","Mean   : 2.591  ","Mean   : 4.725  ","Mean   : 4.657  ","Mean   : 4.707  ","Mean   : 4.075  ","Mean   : 4.125  ","Mean   :1.7695  ","Mean   : 1.95662  ","Mean   : 2.6247  ","Mean   : 2.6015  ","Mean   :2.28698  ","Mean   : 2.25965  ","Mean   : 2.7799  ","Mean   : 2.7406  "
"","3rd Qu.: 4.7153  ","3rd Qu.: 4.8567  ","3rd Qu.: 4.337  ","3rd Qu.: 4.2764  ","3rd Qu.: 6.918  ","3rd Qu.: 6.749  ","3rd Qu.: 6.902  ","3rd Qu.: 7.023  ","3rd Qu.: 6.650  ","3rd Qu.: 6.897  ","3rd Qu.: 3.8695  ","3rd Qu.: 3.6571  ","3rd Qu.: 2.3274  ","3rd Qu.: 2.8025  ","3rd Qu.: 3.7763  ","3rd Qu.: 3.853  ","3rd Qu.: 3.950  ","3rd Qu.: 6.953  ","3rd Qu.: 6.811  ","3rd Qu.: 6.785  ","3rd Qu.: 6.078  ","3rd Qu.: 6.095  ","3rd Qu.:2.8735  ","3rd Qu.: 3.25072  ","3rd Qu.: 4.1880  ","3rd Qu.: 4.2899  ","3rd Qu.:4.07448  ","3rd Qu.: 4.07805  ","3rd Qu.: 4.5676  ","3rd Qu.: 4.5434  "
"","Max.   :14.5003  ","Max.   :14.0660  ","Max.   :10.789  ","Max.   :10.7492  ","Max.   :15.270  ","Max.   :14.911  ","Max.   :15.870  ","Max.   :15.978  ","Max.   :15.360  ","Max.   :15.930  ","Max.   :13.1781  ","Max.   :13.0240  ","Max.   :11.2776  ","Max.   :11.6897  ","Max.   :12.9137  ","Max.   :13.063  ","Max.   :13.171  ","Max.   :14.872  ","Max.   :15.677  ","Max.   :15.676  ","Max.   :15.174  ","Max.   :15.241  ","Max.   :9.8367  ","Max.   :10.85404  ","Max.   :11.6775  ","Max.   :11.6462  ","Max.   :9.67164  ","Max.   :10.00056  ","Max.   :12.6341  ","Max.   :12.5131  "
