"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"1700025O08Rik",0,0,0,0,4.26946422220794,4.07258643348569,3.87575938358057,4.16074708147409,3.88944873455537,4.16787093522355,0,0,1.21060421889549,1.80398644845822,0.515669145570363,0.264170979198993,0.439176511289556,0.55798794271222,0.465009245559932,1.39223650358552,0.644450056746631,1.02993125276755,0,0,0,0,0,0,0,0
"2610507B11Rik",7.64485503215631,7.60719482092295,5.47789036313675,5.33451022583317,4.1288738248698,3.68653185710309,3.63034937683189,3.68285601423674,3.44320880652761,3.63124438234915,5.26025676493069,5.11357253281848,1.12873809594026,1.5016407159376,5.18799231842364,5.17704259017541,5.20227211320107,6.42812143762681,5.77948009484686,5.75717752982111,5.1280475666947,5.0914161432467,6.13259958741569,6.34757189406627,5.21593190256324,6.50376080372533,6.64735433577621,6.71119415440303,6.84268682906851,7.10988035931333
"4930455G09Rik",1.76684220641447,1.31079942349445,0.497661794073351,0.639073667108415,6.63404777438617,6.33978039916823,6.38177767796348,6.63458662884156,6.16605382586491,6.54386751278073,0.0873184841611594,0,0.247424027167004,0.20626763969862,0.350735727011853,0.152574445139967,0.219847332823575,4.19042639385549,4.27038027099033,4.11453516248593,4.1771048644284,4.2426472717566,0.328045976338097,0.393116990692093,0.686939101862484,0.686134236732441,0.0575991152781261,0.445824171132373,0.0709200357784431,0.0248377769503123
"4930524J08Rik",3.80289722699881,3.52143067507718,2.31630292886734,2.86175694485721,4.25190036658993,3.82239530495405,5.34198774247157,4.10440078117629,4.04804974105754,4.82124491763201,1.72109884306768,0,1.44454910176305,1.93698327925507,1.93139155323514,2.5337892098473,2.81961407120398,2.3279378662777,1.65945247151113,2.30830262806029,3.6448133525385,2.66064529676876,2.04715437430035,2.60575129959642,3.8616028360651,3.14505363580535,3.14929002248244,1.68777364452252,2.90534724835371,2.53467450453226
"4930555A03Rik",0,0,2.85274248839904,2.586938487603,4.42968963710936,3.76588378944521,3.65399327395138,3.54567563118396,3.54132297475199,4.31861541196136,0.0773090425620961,0.0853825796384962,0,0,0.959225335956523,0,0,0,1.02493106099876,0.961549428039807,0.940642577042106,0,0,0,0.109865349819572,0,0,0,0,0
"5031425F14Rik",0,0.0306337660512989,0.0413878330600312,0,3.64949659634953,3.40436547938287,3.25529303964298,3.58330908296881,2.96679251126367,2.71871651592561,0.709104276639712,0.288458921000697,0.338407867363769,0.520416250641262,1.25259931129781,1.03621938480189,1.35088142807627,3.28480416751275,2.9929875385846,3.16854380985577,3.0807538297368,3.01496003146959,0,0.0968396333170198,0.117012566710373,0.106333093127959,0,0,0,0
"9130008F23Rik",0.510477896153454,1.0327115821528,0.34500552997022,0.3710763917607,2.99427622982348,3.13868972070037,2.86091899346831,3.27184533852187,2.64939957554146,3.54703760620149,0.184471930493004,0.164602632940218,0,0,0,0.217326595826949,0,3.26245239612621,3.11979976264422,3.00764801357329,2.47409072825763,2.64815176716203,0,0,0.803267208083225,1.04615964820125,0,0,0.287238773810956,0.0537547946780569
"A430105I19Rik",6.08284766512419,5.36662495788118,2.62005396641449,2.571340190483,3.31620219072392,2.66906709256265,2.79117088850645,2.62513560022103,2.7708428425816,3.0276420582749,0.237750861622846,1.09519271130819,0.166185135184645,0,1.26114310815561,1.32448912653294,1.92331522413316,1.43864799976971,1.05075444390106,1.87296125982411,1.66724487732637,1.09245131095554,2.56302384394798,2.5969341332921,2.28870723267807,2.39653995219532,2.84132444528103,2.36408000508369,2.92563757706029,2.61936595928016
"AB124611",1.49266436569931,1.07631707877215,0.0590266343395597,0.170650181192215,7.05335700944985,6.84029348114632,6.85587917934193,7.06430458467166,6.71980427893258,6.93410816667851,2.65847078849297,2.42541179990012,1.56118061308799,1.64941534183731,1.46144861907305,0.913204293329966,1.63135512150837,7.35927252349099,6.998528585388,7.0356971230556,6.19977692139465,6.29598441426163,0.0962967219631139,0.412410210651804,0.356793776108444,0.205241679577993,0.679645760776378,0.203519153052821,0.533655663671929,0.0287400312044945
"AC121567.1",0,0,0,0,5.56446700739078,5.89108817597947,5.15452229158691,5.44683222924122,5.1220616078592,5.42286043757693,0,0,2.55839110840917,3.17561336704753,2.87940246446323,1.98556670182179,2.55820900230354,5.20241016912778,4.12479774609734,4.005019318105,3.34518776896523,3.66487874415678,0,0,0,0.034383619799237,0,0,0,0
