"","CellType","Age","Study","Species","Tissue","1700047M11Rik","1810041L15Rik","2210011C24Rik","AC122356.1","Aatk","Ablim2","Abtb2","Adamts4","Alox5","Arhgef10","Atcay","B3gnt6","B3gnt9","Bace2","Bcas1","Bmp4","Brca1","Capn5","Casr","Cdk18","Cdv3","Cdv3-ps","Chrne","Chst3","Cntn2","Col11a2","Col20a1","Col2a1","Col9a3","Cpm","Cpox","Cyfip2","Cyp27a1","D630045J12Rik","Dct","Ddc","Dixdc1","Dlk2","Dusp15","Dusp9","E2f8","Elavl3","Elovl7","Eml1","En2","Enpp6","Epcam","Etnk2","Fam3c","Fbxo32","Fyn","Gjc3","Gm10863","Gm11274","Gm11295","Gm13148","Gm15912","Gm24183","Gm24480","Gm28875","Gm29127","Gm34144","Gm43206","Gm43520","Gm47063","Gm47135","Gm4768","Gnb4","Gng4","Gp1bb","Gpr15","Hist1h2bf","Hist1h2bp","Hr","Ick","Igsf9b","Il12rb1","Il23a","Itgb7","Itpr2","Kazn","Kif19a","Kndc1","Lgi3","Lims2","Mag","Map1b","Map6d1","March8","Matn1","Mical3","Mir219a-2","Mir344f","Mir6338","Mycl","Myrf","Nacad","Neu4","Neurog2","Nfasc","Nipal4","Nkx2-2","Parvb","Pcdh17","Pfn2","Phldb1","Pik3r3","Plekhg3","Plp1","Plxnb3","Ppp1r16b","Prickle1","Prima1","Ptgds","Ptpro","Pycr1","Rab33a","Rap2a","Rgs16","Rnd2","Rnf122","Rras2","Secisbp2l","Sema3d","Sema4d","Sema4f","Sema5a","Sgk2","Sirt2","Slc12a2","Slc22a21","Slc44a1","Snx30","Srpk3","Ssh3","Stmn4","Strn","Susd4","Sv2a","Syde2","Sytl2","Tmem163","Tmem2","Tnr","Tns3","Tppp","Tspan15","Tspan2","Tub","Tubb4a","Tunar","Tyro3","Ugt8a","Ust","Zfp365","Zfp488","n-R5s172"
"astro_SRR1033783","other","No_data","GSE52564","mouse_FVN_Swiss","cerebral_cortex",0.868420942536742,1.22480611504426,0.757706608806283,0.128746543477093,5.03435272429616,0.583182134867868,3.36929989019891,1.21316121445281,0.0375371983898325,2.51399489113396,0.26864268230282,0.505349398354031,0.514317614715032,0.576396733745995,0.0794903708980593,0.104819815446124,1.50246227689478,1.52184389725375,0.0447284783876611,0.0140915410734732,5.69160569756527,6.16806439633539,0,3.53299115285067,0.252329681336383,3.8896777833008,1.8609300246473,1.79979059754876,5.66636072137739,0.176822613304484,3.49707412349724,1.5198524506629,0.965492921183881,2.21110543551748,0.0579285716076324,0.145071067865587,0.862129627996962,0.403069778148018,4.59003717030562,1.29103683595207,1.25424755072019,2.36612710672376,0.976426809269488,0.994188910430567,0.623934333364904,0.0589169063740025,0.146463755876224,1.26188180869514,4.3575474200015,1.88107688296858,3.28137528818353,0.223692876485212,0.144260284437227,0.99736261893446,4.68926873172824,4.86823843394186,0.848502416916895,1.96232918053995,0,1.60373219224029,0,4.14104272101816,1.74986268367517,2.92048977205491,0,0,7.76937028246141,3.76825645528001,0.0860450210534002,5.96592533004562,0.701806446647043,1.73882557870921,0.691306911631864,5.34374267918287,2.95153836756185,0.151632253107098,0.0586970571924499,0.946795407928019,0.0943228393790772,3.19585802257579,2.35987199759436,1.47783958705907,0.338646326754419,4.49253680757015,0.406779192432388,1.14959524882806,1.11773781210201,3.06990939381659,3.5464029134443,0.0346257419529449,1.88421249366984,0,2.31090578790401,0,3.95488687497865,1.15019272236976,1.89402510732477,0.227568756467777,1.75432159402131,2.79781799190344,0.0621714641864817,2.27500348309444,2.25058163876545,4.51119287155531,7.84515117235357,3.55662226640658,3.29662465306251,1.67558782856025,3.63775152880902,0.850746365794732,0.578973410649717,1.60696601023883,0.382605237861984,3.102121344846,0.138697381962783,1.79665011451294,3.15767277922923,4.27756537280448,5.00441933006801,7.13584759680044,4.82936096906421,0.711479536928624,4.85540092394397,0.00566126808433532,4.10322848560236,0.266507731096351,0.0424105899133355,0,6.26782005747782,2.76215257072284,3.19004132885103,2.73424939964572,1.66747892269611,1.00938451929685,6.13583171123727,1.10216421335922,3.16356072305149,1.4782867260865,3.79289705323925,1.78380944158123,0.181579566039221,0.123450862303222,1.76762317899823,0.333644246482978,3.51711003084191,0.494693678119703,3.0299334150728,0.335058596248873,0.983161676035527,4.13324003435632,0.0383059873740688,4.75839678993767,0.117002697934425,0.0794503907232912,1.42973390475577,0,0
"astro_SRR1033784","other","No_data","GSE52564","mouse_FVN_Swiss","cerebral_cortex",0.240450173172172,1.52267989209186,1.11570078639142,0.0918066569152859,4.35189567452572,0.287864560267086,3.54575259644227,2.10977335704985,0.0142066095704687,2.51510701023046,0.546976414627153,0.363242199411982,0.768484349589962,0.475348073151158,0.149847687746991,0.234891897085541,1.67839571926013,1.55547817455273,0.0574652019810768,0.0263382771610015,5.90001666817768,6.20570089785626,0,4.19724760992703,0.228856207912259,3.48036707968342,1.7136679349838,2.85425769600973,5.28041458387511,0.166555979461105,3.77213788477353,1.97992200687431,0.623545324034213,2.48679903629592,0.0982772245551461,0.0801970732241552,1.53794530326139,0.561071119144198,4.46432946606587,1.98662651887073,2.41527178575928,2.6109498062427,0.90779793180874,1.18446464113232,0.515698070188452,0.0457467077403956,0.115792857790534,0.798274808847388,4.87775275487076,1.69893440340736,3.46491249111489,0.109299377679179,0.0751382592810389,2.68337511663668,4.74491611388477,5.16823520577987,0.460172799925211,0,0,0.278172901138425,0,1.56194378140486,2.44253861834789,0,0,1.08663442162701,7.3729372225924,4.00832906393658,0.312954662893055,5.13744159900167,0.47717613353761,1.9039689992134,0.657141497569346,4.28352678486229,3.07223890564916,0.358059803732286,0.0551568163729246,0.255148652130485,0.192414222393509,2.92253739777133,2.81977023330792,1.48811409645516,1.04124100919391,3.99032217559874,0.27865481106945,0.195303033288543,2.41235151140794,2.52193012180861,3.89123117652903,0,1.92892603321195,0,2.23829472134382,0,3.93372163589251,1.04727109683561,2.72718668266495,0.132529534734189,1.77832694804648,2.62015298136282,0.0392122959169474,2.58789027627023,2.47390557809915,4.5565775316128,8.11963627359601,3.43566747815929,3.46478228487779,1.64660663859649,3.30830340105061,0.654187053817823,0.390253977806246,1.94600209701722,0.386678188264602,3.33483901030696,0.245882767965244,1.52743531776161,3.13474898829745,4.66702489540022,4.84570564196189,6.53043457998572,5.63697552778272,0.969368238484974,4.99562179093938,0.0315936540356308,3.39008087295291,0.305396329373734,0.0847150086012675,0.0402700287323135,6.23496724031202,3.33549973861428,3.37508383958994,2.97998185953376,1.94894646928375,0.834300338674287,6.07838150261904,2.06528792963031,3.30053952465299,1.24468842788959,3.81121648677248,2.09479253213593,0.171052795027306,0.14721167102863,2.16568266157502,0.354210805553621,3.76932691117052,0.757859214434157,3.05703566158632,0.430044885402673,1.32876710757013,4.56919832904955,0.132198158022153,5.16348087315935,0.2794451112293,0.134108301628425,1.50454673902053,0.0610721869891424,0
"endo_SRR1033795","other","No_data","GSE52564","mouse_FVN_Swiss","cerebral_cortex",0.0423807051642101,0.165055277161768,0,0,0.411213131095178,0.044710634150403,0.191581060974158,3.37189368078627,0.0538390116480253,2.32470745583404,0.225675456263272,0.154773542597343,1.66928730462157,0.289538097580084,0.0422045566952968,1.46385129680255,0.487015160312426,0.130559290189777,0,0.0646152387952982,5.64807553316908,5.76326417855715,0.0375544288315902,0.842953186790092,0.0897606658101911,0.48818677563068,0.229426421128964,0.0112912179242593,0.207373079358307,0.916152406130534,2.6470252175926,0.356639457365487,0.0467002401920479,0.0784874914770703,0,2.32654618938356,0.672723226092008,0.495932481869671,0.201033336996952,0.532544653774589,0.596852998031852,0.35026296917267,1.59934065540289,0.702086007318056,0.0984611834475118,0.0385014782194836,0,0.894548442859214,2.28963626081017,1.42690479202747,2.19103172569153,0.0170084746407681,0.0370671881974887,0,1.80191517514448,0,0,0,0,0.469385431562949,0,0,0,0,0,0.172485293819099,4.3804025380505,5.13390660854167,0.125988524710313,2.13711081905524,0,0.580986488202254,0.0911265263485931,0.0531081799829474,2.22669350741919,0.0362824769459633,0.0863206506238465,0.33611534717177,0.395398514449406,1.15982934815657,0.941216743167946,0.0448266307786126,0.0209686627212685,0.25639099671678,3.62524851667836,0.0816786652841932,2.10813746461735,0.295376552690492,1.88415559385041,0,1.04375376758738,0,0,0,4.5481118872205,0.0933816160338765,0.530433145758639,0.176932493921219,0.126376377728693,0.0212569559452146,0.0178576164606607,0,4.99163119707196,1.05923288017596,3.66650699012666,3.32325873239098,2.76536526054618,0.578371027025022,0.431171377016997,0.152052561677618,2.89986992855176,2.2457109064001,0,4.1464839546207,0.0385708268782481,1.59854568961215,0.322577610784418,3.66492373573592,5.4364222718423,3.50305791588632,3.44693484263054,3.00918353209928,3.40703926611305,0.00879702250582231,0.135172971963875,0.0860823928456214,0.0537650411779695,0.00614027638757787,4.52634582923479,2.68695047025052,0.784625885500709,2.44186133433936,0.104500147824781,0.661273897529776,1.14950072126106,1.06445122953546,1.77176679757776,0.176360325266851,1.12767151745081,0.0851217880770152,0.220873692276839,0.0610591706281168,3.01853844793847,0.0072573137561392,0.58837885720494,0.401659375152676,2.94532130326568,3.42098322094517,0.123897388304859,2.58289127642256,0.0032900512817305,2.38691198681321,0.0089645939682071,0.07568478810141,0.467804337185337,0,0
"endo_SRR1033796","other","No_data","GSE52564","mouse_FVN_Swiss","cerebral_cortex",0.0528990258004364,0.128023345372618,0,0.0142441498992624,0.40262589578017,0.018090619004278,0.172830529752714,3.07036146294689,0.00645351879722764,2.23173775377715,0.10295600068781,0.0906582112521763,2.17176934003147,0.357508124011732,0.0101837004539245,1.66852131187131,0.495370824907159,0.101261100627894,0,0.0179507289411605,5.51210876109036,5.68293591934948,0.0376365757413121,0.822241893452418,0.0433093526123243,0.44077198409095,0.408719031686423,0.016941100936679,0.293191142515223,0.890174893245626,2.44441301154246,0.27480843908534,0.0857440803819213,0.0654392020401629,0,2.23991983569693,0.617500316095168,0.234137457920893,0.0153602135762998,0.561139807156148,0.741700450380715,0.256947154711363,1.56981040912122,0.593963192206804,0.0253078821534403,0.016450821536041,0,1.0610252285596,2.22835760700126,1.29563407026251,2.15023282221116,0,0.0107117590292088,0,1.22775872223961,0,0.674222971381174,0,0,0.132699121664217,0,0,0,0,0,0.32718078236664,4.77524205273532,5.17800576953015,0.203587099045797,1.62655752340617,0,0.995622913929109,0.258263625134638,0.0306535544013999,2.12587269019605,0.0196932762374227,0.179408549618828,0.609630820552832,0.442647720445167,1.10088551301919,0.859439229057718,0.0449244387931572,0.0140438194092865,0.182620019212567,3.58393137316242,0.0517007563242193,2.11781616083542,0.191964283128493,1.83753892064909,0,0.937827466200813,0,0,0,4.58178643977357,0.0646802839104533,0.273523823446238,0.0413261100065848,0,0.0332072370542169,0.0178969456669362,0,4.86160909582195,1.12739913796614,3.52605227195529,3.30405974579569,2.72239097703609,0.65966024890837,0.304477192318861,0.113287166773357,2.75813427664819,2.13577176588701,0,4.53839684664758,0.010150405581366,1.5802545997049,0.223313929319983,3.60878339430591,5.41175668604121,3.70210129660168,3.45290926066044,3.0998542415764,3.38222038769466,0.00721746778852507,0.0758535200592466,0.0351284277651887,0.0752311152233354,0,4.57248489243322,2.59929008909485,0.779640249171157,2.28170338496373,0.0701228960363107,0.38300181000472,0.937949452559066,0.808309992409876,1.67847707474939,0.287987274902508,1.0088606944109,0.076071923605387,0.172142527214385,0.059549290669561,2.83062784948872,0.00485297599099646,0.567589790623681,0.551112958715678,3.01382788142264,3.32640674885405,0.113304474824279,2.81284621003112,0.019671899358782,2.24809156983903,0.0112217828465019,0.0526979756495638,0.473178800639833,0,0
"macrophages_SRR1106141","other","5_months","SRP035309","mouse_C57BL6","peritoneum",1.5616771055516,0,0,0,1.36204739000219,0.0305655986419141,0.192982096712333,0,5.88379492693447,0.241958776669871,0,0,0,0,0.0939867348809777,0,0.961580468180556,2.86507954608514,0.162570162493509,0.580856616523406,4.89828516504539,0,0,0.589678204802922,0,0,0.22774253599829,0,0.152550417012195,0.129717924904025,2.89012570739474,0.297097157797959,0.641103002846108,0.115300033360767,0,0,0.0988253008248053,0,0,0.735005571261149,2.96677176949873,0,0.341704494457334,0.175150930509039,0,0.0352971977260581,0.238654178653111,0,2.69443622574692,0.982262725758529,0.0394120316206781,0,0.235172640610427,0,0,0,2.33447747738575,0,0,7.98167802788558,0,0,0,0,0,0,0,1.36533435502995,0.0868904355065933,0,0,0,0,0,0.518580176730096,0.128675641132327,0,2.04378455849169,8.06803906186338,0.709797395466133,0.0562019456549857,1.32355645722271,0,0.439574177125054,0.377523090678899,1.02868043035881,0.118828864576185,0,2.8098856532714,0,0.0388723326540575,0,0,0,0,0.417032671990802,0.732274261041774,0,0,0.0436685849166472,0.374672873285461,0,3.14948697944,0.155822959101911,0.910732255311001,0.689064822394559,0,2.89135822000319,0,0.234412745807949,0.147756596866131,0.590875214661106,0.0842693651518966,0,2.07478020586916,0.744550836999006,0.803826145227763,0.463220840016787,0,2.1931257434498,1.16711248471326,4.0022691355565,2.76814037252767,0.110272560510218,0.658448441269472,0,0.0596172545900669,0.139537985094835,1.94657002910258,1.86226315550866,0.343512477657172,1.2570713156615,0.824142384659444,1.48843188387638,2.76591276422839,0,1.75256806596572,0.0579782620211096,0,0.21510312005766,0.0706350108259322,0.117165393694795,1.82853309223508,0.0658412794114313,0.247283745111675,2.10611387805226,0.16181447131111,0.0574530193986257,0.175557709403128,0.770025193332935,0,0,0.245508144476782,0.353072728111881,0,0,0
"macrophages_SRR1106142","other","5_months","SRP035309","mouse_C57BL6","peritoneum",2.2472174716076,0,0,0.22855960808707,1.06625650475097,0.0223233704168902,0.273171251967941,0,5.44570268181682,0.180118610466226,0,0,0,0.0343360345290506,0.0349360067556864,0,0.809581696220562,2.69736517133479,0.195065318101262,0.590176662315451,4.84951961016097,0,0.543281745451716,0.395253828331914,0,0,0.0871452000939928,0,0,0.185267540711759,3.10259663937934,0.242672546239593,0.315547492323137,0.105327570955535,0.13810955219032,0.0986134916582457,0.0726326785557193,0,0,0,2.60781146581215,0.146750340437608,0.353932729316191,0.0982896246069141,0,0.100505738560554,0.177607316752843,0,2.48119472433828,0.639894629787205,0.0570520723633966,0,0.133171064809254,0,0,0,1.9799614349958,0,0,7.80964572516704,0,0,0,0,0,0,0,1.13924408674527,0.0637913054138405,0,0,0,0,0,0.360085462030023,0,0,3.44045595863526,7.29863139764212,0.573388665728453,0.041144609016883,0.954634157454721,0,0.332744290108254,0.284309831033606,0.813523111656201,0.115517640394306,0,2.27029975368933,0.237186174823483,0.0970867981564738,0,0,0,0,0.31509653250886,1.14006166392302,0,0,0.0160543346251532,0.720611918379956,0,2.75649458545378,0.0871868442432518,0,0.405191908087241,0.068562425072619,2.29746860981705,0,0,0.135105987411209,0.430964287137565,0.0618521523604522,0,1.87523444580314,0.577151406214617,0.929887655772802,0.271182261247455,0.472054628179432,2.76176476140501,0.85306444861428,3.900035919724,2.77208148181187,0.157940692257294,0.507119996933864,0.0990566603411576,0.0800568486483648,0,2.23443287189264,1.69574048916896,0.257958159313754,1.33568950072476,0.585912205595827,0,3.02324995505446,0.15574755447876,1.71953503015155,0.0213821416531199,0,0.0820850442754353,0,0.0862559075163001,1.58832104824033,0.0414503229511217,0.15138005729632,1.70338979799,0.119606831296273,0,0.129924785594838,0.329776189144934,0,0,0.148060445202874,0.310096212049496,0,0,0
"macrophages_SRR1106143","other","5_months","SRP035309","mouse_C57BL6","peritoneum",2.66851306968805,0,0,0.545141967433622,1.13558417693975,0.0589532329186967,0.231734530041988,0,5.20727021843902,0.0421404143340722,0.138396195289984,0,1.03806198241477,0.0457386172408086,0.0916150751020866,0,0.666498174078278,2.94164283442861,0.054812788942588,0.568349697655802,4.88199933783017,0,0,0.507424026427185,0.210010553777583,0,0.662585641909889,0,0,0.18579603473103,3.00488160729102,0.341709415504138,0.284490048788517,0.0573001683839681,0,0.171398156116963,0.0963355747339709,0,0,0,2.42454891449778,0,0.200050678734067,0.129995877455158,0,0,0.433400673064858,0,2.39626291224951,1.27812258674197,0.0758026886716459,0,0.331882864072938,0,0,0,1.57006725577018,0,0,7.39395080302361,0,0,0,0,0,1.98003495406285,0,1.34216012311412,0.0846926334290663,0,0,2.75478260633024,0,0,0.325119103222012,0,0,2.60166367346576,7.58574069886707,0.475347357997638,0,0.876873435060187,0.0794079355147195,0.429671869791921,0.662332583091686,0.591233265682298,0.223094141895704,0.410665122475131,2.56783087295696,0,0.0564432735334365,0,0,0,0,0.218129768308898,0.975301235934992,0,0,0.0633603733537035,1.66273802935354,0,2.7034565785842,0.039519725549766,0,0.217386392174166,0.134402820582611,2.57771460679844,0,0,0.109397426324477,0.496528844266023,0,0,2.32808150957484,0.990440963416763,1.14437659678326,0.718370367508975,0,1.34858493460068,0.855021058726923,3.73140098274708,2.68478784961413,0.107505042169713,0.371733550462072,0.251087542598991,0.113941761922179,0.260405155662587,1.61114909608176,1.6142310982816,0,1.18049754922041,0.739860628489728,0.665637768218661,3.18948580126443,0,1.48110933242326,0,0,0.108758237233506,0.0348298533390766,0.0958101489940308,1.33589361710456,0.0186256369983072,0.0642278610325602,2.00648392494184,0,0.161831900640856,0.171246381650544,0,0.0744283892140164,0,0.445046356493738,0.325591708285405,0,0,0
"macrophages_SRR1106169","other","5_months","SRP035309","mouse_C57BL6","peritoneum",2.7512531091647,0,0,0,1.26868089027928,0.0544073357882936,0.32985596782598,0,5.45357042075425,0.218927767474826,0,0,0,0.161851906684253,0.0429321394522645,0,0.887730549036173,2.83950964196832,0.192480205084879,0.236285392746405,4.5844475824336,0,1.08883763815675,0.175637720095195,0.100563668983073,0,0.298884035932586,0,0,0.0596529442577723,3.30350548817787,0.269290687745817,0.680375960111759,0.0786096231020433,0,0.0815015184317452,0.088994782726047,0,0,0,2.89541370933438,0,0.387767082768889,0.176734941106608,0,0,0,0,2.242708740683,1.32242103881444,0.0699887428860641,0,0.261362099876693,0,0,0,2.68781872128474,0,0,7.25738489380719,0,0,0,0,0,0,0,1.38778691663567,0.0782151525484838,0,0,0,0,0,0.346786852818634,0,0,2.72373581988019,7.94874079729279,0.598922834208299,0.0254898051479236,1.28984234784447,0.073324442175012,0,0.533446996346281,0.951191400945597,0.141078929346779,0.382307216834382,2.29072982457925,0,0.134926893889455,0,0,0,0,0.460479637998602,0.374861981582881,0,0,0.0392498588332551,1.30083194932134,0,2.88641001081936,0.140593011905677,0.839748531837074,0.485007822747365,0.042628776389889,2.57854306417989,0,0.212048343727727,0.133279096239864,0.203407272579418,0,0,2.33045076923006,0.683626006393309,0.532224517983004,0.421997851251343,0,2.29837244396639,1.2426131708377,3.68949411346065,2.79935429721986,0.130992026223803,0.444757032143432,0.121126138134982,0.0759958894874047,0.125831065523218,2.22514970918468,1.5178642473266,0.311813456689809,1.55170856788155,0.715510809997946,1.38990485017334,3.33795591173333,0.189642634758683,1.57851752088384,0.0775163598582808,0,0,0.124412829374749,0.0537537414505203,1.66352214351587,0.0674902159303626,0.223784244400989,1.95366768184525,0,0.241595439885981,0.041287951838601,0,0.0687173575815443,0,0.180384701625495,0.390719681099042,0,0.273611206230994,0
"macrophages_SRR1106186","other","5_months","SRP035309","mouse_C57BL6","peritoneum",2.49232934277101,0.0829163913284556,0,0,1.02953115687745,0.0884192196608014,0.255357410327747,0,4.97467695759539,0.0633860087030521,0,0,0,0,0.023692940157634,0,0.746716551901485,2.47402023913542,0.108679637689008,0.37034248654072,4.52050517000567,0,0.388367037601589,0.0989185564379518,0,0,0.324669458104026,0,0,0.127721821405573,2.73398641233498,0.23877994055401,0.470268332493425,0.0859642156016294,0.139860450442678,0.0673495730129115,0.0494642650665938,0,0,0,2.36415422121073,0.0512548209205295,0.154058606239545,0.0888247767114595,0,0.0174727577300264,0.437225599581013,0,2.24567204001331,1.32675334987701,0.0291873956359968,0,0.204673761733705,0,0,0,1.5798231127628,0,0,6.92460560189331,0,0,0,0,0,0,0,1.1496845401073,0,0,0,0,0,0,0.532934599395129,0.032731969549951,0,2.61393958225872,7.21167686628339,0.440272053355492,0.0279227813809713,1.18105310345048,0,0,0.667756170515492,0.821770979429977,0.190030301661015,0.221980687354455,2.21737356377181,0.164416002255794,0.0662958177072347,0,0,0,0,0.318856950296011,0.858601172010339,0,0,0.0216484193900431,1.11577200628145,0,2.64383299035214,0.0977987066933912,0.5189630494103,0.285760047298618,0,2.19853403983651,0.210297500564801,0.333866166543738,0.145496650854144,0.45787392830516,0.122706252705005,0,2.0853101669906,0,0.450872997152048,0.45683597301672,0,1.24314486915723,1.15418755083107,3.5932150092227,2.52505930662049,0.151494548773564,0.318956519580545,0,0.107140965920073,0.262840656447768,1.85817886640723,1.34053979516099,0.33858906925499,1.23902864018659,0.598766007555554,0.67108261701916,2.70710602991203,0,1.39281139397402,0.0288142305911727,0,0.0559596978105601,0.03518188166085,0.0873692419292991,0.966486950591385,0.0511619978127151,0.134524342144146,1.76056192363255,0,0.110961146537507,0.110463700721554,0.429727895838657,0.0380747072890135,0,0.349128738718472,0.268571924583832,0.138571758149456,0.156368159561613,0
"macrophages_SRR1106188","other","5_months","SRP035309","mouse_C57BL6","peritoneum",2.37346867647634,0,0,0,1.31346364809767,0.0549403759298143,0.282393246561298,0,5.21730354287998,0.150996731987957,0.0874143111774364,0,0,0,0,0,0.554255607876542,2.75912226587054,0.132380882768157,0.238459977768513,4.48638782674952,0,0,0.231852200794469,0,0,0.331502575139206,0,0,0.0797688617039564,3.15577248731278,0.382930020012397,0.5590856959211,0.0358171950876379,0,0.13465695163719,0.060521660471204,0,0,0,2.75402779757376,0,0.272179180864662,0.121346263220663,0,0.0214317864834242,0,0,2.50997837588921,1.57483477960769,0.0474963519188445,0.423567088977176,0.146632931776072,0,0,0,1.78384990485605,0,0,7.3592986704373,0,0,0,0,0,0,0,1.42130231680764,0.0531274851529556,0,0,0,0.954619571731675,0,0.606669211242779,0.0791169515490442,0.172140422897954,2.4339237748614,7.80472104820171,0.585864604869364,0.100322002773404,1.31723099976016,0,0.281241340367419,0.733539923175855,0.958129468464583,0.119638646035098,0.494267943255869,2.59349740710155,0,0.10334596113015,0,0,0,0,0.204017251488572,0.99922599413354,0,0,0.0654683811847438,0.853084377175978,0,2.84653860601749,0.0488779456295416,0.340134440424433,0.343755260579392,0.112058032180022,2.42666544112133,0.132740370896937,0.512412468562564,0.155803384883708,0.403643515885922,0,0,2.31281143887299,0.267924923792034,0.378964480239234,0.36286662625723,0,1.95555804005525,0.941061030862912,3.89691372053211,3.02357373966772,0.132241812392951,0.416082460012729,0.160847911580529,0.0717442628383007,0.167008608842244,2.10427546044941,1.5979206835088,0.345681520794564,1.4558549863634,0.676802468310684,0.78865628431387,2.74349492187883,0,1.60156549464878,0.0867099364304532,0.156302448532157,0,0.0641677237237824,0.0719294536400477,1.43637454907896,0.0230756791432367,0.208324715458341,1.88120347364221,0,0.0349893906951895,0.0822174105774992,0,0,0,0.318013002842071,0.29910266507232,0.168421082301077,0.357518253161528,0
