"","other","newoligo"
"1700047M11Rik",1.7251124965389,6.40551665855108
"1700110C19Rik",2.4350041401484,6.16311399351232
"1810041L15Rik",1.00911146787119,6.87851925158606
"2210011C24Rik",1.07381463328589,5.95809964883224
"2810410L24Rik",1.94060149461811,6.81202457693955
"2810468N07Rik",2.99007655426146,9.81825060082599
"4930402H24Rik",1.85866250504621,5.3621072339089
"5730559C18Rik",0.589098134245602,5.10851593896184
"AC110091.1",0.451618747482804,5.18442132348575
"AC122356.1",0.455279292688001,4.60909189999203
"AC140244.1",1.50209030783913,6.00993725756022
"Aatk",2.90607221947886,8.22343068781535
"Abca2",4.49835132155387,9.27559795693983
"Ablim2",0.589005351817935,4.37752035591116
"Abtb2",1.58331533693552,5.08581879385012
"Acsl1",2.69082904212825,5.1077625207309
"Acsl3",2.53513109739343,6.92169197449552
"Adam11",1.56170652975447,6.0448906402543
"Adamts4",1.52929230840797,9.06886158589061
"Adi1",4.72811999839009,7.55454214154977
"Ado",5.89747569656579,9.39373955795248
"Adssl1",3.5523675447936,4.31867696403027
"Agpat4",1.97394317009182,4.93747650824023
"Aldh3b1",3.66590187887191,4.54693651246582
"Alox5",2.86204156813052,3.4812932923584
"Amz1",2.68552439338794,4.64959358706792
"Apbb1",3.30903757298161,8.11402380426271
"Aplp1",3.78748463178965,11.5164898507918
"Apod",2.13287027698668,7.02677728854782
"Arhgap35",2.14006649063795,5.69850594018656
"Arhgef10",1.21809781962429,5.56856985191596
"Arsb",1.91761409607757,5.07899772837045
"Asic1",1.47103901159185,5.43275026395436
"Aspa",1.70067723841107,4.37333840357715
"Aspdh",1.18460292953458,5.50204536255126
"Atcay",1.16485014152345,5.29054708235791
"B3gnt6",0.823054686624842,3.35563278101462
"B3gnt7",1.44160677217362,5.33751555758854
"B3gnt9",1.54113759860347,6.70834420122252
"Bace1",2.66791672203279,6.79290816019244
"Bace2",0.410788784774871,3.20173621260787
"Bcan",3.54093311996221,11.0366894991061
"Bcar1",1.69899538789642,6.57939530887331
"Bcas1",1.18238049489055,7.94063061641535
"Bcat1",0.966429899516624,4.27107182541005
"Bcl7a",1.83931240958994,5.56865597673219
"Bmp4",0.880244363542573,7.17524420549477
"Brca1",0.834366045524132,3.5801143103291
"C430049B03Rik",1.67954344923649,5.23067797237896
"Cacng4",1.24006456498668,5.74752209521789
"Cadm4",2.76260910123721,9.15569444904641
"Capn5",1.87962110253157,6.09425476224662
"Car14",2.31793239952693,5.7815497924662
"Carns1",1.85998688212802,4.95895803302712
"Caskin2",2.35123018249871,7.51861794738037
"Casr",0.230012373262382,4.03112807891729
"Cd9",6.65631797285789,7.88811362347736
"Cdk18",0.907368023691292,5.85315249455011
"Cdv3",5.16618213461553,7.95908757161869
"Cdv3-ps",2.62830909910343,8.65433697631407
"Cers2",5.48872840455361,9.68944212982321
"Chadl",1.77544519486436,7.5385408743197
"Chrne",0.431006660294635,3.09300057363251
"Chst3",1.44606335300574,5.49134277344794
"Cldn11",1.56690429923452,11.5154039220199
"Clip3",2.74459080810359,8.91532872023279
"Cmtm5",2.9573453693702,9.83679621754717
"Cnp",5.92952263071926,12.658013287612
"Cntn1",1.01890649348462,5.00124662288612
"Cntn2",1.34001534820044,5.7886841080249
"Col11a2",1.76297959786891,7.54317015939935
"Col20a1",0.956884404094012,4.58543153599874
"Col2a1",0.353087377469846,3.25308329126786
"Col9a2",1.30062966049614,5.20205036985991
"Col9a3",1.90488296971666,8.4005623609666
"Cpm",0.901598269008677,4.81594265468674
"Cpox",3.93603189553227,8.01247568258855
"Cryab",3.13867289806693,9.22831904515337
"Cspg4",1.50137059332265,6.37377508825863
"Ctnnal1",1.65399761253993,4.95233816974918
"Cyfip2",1.92228825068988,6.08543333707791
"Cyp27a1",2.58170413048997,4.71401644343264
"Cyp2j6",1.74803291211832,6.06589235452242
"D630045J12Rik",0.864690272203211,4.09862623106563
"Dbndd2",1.97480055182372,7.07223432638421
"Dct",0.486433377533915,4.00353670291172
"Ddc",0.536419877210217,3.37602471779628
"Ddr1",2.41227215165344,8.35407832985637
"Dhcr24",2.51696477497772,7.85700384771454
"Dixdc1",1.04039216062227,4.58800463289339
"Dlk2",1.29427459917504,6.76307273529172
"Dll3",0.860107558294673,4.14479321932324
"Dmrtb1",1.70631668579478,6.10803506423826
"Dock6",1.62916821741114,5.51855165266575
"Dock9",1.14397818672563,4.49431474441952
"Dusp15",1.58286547772403,8.53503641538774
"Dusp9",0.853046771555612,5.71032227300442
"Dynll2",5.91643379288151,10.4610447817569
"E2f8",1.52503270719126,4.67068644285368
"E330009J07Rik",2.22313187568615,6.05604661197179
"Efcab14",3.53238417789979,6.10670358930711
"Efnb3",2.61428254110359,9.52178407234413
"Efs",1.73705918622607,7.12701717392188
"Ehd3",1.55688560918566,5.75213442965492
"Elavl3",1.61088328205211,6.82968105141495
"Elfn2",1.01818940232363,5.07559622201972
"Elovl1",6.86400677936061,9.14402328960302
"Elovl6",1.52425511146372,4.98334057420267
"Elovl7",0.996667481244531,4.76637726526926
"Eml1",0.715332110703015,4.13746759107969
"En2",0.351571235558324,3.26923278412848
"Enpp2",1.91358022429412,7.67961801847717
"Enpp6",0.422963954763388,6.65216299701969
"Epcam",0.31373580858343,4.37801376772285
"Erbb3",1.53876217653149,6.48785941128313
"Ermn",0.935189728328262,7.89115790128408
"Etnk2",0.697826706428089,4.13609959105279
"Fa2h",0.907708209947735,6.80984801175419
"Fah",1.80625288301582,5.83705191810791
"Fam102a",3.38436479840241,7.03931457491526
"Fam131b",1.83616231014761,6.73863646693042
"Fam3c",2.964953117111,6.15278386470714
"Fbxo32",1.97325710017475,4.69841974026444
"Fcho1",2.39845910695479,6.15591005426143
"Fcor",4.00947754767002,5.31488330294196
"Fhl3",3.25957979050052,6.12821943472604
"Fyn",1.84602349066868,6.08776617758195
"Gal3st1",1.72680598755328,7.79862256269951
"Galnt6",1.35507688247105,3.80066146438887
"Gamt",5.30110014346896,9.1434878581945
"Garem2",1.70485080188989,6.11887238451182
"Gipc1",3.97535523718278,8.07103330795575
"Gjb1",1.0543252475223,6.0615778105603
"Gjc2",1.06194065623512,8.73801125734908
"Gjc3",1.43498713067488,9.10624516773905
"Glrb",1.25913997561268,5.37299043568709
"Gltp",5.09404493154958,8.5390527562908
"Gm10687",1.26972423171837,5.06656114743864
"Gm10863",0.607982120864604,3.59810239030374
"Gm11274",1.47112990340559,3.48260633767107
"Gm11295",1.2826723879585,5.69463944248313
"Gm11650",0.957945439506315,5.27562176355173
"Gm11954",0.756295840812596,3.72578489792065
"Gm13148",1.82076068789272,7.64943343400878
"Gm15912",2.73795357959146,7.40822743211029
"Gm21168",0.423354227925793,3.40618968415253
"Gm24166",1.37060985621452,6.81355253174262
"Gm24183",0.129997143395981,4.03135707807633
"Gm24480",0.214447651711736,3.22393880821837
"Gm2719",2.15689957944602,7.44924997716381
"Gm28875",3.46629444689649,4.85165303840886
"Gm29127",0.116314659606556,3.75445652040763
"Gm33594",0.347693574694804,3.3203057467013
"Gm34144",0.548471714212252,3.81999398941971
"Gm36961",0.892781798643909,3.93384750529057
"Gm43206",0.938102973952729,4.23767518635699
"Gm43520",0.155270804446888,2.87928227088559
"Gm45623",0.936244318475154,4.54263033987344
"Gm47063",0.211035650309774,2.944450799633
"Gm47135",0.835406542524677,6.65287701435228
"Gm4768",3.07614162450989,11.4531134757118
"Gm4974",0.366833335369075,3.00851266318799
"Gm5067",0.653907585620104,4.45693267331521
"Gm5637",3.38079317581408,9.54822114272385
"Gm6829",3.87992757409739,11.3323286897543
"Gm8508",3.00913131832601,9.50975569359415
"Gnb4",2.36153977914275,6.73533968453687
"Gng4",0.829221113877905,4.39822647930542
"Gng8",0.899019649773293,4.85197269260789
"Golga7",5.37712737264828,7.95341960677369
"Gp1bb",3.52955332584115,8.9675828519373
"Gpd1",1.90175167411705,5.73241398618982
"Gpr15",1.46205949791884,6.0655024572495
"Gpr37",1.16155796058619,7.20284659104176
"Gpr37l1",3.52542138344685,9.71649522472774
"Gpr62",1.7324424993952,7.91398431458888
"Gpt2",2.39809690742764,6.12985678752827
"Gramd3",1.82888712764731,4.72806827970601
"Grik3",0.579291316169982,3.43731569491414
"Gsn",3.05824065221857,8.39179570970606
"Gsx1",0.974246002584646,5.27861033672345
"H2-Ab1",5.08707842935774,4.04949154153396
"Hapln2",0.766660898443203,5.99954415603729
"Hist1h2bf",1.07424392952001,3.82280929173659
"Hist1h2bn",1.94045550152023,3.90876898525364
"Hist1h2bp",0.704790264275225,3.40228572038481
"Hist1h3d",2.36792752073395,4.69930311853153
"Hist1h4h",3.62895891813815,5.9217087532767
"Hist3h2ba",3.74069031128553,8.86819059977695
"Hr",1.51002377884173,6.58062388316285
"Ick",1.88075593451775,5.78791840724368
"Igsf9b",0.963760468337241,5.76081278143328
"Il12rb1",0.464746280504878,3.11201080207316
"Il23a",1.60823193280413,7.18359654387852
"Inppl1",3.69174235612012,8.7664003015335
"Itgb4",0.77244121988356,4.12661289202235
"Itgb7",3.73418925526159,4.04477674599718
"Itpr2",1.66411787815236,4.04655028399915
"Josd2",5.94978437960416,8.884112983361
"Kank1",1.08450173428185,4.60233962436561
"Kazn",1.20664434462366,5.31423160407339
"Kcna1",1.17077517651627,6.97536839701509
"Kcna2",1.90814817145344,6.77826182468812
"Kcnj10",2.31109665800561,7.50090008617789
"Kif19a",1.24104521054711,6.94169783902699
"Kif1a",2.24854993360466,7.10440723157816
"Klhl2",2.19809447657062,5.39850529758418
"Klk6",0.399962657418127,3.55526938963486
"Kndc1",0.989542498068706,7.87157573684186
"Lad1",0.534726535615147,3.66476872795792
"Lgi3",1.98378380401747,10.3216205115947
"Lims2",1.46644473787398,7.55558479867602
"Lpar1",0.822819942255071,4.73526203476555
"Lrrn1",1.44183341349533,6.26824442317557
"Mag",2.55201888865165,11.938041443743
"Mal",1.65632810852014,9.98054523867764
"Map1a",2.49018461167876,8.56132508043543
"Map1b",1.60732725061731,6.12178927386372
"Map6d1",1.82899008814949,8.63079572425524
"Mapk8ip1",2.5944528395972,8.03633257535747
"March8",3.08661660271394,7.08494451889299
