"","other","newoligo","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"1700047M11Rik",1.7251124965389,6.40551665855108,2.34447759930574,1.76821855186943,2.12201642667587,1.80372772916528,2.34447759930574,2.34907646254322,0.114106607011668,2.72530100391866
"1810041L15Rik",1.00911146787119,6.87851925158606,2.90859822205525,0.0807365309245007,1.90110910924168,0.0234699000310679,2.90859822205525,0.0138193985547426,0.0975649236896392,0.144208697003072
"2210011C24Rik",1.07381463328589,5.95809964883224,2.3536713856807,0.564475601883722,1.9083185922577,0,2.3536713856807,0,0.862472496888256,0.943849429139653
"AC122356.1",0.455279292688001,4.60909189999203,1.29080452118662,0.243421293664716,0.963286473623972,0.0967126969400865,1.29080452118662,0.128950262586782,0.074362317490592,0.54984550713236
"Aatk",2.90607221947886,8.22343068781535,4.82954542205941,1.88770297576294,4.06476230179221,1.04901411020128,4.82954542205941,1.19592729449122,1.68266907270578,2.92286769634617
"Ablim2",0.589005351817935,4.37752035591116,1.64382470923416,0.13960278959039,1.131064357876,0.0454718361815508,1.64382470923416,0.0516015222260684,0.181657268303799,0.203149831714168
"Abtb2",1.58331533693552,5.08581879385012,2.6151038441416,1.11831332524452,2.4029932321096,0.204826989435445,2.6151038441416,0.260915750572881,0.521676642618453,2.74382709747656
"Adamts4",1.52929230840797,9.06886158589061,4.01349008664777,0.298065412133478,2.76446744004383,0.0174530157800361,4.01349008664777,0,0.363565408484113,0.590243910343018
"Alox5",2.86204156813052,3.4812932923584,1.3095938584527,4.2978397796271,2.35554828546547,4.40971102651638,1.3095938584527,5.36371979140332,2.99339909555302,4.32322444956971
"Arhgef10",1.21809781962429,5.56856985191596,2.81758525497228,0.362355317731249,2.00527827935277,0.140969563443881,2.81758525497228,0.149588051606001,0.284289056229295,0.6957422985835
"Atcay",1.16485014152345,5.29054708235791,2.86379796842937,0.193982910585081,1.94911390015775,0.0395490404877299,2.86379796842937,0.0376350844112367,0.211591755986431,0.363991456592344
"B3gnt6",0.823054686624842,3.35563278101462,1.10326453928107,0.894443327349361,1.35258167216022,0,1.10326453928107,0,0.517826803640509,2.34439184387745
"B3gnt9",1.54113759860347,6.70834420122252,3.29322001784517,0.653966307094359,2.52411269004215,0.129757747801846,3.29322001784517,0.173010330402462,0.386850998898308,1.49822878732069
"Bace2",0.410788784774871,3.20173621260787,1.07816599757418,0.175702152054597,0.790777054832328,0.0635578990751152,1.07816599757418,0.0403210930756854,0.104207346644149,0.409654228239739
"Bcas1",1.18238049489055,7.94063061641535,3.27340975768783,0.197511155133525,2.20835743785662,0.0505064321150375,3.27340975768783,0.0478604827247749,0.319862374380857,0.254740742776692
"Bmp4",0.880244363542573,7.17524420549477,2.63130112357156,0.134944678761237,1.77260593591735,0,2.63130112357156,0,0.0384145708736208,0.393408401162339
"Brca1",0.834366045524132,3.5801143103291,1.42132938329087,0.663991658078859,1.17322911642625,0.588929666744539,1.42132938329087,0.771060507882266,0.241761330163828,0.957739366229803
"Capn5",1.87962110253157,6.09425476224662,2.9673919191406,1.45465084546306,2.19159044653466,2.07536382145186,2.9673919191406,2.7627899498038,0.164274593136495,1.17526017258074
"Casr",0.230012373262382,4.03112807891729,0.798223188299565,0.20796737331171,0.614646973827886,0.122546148120973,0.798223188299565,0.140998165846567,0.089265969034673,0.407031826546919
