"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   :0.0000  ","Min.   :0.000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :0.00000  ","Min.   :0.00000  ","Min.   :0.00000  ","Min.   :0.00000  ","Min.   :0.00000  ","Min.   :0.00000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.7969  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   : 0.0000  "
"","1st Qu.:0.1989  ","1st Qu.:0.351  ","1st Qu.: 0.05339  ","1st Qu.: 0.04602  ","1st Qu.:0.0000  ","1st Qu.:0.0000  ","1st Qu.:0.0000  ","1st Qu.:0.0000  ","1st Qu.:0.00000  ","1st Qu.:0.00000  ","1st Qu.:0.06516  ","1st Qu.:0.05566  ","1st Qu.:0.00000  ","1st Qu.:0.00000  ","1st Qu.: 0.07703  ","1st Qu.: 0.03595  ","1st Qu.: 0.0000  ","1st Qu.:0.0000  ","1st Qu.:0.0000  ","1st Qu.:0.1026  ","1st Qu.:0.1602  ","1st Qu.:0.2158  ","1st Qu.: 0.04599  ","1st Qu.: 0.2035  ","1st Qu.: 3.8118  ","1st Qu.: 3.698  ","1st Qu.: 0.2548  ","1st Qu.: 0.252  ","1st Qu.:0.7712  ","1st Qu.: 0.6646  "
"","Median :1.1307  ","Median :1.476  ","Median : 0.25874  ","Median : 0.25379  ","Median :0.0000  ","Median :0.0000  ","Median :0.0000  ","Median :0.0000  ","Median :0.02957  ","Median :0.03369  ","Median :0.42866  ","Median :0.46004  ","Median :0.03727  ","Median :0.07283  ","Median : 0.26866  ","Median : 0.21154  ","Median : 0.3221  ","Median :0.1244  ","Median :0.2493  ","Median :0.4270  ","Median :0.5005  ","Median :0.5753  ","Median : 0.41623  ","Median : 0.9857  ","Median : 4.8107  ","Median : 4.727  ","Median : 1.3543  ","Median : 1.253  ","Median :2.2191  ","Median : 2.1975  "
"","Mean   :1.6521  ","Mean   :1.922  ","Mean   : 0.86826  ","Mean   : 0.83551  ","Mean   :0.4546  ","Mean   :0.4284  ","Mean   :0.4365  ","Mean   :0.4458  ","Mean   :0.40208  ","Mean   :0.43151  ","Mean   :1.00846  ","Mean   :1.07435  ","Mean   :0.30451  ","Mean   :0.40480  ","Mean   : 0.86866  ","Mean   : 0.82913  ","Mean   : 0.9112  ","Mean   :0.8530  ","Mean   :0.8723  ","Mean   :0.9836  ","Mean   :0.9129  ","Mean   :0.9652  ","Mean   : 1.14773  ","Mean   : 1.6231  ","Mean   : 5.1604  ","Mean   : 5.058  ","Mean   : 1.8327  ","Mean   : 1.789  ","Mean   :2.4909  ","Mean   : 2.5256  "
"","3rd Qu.:2.5995  ","3rd Qu.:3.020  ","3rd Qu.: 1.15215  ","3rd Qu.: 1.07266  ","3rd Qu.:0.2809  ","3rd Qu.:0.2520  ","3rd Qu.:0.2877  ","3rd Qu.:0.2947  ","3rd Qu.:0.22622  ","3rd Qu.:0.25740  ","3rd Qu.:1.52386  ","3rd Qu.:1.65208  ","3rd Qu.:0.22011  ","3rd Qu.:0.37168  ","3rd Qu.: 1.01680  ","3rd Qu.: 1.02236  ","3rd Qu.: 1.1668  ","3rd Qu.:0.9060  ","3rd Qu.:0.9221  ","3rd Qu.:1.1654  ","3rd Qu.:1.0238  ","3rd Qu.:1.0899  ","3rd Qu.: 1.73918  ","3rd Qu.: 2.5316  ","3rd Qu.: 6.3063  ","3rd Qu.: 6.212  ","3rd Qu.: 2.8655  ","3rd Qu.: 2.798  ","3rd Qu.:3.7107  ","3rd Qu.: 3.8649  "
"","Max.   :8.1778  ","Max.   :9.112  ","Max.   :10.51045  ","Max.   :10.49468  ","Max.   :8.9070  ","Max.   :8.7921  ","Max.   :8.6140  ","Max.   :8.5678  ","Max.   :8.21805  ","Max.   :8.50835  ","Max.   :8.81269  ","Max.   :8.36076  ","Max.   :6.08246  ","Max.   :6.04907  ","Max.   :10.42437  ","Max.   :10.26696  ","Max.   :10.0510  ","Max.   :8.5950  ","Max.   :8.0946  ","Max.   :7.8968  ","Max.   :7.1068  ","Max.   :7.0446  ","Max.   :12.46830  ","Max.   :12.2315  ","Max.   :13.8090  ","Max.   :13.949  ","Max.   :10.8882  ","Max.   :10.090  ","Max.   :9.4416  ","Max.   :10.0454  "
