"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.00000  "
"","1st Qu.: 0.07599  ","1st Qu.: 0.1005  ","1st Qu.: 0.01965  ","1st Qu.: 0.01683  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.01269  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.1481  ","1st Qu.: 0.04238  ","1st Qu.: 0.000  ","1st Qu.: 0.000  ","1st Qu.: 0.1712  ","1st Qu.: 0.4372  ","1st Qu.: 0.5498  ","1st Qu.: 0.6539  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.259  ","1st Qu.: 0.1871  ","1st Qu.: 0.03338  ","1st Qu.: 0.000  ","1st Qu.: 0.1594  ","1st Qu.: 0.02844  "
"","Median : 2.07495  ","Median : 2.1286  ","Median : 0.96695  ","Median : 0.95261  ","Median : 0.2194  ","Median : 0.2009  ","Median : 0.2163  ","Median : 0.2215  ","Median : 0.2033  ","Median : 0.2214  ","Median : 0.73843  ","Median : 0.6448  ","Median : 0.1491  ","Median : 0.2311  ","Median : 1.4163  ","Median : 1.22317  ","Median : 1.531  ","Median : 1.563  ","Median : 1.5786  ","Median : 1.8003  ","Median : 1.6966  ","Median : 1.7833  ","Median : 0.5737  ","Median : 0.8004  ","Median : 2.144  ","Median : 2.0890  ","Median : 1.54968  ","Median : 1.281  ","Median : 2.0650  ","Median : 1.73360  "
"","Mean   : 2.57416  ","Mean   : 2.6066  ","Mean   : 1.88102  ","Mean   : 1.86632  ","Mean   : 1.3833  ","Mean   : 1.3239  ","Mean   : 1.3357  ","Mean   : 1.3571  ","Mean   : 1.2554  ","Mean   : 1.3460  ","Mean   : 1.77168  ","Mean   : 1.7008  ","Mean   : 1.0132  ","Mean   : 1.1648  ","Mean   : 2.2389  ","Mean   : 2.17325  ","Mean   : 2.265  ","Mean   : 2.299  ","Mean   : 2.2672  ","Mean   : 2.3942  ","Mean   : 2.1976  ","Mean   : 2.2656  ","Mean   : 1.6713  ","Mean   : 1.8175  ","Mean   : 2.606  ","Mean   : 2.5808  ","Mean   : 2.30987  ","Mean   : 2.188  ","Mean   : 2.4862  ","Mean   : 2.37731  "
"","3rd Qu.: 4.43559  ","3rd Qu.: 4.4835  ","3rd Qu.: 3.13119  ","3rd Qu.: 3.10001  ","3rd Qu.: 2.1334  ","3rd Qu.: 1.9806  ","3rd Qu.: 2.0058  ","3rd Qu.: 2.0767  ","3rd Qu.: 1.8103  ","3rd Qu.: 2.0339  ","3rd Qu.: 2.83724  ","3rd Qu.: 2.6891  ","3rd Qu.: 1.2748  ","3rd Qu.: 1.6111  ","3rd Qu.: 3.8648  ","3rd Qu.: 3.85927  ","3rd Qu.: 3.949  ","3rd Qu.: 3.983  ","3rd Qu.: 3.8166  ","3rd Qu.: 3.8678  ","3rd Qu.: 3.4708  ","3rd Qu.: 3.5252  ","3rd Qu.: 2.7342  ","3rd Qu.: 3.0189  ","3rd Qu.: 4.296  ","3rd Qu.: 4.3127  ","3rd Qu.: 4.02433  ","3rd Qu.: 3.793  ","3rd Qu.: 4.1394  ","3rd Qu.: 4.04189  "
"","Max.   :15.11349  ","Max.   :15.1148  ","Max.   :15.20086  ","Max.   :15.19369  ","Max.   :15.9366  ","Max.   :16.0142  ","Max.   :15.9060  ","Max.   :15.9780  ","Max.   :17.2473  ","Max.   :15.9300  ","Max.   :15.75605  ","Max.   :16.1830  ","Max.   :17.3990  ","Max.   :17.2480  ","Max.   :16.0598  ","Max.   :15.93348  ","Max.   :15.959  ","Max.   :14.876  ","Max.   :15.6766  ","Max.   :15.6762  ","Max.   :17.7716  ","Max.   :17.8744  ","Max.   :16.3404  ","Max.   :16.4623  ","Max.   :15.432  ","Max.   :15.0297  ","Max.   :15.69900  ","Max.   :14.974  ","Max.   :15.7819  ","Max.   :15.24609  "
