"","astro","other","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"0610009B22Rik",4.90087703522961,5.08042179815547,4.59618057164929,5.48168977598264,4.87000491278754,5.61418204218579,4.59618057164929,5.5740667402114,6.27836165269622,4.57416554219454
"0610009E02Rik",1.28650773423104,0.53187708872867,0.683524476634722,0.493514454998671,0.755562845009701,0.105398920331428,0.683524476634722,0.122961117075357,0.513962395372984,0.917730520132335
"0610009L18Rik",3.945384635798,3.39564270308114,3.42409493381307,3.43946474278032,3.56093340393723,3.07852875890611,3.42409493381307,3.08087824847894,4.05010811905219,3.2591251596701
"0610009O20Rik",6.24692081766459,4.06209992630335,5.46130776684253,3.11089567725173,4.49171959558453,3.42685105862044,5.46130776684253,3.4205417217837,3.63376912199017,2.21644697907494
"0610010F05Rik",2.78854424971977,1.89907446238151,2.17776099226865,1.76640747214754,2.35925245599522,0.855952426778359,2.17776099226865,1.04933759190665,1.64476698367637,2.74853181690778
"0610012G03Rik",6.89853974291818,7.72063650893205,7.35581138810535,7.93709639390368,7.27373432548024,8.74409332192105,7.35581138810535,9.02206255923515,7.49608983455682,7.07614355485276
"0610025J13Rik",0.183591488695336,0.255465345574384,0.105342362169774,0.377838723943536,0.329884023592259,0.0328455168054636,0.105342362169774,0,0.863116941627373,0.345966974991942
"0610030E20Rik",5.9688800244271,4.37468369003702,4.36819404100722,4.57963667473686,4.95619057744584,3.1740888332603,4.36819404100722,3.30856152614718,4.48764156810526,6.19692195967608
"0610037L13Rik",6.41735254927828,4.5600126690666,5.22447899860406,4.21077211574778,5.19914109099422,3.26674447881857,5.22447899860406,3.36770803791006,5.14385581689225,4.28936530800857
"0610039K10Rik",0.169910352191487,0.884268785882678,0.634782848630337,1.01327417676708,0.947382907955712,0.532115341759036,0.634782848630337,0.305677638379382,2.64621603157795,0.229448168021442
"0610040B10Rik",2.49065999520539,1.81413094059231,2.17951891898983,1.57898259132112,2.20397004405036,0.911205669735962,2.17951891898983,0.895460472316181,2.07168755098654,1.90650417446163
"0610040J01Rik",2.81622524292669,2.28518570865727,1.89829238869455,2.69009730540833,2.63208220791194,1.46398021927429,1.89829238869455,0.811441616407056,4.75725093968683,2.87733049793135
