"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.451628071923302,0.646748243032088,0.447572995466468,NA,0,0,0
"peritoneum",0.451628071923302,1,0.620564604267214,0.669491768431079,0,NA,0,0
"brain",0.646748243032088,0.620564604267214,1,0.747425210654832,0,0,NA,0
"blood",0.447572995466468,0.669491768431079,0.747425210654832,1,0,0,0,NA
