"","astro","other","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"1110018N20Rik",2.03793949798274,0.282729010003954,0.856592234005442,0,0.545104148912554,0,0.856592234005442,0,0,0
"1110032F04Rik",5.12851686805725,0.945500055308563,2.33651937808389,0.251235249473739,1.6362890320417,0.0915845724796062,2.33651937808389,0,0.14653531596737,0.657417482348596
"1300002E11Rik",4.20907637326409,1.74423868889885,2.16778884242711,1.68173701510728,2.22355604170875,1.04232538976293,2.16778884242711,0.968683798314432,2.58972542311282,1.62941246725315
"1500009C09Rik",6.82830036707854,1.87773245584822,4.63125105155199,0.0872246735112066,2.98814528970022,0.0617391405627975,4.63125105155199,0,0.205889868208801,0.0732290870270604
"1600014C23Rik",3.5175724073205,0.136328057824108,0.775166459551144,0,0.493287746987092,0,0.775166459551144,0,0,0
"1700001O22Rik",3.69826558935846,0.593613649959309,1.6678516320891,0.0417369080206346,1.09171424443534,0,1.6678516320891,0,0.0982793747124403,0.0352787309535906
"1700003M07Rik",5.34126894426966,0.954708929508522,2.18217585607895,0.428995370604541,1.63058706818523,0.192684051837859,2.18217585607895,0.256912069117145,0.239711118220346,0.824779584773611
"1700007K13Rik",3.44743246527877,0.413306475252515,0.842347356871154,0.417161452589489,0.753978846797307,0.234988951010903,0.842347356871154,0,0.542641279691041,0.792275368595323
"1700016P03Rik",7.20757287270881,1.46488605612023,3.5290424113965,0.37658509732706,2.46141297895657,0.160108722467425,3.5290424113965,0,0.984030119371834,0.221042192074758
"1700025F24Rik",2.27238335948678,0.242488400696742,0.591467620496687,0.190868453220546,0.503383063200767,0.032501818508185,0.591467620496687,0.0433357580109133,0,0.558776140692651
"1700027H10Rik",1.73170236412461,0.309444736884573,0.855261924486046,0.00963690113828899,0.547512682451639,0.0103222933851527,0.855261924486046,0.0137630578468703,0,0.0143224142262804
"1700029I15Rik",3.70598620314694,1.39227067111584,2.10200531924688,1.06046729550507,1.99198091111387,0.321496394129027,2.10200531924688,0.428661858838702,1.26212784086482,1.61697327414495
"1700040D17Rik",4.34097100436435,0.946937336177719,1.82951628429017,0.598934965102652,1.43613233710261,0.450159500680927,1.82951628429017,0.538140553938536,0.387528482938505,0.883294740663738
"1700110C19Rik",6.2657750492412,2.42767120759634,4.03346667243349,1.50236315606944,3.5748745017644,0.232388109045375,4.03346667243349,0,2.89909801840314,1.90846408101906
"1810010H24Rik",5.46856368510423,1.94390135381887,3.31525863486797,1.18454652431158,2.76465337106266,0.567998889219786,3.31525863486797,0.168230828254034,2.44185463325762,1.14681725063459
"1810010K12Rik",1.41010843896834,0.0667296805643828,0.304918005323418,0.0262372412007214,0.213120360624518,0,0.304918005323418,0,0,0.0839591718423084
"1810062G17Rik",1.27178398937824,0.224064130157141,0.341808805148267,0.252002521942542,0.379486558227794,0.0585824177681193,0.341808805148267,0.0781098903574923,0.262350384852432,0.450325816934713
"2010007H06Rik",1.76717062535641,0.391408685883679,0.331075589769088,0.616170387418037,0.52990045307918,0.354496810964234,0.331075589769088,0.409690393664051,0.308551283685802,1.17156548365506
"2310014F06Rik",1.72483564568297,0.175593311258151,0.32605010570911,0.237598907916665,0.341615080203561,0.10634403026448,0.32605010570911,0.102345304156194,0.09022569079993,0.547276449545964
"2310022B05Rik",6.55902591668127,3.02430829602797,5.13305613264605,1.62099364156881,3.94537866044079,1.37504419905604,5.13305613264605,1.49228282836036,1.83190027902816,1.5645399799596
"2310031A07Rik",4.26749012638667,1.49261033831301,1.88611155328089,1.49515674872532,2.24543042297137,0.116075052520939,1.88611155328089,0.121003827610408,1.67159945454922,2.96769754823932
"2610035F20Rik",3.89969507420729,0.697726388657668,1.85457512672702,0.0857298285406878,1.19463873148913,0.131709617258543,1.85457512672702,0.0579139242389388,0.141238678526942,0.0636000637165318
"2610316D01Rik",2.0117814432399,0.496618544644094,0.941430947149042,0.29680305477674,0.746585056937239,0.188001360486897,0.941430947149042,0.186693822252407,0.214660601456101,0.511076587126579
"2700033N17Rik",4.69999741572,1.06355263699721,2.20403674104199,0.52018464329837,1.40256883520854,1.04036928659674,2.20403674104199,1.38715904879565,0,0
"2700099C18Rik",1.58404311050761,0.390518677576566,0.779395095755253,0.199442365786596,0.636031217511569,0.0137403009880695,0.779395095755253,0.018320401317426,0.190505584661936,0.425725504274259
"2810030D12Rik",1.04090150820806,0.223763717514245,0.239327015859765,0.312288055298642,0.356496268172306,0.0630336508780308,0.239327015859765,0.0507687931530567,0.0857859564798121,0.852613268692173
"2810049E08Rik",1.95726310176184,0.247180912148258,0.618731440192453,0.135834473811285,0.462291717505914,0.0831467448180998,0.618731440192453,0.104296213927825,0.0630005334360653,0.246514326046657
"2810459M11Rik",6.71485224966723,1.23754874803117,3.07307358791882,0.316127450833986,2.1747710114459,0.0295133990496809,3.07307358791882,0,0.271824756457733,0.739783086211021
"2900005J15Rik",3.97128683231779,0.98180972130897,0.890396257677686,1.43548114086245,1.54867571684259,0.170297511343722,0.890396257677686,0.227063348458295,1.06020098450667,3.2608626481032
"2900052L18Rik",5.34879742510061,1.92937296334608,3.5973318134836,0.897337027195067,2.77446546480516,0.460224699772233,3.5973318134836,0.342000281189905,1.50398580656985,0.957092343026484
"2900052N01Rik",5.71695104765855,0.477617218994754,1.40494491272389,0.321122215564733,1.11682581669541,0.0296270324838988,1.40494491272389,0.0221506431738462,0.635262312004521,0.365748005994009
"2900064F13Rik",3.50568828991339,0.760000455598729,2.02081352404223,0,1.28597224257233,0,2.02081352404223,0,0,0
"2900076A07Rik",5.46555206297741,2.07642274813118,2.91414224302407,1.76705935445568,3.13958823061945,0,2.91414224302407,0,1.82166773424581,3.83292220001238
"3110039M20Rik",2.58773156615481,0.436979147794151,1.06743471045041,0.154174582765009,0.776113684624914,0.042047276099717,1.06743471045041,0,0.0672756417595472,0.426083023088482
"3110079O15Rik",4.20589195209275,0.212024922783136,0.863274003076265,0.14141535619035,0.652203715550605,0,0.863274003076265,0,0.0401906426769802,0.412338497132139
"3110082J24Rik",5.76426945760748,0.755757215768157,2.14309577797119,0.167900004070416,1.4858973162147,0,2.14309577797119,0,0.0440370342962488,0.493242978729082
"3110099E03Rik",1.30145425645895,0.142353454794063,0.274967872387628,0.171203439607804,0.271496586950603,0.0769850417797992,0.274967872387628,0.0884866725269699,0.08266415011638,0.359002849596228
"3830408C21Rik",2.17958992343854,0.588584924420475,1.05727136487935,0.377359913896215,0.926361023404686,0.0574519019684122,1.05727136487935,0.0644635697576419,0.266237207325854,0.863958233432865
"3830432H09Rik",1.79063707463243,0.208190489862556,0.555470656381998,0.102126167254279,0.427754902973475,0,0.555470656381998,0,0.0315696350904698,0.295234100123224
"3930402G23Rik",4.40535168450716,0.214950846818165,0.948975967866577,0.0964789706119279,0.674060321814678,0,0.948975967866577,0,0.022068332326581,0.286664373631588
"4831440E17Rik",3.21870838603961,1.08387600789149,1.53029321759698,0.960114996667703,1.63351561164854,0.106075192096633,1.53029321759698,0.141433589462178,1.42552427072115,1.47712341126089
"4921504A21Rik",1.59357705230908,0.395917513541992,0.765082778834734,0.222605348756729,0.572938061283402,0.208525891944889,0.765082778834734,0.221780386006177,0.120620993229115,0.325579659585004
"4921530L21Rik",2.58742321383761,0.164672479882431,0.522612515202389,0.154318790721864,0.444803448381058,0,0.522612515202389,0,0,0.493820130309966
"4930402H24Rik",5.09256989016955,1.87791517245617,3.33866473948349,1.00159114102143,2.7603381802983,0.254915580318648,3.33866473948349,0.268598612383506,0.83268333649483,2.05008997991355
"4930412L05Rik",2.89442498414875,0.194248250396421,0.65573305223543,0.127971140506329,0.470899335853605,0.108501948827246,0.65573305223543,0.144669265102995,0.0460764491860381,0.189828082310621
"4930426I24Rik",3.63098882667371,0.804364421941671,1.58489905050143,0.474724672543386,1.35382643035065,0,1.58489905050143,0,1.14908633654584,0.370032615593
"4930429H19Rik",4.09810980283215,0.43172644475083,1.3504377456589,0.086151976216431,0.909218603977983,0.0352188463964896,1.3504377456589,0,0.0563501542343834,0.219336169658196
"4930432E11Rik",4.47329997979628,0.0717706514148254,0.677756885394495,0.0917238627302972,0.490957873581834,0.019388122550918,0.677756885394495,0.0258508300678907,0.00912561437741688,0.253369750278065
"4930447K03Rik",3.0640150591823,0.696546619995669,0.529154543914196,1.13894824146529,0.626427515341283,1.48124126759189,0.529154543914196,1.56298822734465,1.28179535894567,0.487253140929676
"4930449E01Rik",0.96379294689706,0.112768257537596,0.164516843289924,0.173866331174243,0.221876233728326,0.0254774953529569,0.164516843289924,0,0.0547332372937246,0.501639022463852
"4930480K23Rik",2.67308428943171,0.714308186596904,1.27589616530135,0.467765718084868,1.10924481342235,0.117926488535634,1.27589616530135,0.116659170963901,0.691765507030122,0.665093785684774
"4930488L21Rik",1.57890803340181,0.177965550468847,0.332744817675007,0.217651502030077,0.32809980049981,0.115331983616939,0.332744817675007,0.125991555913387,0.12247053165214,0.422824407748041
"4930500F10Rik",1.05961380826643,0.235016538273906,0.561096108551363,0.0527715730301976,0.395440485827374,0,0.561096108551363,0,0,0.168869033696632
"4930515G13Rik",0.82888817008762,0.164865836755014,0.118412595726803,0.288515214321274,0.285182716787074,0,0.118412595726803,0,0.247461857480362,0.675786828347716
"4930527E20Rik",4.0693753700258,0.600504341576143,1.24446235799484,0.470649955765995,1.13422146837198,0,1.24446235799484,0,0.442033930440939,1.06404592801024
"4930570G19Rik",3.43028286236919,0.901513053242856,1.87848748530757,0.362756651327019,1.40938202453194,0.13706583447945,1.87848748530757,0.133458274202198,0.122214838037891,0.878456517165933
"4931406G06Rik",2.00789266189216,0.346953622435061,0.40392211406083,0.504723572194651,0.597851444379969,0.0722193719508384,0.40392211406083,0.0444693523414502,0.196075747292918,1.36567646092022
"4932438H23Rik",1.10528576636124,0.198076761025936,0.209866927424837,0.30116149109381,0.346280767942282,0.0173179933398099,0.209866927424837,0.0171047519162326,0.166883580722151,0.776307488478563
"4932443I19Rik",1.55329658907569,0.295099516978859,0.537808173447568,0.240004076580843,0.467448501668451,0.135689077106691,0.537808173447568,0.170229247743857,0.110270600295891,0.45346734747018
"4933405L10Rik",1.45842163687077,0.286912653479711,0.686814919551702,0.0834367935906007,0.497745344144247,0,0.686814919551702,0,0.167288087765496,0.0997096517244268
"4933407K13Rik",2.66193741942765,0.711654595808923,1.11074918610931,0.606232182248421,1.13123610359302,0.0453761553073341,1.11074918610931,0.0520103342065307,0.723457557362436,1.15407302478468
"4933407L21Rik",1.75817704805821,0.431055614061161,0.80584366299197,0.269006250496333,0.65299584716266,0.152500331531298,0.80584366299197,0.0961033444026118,0.478164807604381,0.267331180700752
"4933415A04Rik",3.25905884112782,0.795667354172,1.70421274177836,0.308614075885916,1.27545722847387,0.092093071580808,1.70421274177836,0.122790762107744,0.148961595407842,0.691254532897798
"4933416E14Rik",4.69710398152183,0.300697147293101,1.03329761070084,0.209222596089918,0.775272729686759,0.0947160042677259,1.03329761070084,0.126288005690301,0.0465633263169726,0.471403374342403
"4933427D14Rik",4.0804414302517,1.38050837675881,2.23715779283545,0.968431769378372,2.06980754647018,0.159918923425791,2.23715779283545,0.173305198508646,1.2258314884515,1.66518393534891
"4933431E20Rik",5.87281436139672,1.9476155081191,4.07478181885325,0.576994842886424,2.98022953935529,0.0892266355389804,4.07478181885325,0.0688690263823887,0.773430606442864,0.990310059134828
"5033404E19Rik",1.38776032862407,0.06168721011749,0.233085175594583,0.077473130138357,0.17478862633094,0.0821765951571491,0.233085175594583,0.0876265316366445,0.035205252001747,0.107556926477022
"5430427N15Rik",1.24018030723448,0.08313097861621,0.260581921021647,0.0724925700887359,0.218546727987401,0,0.260581921021647,0,0,0.231976224283955
"5930409G06Rik",4.80314280026509,1.10068288864235,2.79318124601462,0.08255431489446,1.837518476478,0,2.79318124601462,0,0,0.264173807662272
"5930412G12Rik",3.6065260134532,0.278277764325187,1.04561479545457,0.0228888932279794,0.675011635785544,0.0193216800912088,1.04561479545457,0.0144677828328182,0.0135533487465523,0.0423297701836001
"6430500D05Rik",1.98633605584613,0.122434436221097,0.414498952590731,0.0998656868507956,0.336401651176499,0,0.414498952590731,0,0,0.319570197922546
"6430573F11Rik",2.36763208282697,0.469440888189541,1.08470682095863,0.168357096346264,0.799022884164885,0.0376381979167012,1.08470682095863,0.0283582387861772,0.0775832447889099,0.427129576975722
"6530411M01Rik",2.62187783187537,0.30843515109942,0.834393880829475,0.137401597682614,0.618361487261135,0.0344983968486881,0.834393880829475,0.0459978624649175,0.0142456649123172,0.370242012714147
"6720483E21Rik",3.9853595080841,0.463305133799446,1.27784831527295,0.190836646795711,0.95196648920694,0,1.27784831527295,0,0,0.610677269746276
"6820408C15Rik",1.61051588186324,0.334161536497868,0.652778835397826,0.214915693131075,0.522987951245789,0.133977482282424,0.652778835397826,0.0852187709954164,0.276480260711811,0.308987432113129
"9030612E09Rik",3.72088904552511,1.09143881363039,2.28827161841827,0.372891388427828,1.55938355897124,0.461953321916734,2.28827161841827,0.459381147122862,0.371241130616871,0.270753935804743
"9330132A10Rik",5.63933873311849,1.37816522960866,3.13218793658067,0.376042048946881,2.24657386644784,0.0553348541783618,3.13218793658067,0.073779805571149,0.587711029960039,0.527087759984601
"9330154J02Rik",1.29299984616784,0.164443118079933,0.338247674898769,0.15343372187444,0.299903699107251,0.074065702276786,0.338247674898769,0.0987542697023813,0.0207260442245895,0.35175674213076
"9330162012Rik",3.55034581741382,0.7213550741516,1.65166836048257,0.260954791519779,1.21763648864558,0.0638288701087,1.65166836048257,0,0.257722751015263,0.577332581848032
"9330182L06Rik",4.5122721410931,0.892961858896476,1.72504663582004,0.617301464362931,1.22318762061287,0.889668584725536,1.72504663582004,0.954224633292729,0.328717199884646,0.501577926125458
"9430037G07Rik",2.37897658848521,0.556421915423819,0.909247156257992,0.475519163826592,0.771491672767167,0.420618750994961,0.909247156257992,0.560825001326615,0.317951175186146,0.530720147467011
"9430041J12Rik",4.02490751107723,0.417530268011326,1.06115812961137,0.305278044494523,0.872888940034379,0.0671382307144056,1.06115812961137,0.0620476506830973,0.650441027979696,0.25199153358306
"9530052E02Rik",2.54230881684139,0.460390374992796,0.913788003542007,0.32390725524331,0.788874148427731,0.0775396085088734,0.913788003542007,0.0659405135335202,0.440677174030281,0.516697426508088
"9630001P10Rik",2.41323507380265,0.306405110987392,0.865093246109223,0.0809067381076963,0.609355147966012,0,0.865093246109223,0,0.0275662488678566,0.231335313076772
"9630013D21Rik",1.8881624615909,0.134847548750053,0.486249896385556,0.0465348586740948,0.343275285826513,0,0.486249896385556,0,0,0.148911547757103
"9630028B13Rik",1.91058021453088,0.200648010977635,0.473530635695269,0.17561723979386,0.357145909201797,0.197761841749502,0.473530635695269,0.263682455666002,0.083139002683638,0.162417217857512
"9830144P21Rik",1.55723967572421,0.133345931053539,0.262913140837993,0.197961340575975,0.295943073061253,0.0421772266999914,0.262913140837993,0.0401287763999246,0.167275512619537,0.418046245543674
"A030012G06Rik",2.9829016993203,0.0192543379469171,0.447535027640076,0.0149646546370752,0.29567840277974,0,0.447535027640076,0,0.0478868948386406,0
"A230107N01Rik",2.01988176973199,0.243904072334898,0.652099082053094,0.108730651006114,0.424650655641682,0.190845392590517,0.652099082053094,0.254460523454022,0.0425854550747382,0
"A2m",4.73686497413735,0.225299018633152,0.92397224745034,0.177905687856137,0.691102918861032,0.0722297818825319,0.92397224745034,0.0726642725991138,0.135159060028115,0.346942013992589
