"","astro","other"
"Eif4g3",5.26717924729036,2.57208708448183
"Elf5",1.2251207271544,0.0946102537839331
"Elovl2",5.90570701934652,0.716836453817395
"Elovl5",7.53040841336137,4.15089315461056
"Emid1",5.54805900649365,1.20064421302564
"Emp2",6.6888763715272,1.00791737511941
"Emx2",6.59642211810087,1.00123846542074
"Emx2os",3.27365181055402,0.401298413360329
"Enah",5.52239315792741,1.19022443422095
"Entpd2",7.86086211617616,0.890898710313736
"Eogt",6.45810963401934,2.11739508085326
"Epas1",5.71058019084153,2.03074391053788
"Epb41l5",3.34154242042592,0.57785077948006
"Epdr1",5.49913073811986,1.38807282590632
"Ephb3",6.74638555443507,1.54933279938238
"Ephb4",3.76150256584401,0.669855684821182
"Ephx2",4.95445655286069,0.296734575274802
"Erbb2",4.7723665065957,0.397538632720806
"Esco2",3.03505027381185,1.26151708960172
"Etaa1",4.54563678752606,2.20005017329641
"Etv4",8.11181130846301,1.4518137511112
"Evc",3.75625333124013,0.384439213198881
"Evc2",3.19006803923499,0.348970958708303
"Exd1",1.64098738226873,0.343773281190235
"Ezr",7.48181502406022,2.90823580604503
"F3",8.80223826144928,2.19427102466077
"F630040K05Rik",2.01131246711443,0.186403201455642
"Fabp5",9.9149933595574,6.57578798767467
"Fabp7",12.5099692275328,4.7387816292302
"Fads1",9.25241104539318,4.35858074312615
"Fads2",7.66751315413669,1.93484030013867
"Fam120c",3.77271348051033,0.936047877277174
"Fam135a",4.53958175680985,1.38751211889516
"Fam13c",5.50115128031599,0.938746391518519
"Fam151a",1.46325773424295,0.176488745590273
"Fam167a",3.76012500688436,0.62725448381796
"Fam171b",5.82380691078141,1.38854409765555
"Fam181a",5.88159774793213,0.407615575962516
"Fam184a",3.99012632788269,0.649214837290273
"Fam189a2",3.95052200964015,0.894562590555227
"Fam198a",3.29615002607625,0.302969819896265
"Fam20a",5.24520819033899,1.50607044618293
"Fam210b",6.1846681556843,3.634866571274
"Fam212b",6.59227140719814,1.71323874366285
"Fam228a",3.24652497458792,0.480151918598995
"Fam228b",5.73142678068935,0.779368861944208
"Fam69c",4.77096176392193,0.680730729168715
"Fam84a",6.69424635876286,1.28618306350485
"Fat1",5.66198876081283,1.2932990258035
"Fbln2",4.57997100603872,0.739733715532055
"Fbrsl1",5.60343990728711,2.47703508091295
"Fbxl21",3.28867862160705,0.539791808712369
"Fbxo2",6.16449803662391,1.83280864248892
"Fbxo30",5.54565966265031,3.16704492026693
"Fbxo44",6.63563449967388,2.4353606025989
"Fdft1",7.29352762220993,3.34205651149227
"Fdps",4.43788251164809,1.03529922331029
"Fezf2",3.97809399822623,0.506333555816076
"Fgd6",4.39192368809981,1.02607661452176
"Fgfbp3",8.84849818165934,2.57599838909992
"Fgfr1",6.72844533406456,2.50403697510633
"Fgfr1op",5.64425912122828,2.79126718683917
"Fgfr3",10.3384022594318,1.73781535407885
"Fgfrl1",7.25204757170559,2.2860914877954
"Ficd",5.9732838550021,3.53440919801833
"Firre",5.75205376119156,1.86077608204587
"Fjx1",10.6143323057062,2.71359038293184
"Fkbp10",5.45510453141748,0.841413197049031
"Flnc",3.12208397258834,0.41124798002368
"Fmn2",3.03797419314233,0.452046441450397
"Fmo1",6.78929161440194,0.782356400322014
"Fmo4",1.36203996044333,0.119600277795426
"Fnbp1",6.0516464392045,3.07675581458257
"Fndc5",7.11111123050624,1.59993516529918
"Folh1",4.06580512852223,0.405623123965779
"Fos",15.1141564951642,9.93258907154424
"Fosb",12.4273411363717,5.8155374897071
"Foxg1",6.55752229593809,1.27689008445108
"Foxr2",1.3858895119053,0.135544008636592
"Foxs1",5.37667122236756,1.06237116138118
"Fras1",1.40984126400176,0.125707759873755
"Frem2",3.94089263969846,0.222315498979922
"Frmpd1",4.08834806680633,0.372816983374075
"Fst",2.85612139732738,0.404692990684612
"Fstl1",4.70757630272472,0.965790709059191
"Fut9",3.50657220974005,0.618212372190748
"Fxyd1",6.01196838656744,1.0708241902607
"Fzd1",7.47440532902449,3.69722261623536
"Fzd10",8.06700151548576,1.07932228185056
"Fzd2",7.80296978881112,1.16917940752964
"Fzd7",6.65973973517283,3.27823975535084
"Fzd9",8.26176440775891,1.87787619561517
"G630016G05Rik",3.91149193351514,0.387445278482135
"Gabbr1",9.25551492627154,3.19470352902732
"Gabbr2",3.95700014351552,0.507428223139447
"Gabra4",3.17548660529542,0.326991173671081
"Gabrb1",2.63002211643073,0.270921100917264
"Gabrg1",4.71115962131362,0.562394980307002
"Gadd45g",10.7792559586996,5.9511214228434
"Gal",5.31031263162867,1.37556422127109
"Garem1",2.20273737114183,0.32072249209942
"Garem2",7.95121653986272,1.57396907650768
"Gas1",8.48014543158956,1.89879346108887
"Gbp3",4.75911938050582,3.41564683862133
"Gbp7",4.44253057495568,2.62078030634081
"Gcnt4",4.97040387290829,0.251881828305656
"Gcsh",7.00780472343951,3.869867563496
"Gdf10",2.61145124460127,0.334768576043485
"Gdpd2",7.83377678569602,0.656645732211093
"Gem",9.54828929797984,3.68945925741424
"Gemin8",3.99517550840941,1.59731788063278
"Ggnbp1",3.02592158930607,0.872080042556295
"Ghr",1.75086756414438,0.31230000454759
"Gja1",9.68433917161479,2.0206913957334
"Gjb2",4.21329778605955,0.83861245552307
"Gjb6",7.55021754814987,1.32159246001627
"Gjc1",4.63670900571688,0.848653731409877
"Gk",4.32286561128813,1.40576626183553
"Gla",7.11127139265036,3.54970147262695
"Glb1l",6.18966748222482,2.20964501599877
"Gldc",4.90294300486229,0.694035319357654
"Gli1",5.55929657628251,0.242800986137638
"Gli2",3.21188330496055,0.0778638985162989
"Gli3",3.34626919622098,0.171858543900239
"Glis3",1.29884011147668,0.292283882065624
"Glns-ps1",11.8450402142353,4.0556115664658
"Glud-ps",11.4082527236723,3.4535399198943
"Glud1",9.06277931381382,6.01898629881922
"Glul",11.5267397391037,8.21120136200804
"Glycam1",1.96138944092944,0.310891553779858
"Gm10226",7.07315355872396,3.65606947711167
"Gm10509",6.55129380716159,3.08125572269452
"Gm10561",5.57018119287616,0.684056906306395
"Gm10601",3.27730810805053,0.249798437456124
"Gm10688",1.56583262571956,0.0167017979639944
"Gm10988",2.59325794078813,0.508413803904207
"Gm11382",0.96775733223322,0.0367702424080896
"Gm11572",1.47572925268318,0.124725256598991
"Gm11578",7.22259570184526,1.15863957116858
"Gm11627",6.15980675001087,0.568538318411921
"Gm11667",3.30115520186688,0.347229144330805
"Gm11734",2.97056638100497,0.197469795329466
"Gm11736",2.48954279676643,0.289599143251247
"Gm11767",3.33747141619239,0.447621169670084
"Gm11892",2.84286650132489,0.155738623576129
"Gm11914",7.34143421539991,2.03411698576061
"Gm11992",1.40721926094225,0.166566971716243
"Gm12052",2.69489451631391,0.0235936891547975
"Gm12105",1.93410442455979,0.277180412201925
"Gm12241",3.97318236888951,0.522705628361953
"Gm12259",2.93634708510927,0.611490015200691
"Gm12336",1.46884377082502,0.0807375479632175
"Gm12406",2.56159935235403,0.128178153784478
"Gm12494",1.60355038248207,0.0684500758606552
"Gm12697",2.43788075255679,0.238305844554866
"Gm12963",1.85799663426016,0.11429262775089
"Gm13110",5.60580888728827,0.111683945837727
"Gm13111",5.61780880597437,0.533772754186115
"Gm13322",2.90345131282873,0.143302317196824
"Gm13325",4.71938366337553,0.0405812047877442
"Gm13326",0.815970445250527,0.0371950935474182
"Gm13375",8.0765180252637,2.69164188054727
"Gm13387",1.37765912360279,0.295647878355622
"Gm13502",10.6715407179561,3.13444312654322
"Gm13727",3.8195677081692,0.579577524574773
"Gm14230",3.3723068578348,0.440846316237895
"Gm14276",6.28484083662933,2.45651756772187
"Gm14286",5.66918091600331,1.09422527947479
"Gm14448",6.37411363419752,1.23798993181378
"Gm14502",4.30357150382453,0.840303934426365
"Gm14662",3.4089559525399,0.357885330902138
"Gm14860",1.46093162617525,0.320581666965309
"Gm15191",3.05892724910316,0.57774329621577
"Gm15443",5.42784745799561,2.56868821811329
"Gm15545",3.31274702528916,1.06471119642611
"Gm15601",1.82237065291859,0.123393803799254
"Gm15900",6.16120944679969,1.72144834325927
"Gm16008",4.25556696906147,0.599674438549801
"Gm16499",1.62503991855142,0.233188193396371
"Gm16581",7.81544432485931,2.20050461063384
"Gm16793",2.33761023977686,0.371217849149612
"Gm17081",1.06509878717057,0.111000674148766
"Gm17501",1.86151876178645,0.267366624159568
"Gm17660",3.13763300300789,0.109300168714991
"Gm17746",2.21534597671292,0.132900715999439
"Gm18103",5.07915167221222,1.43463394829984
"Gm18300",1.48891637784284,0.271304983349952
"Gm18429",2.22756363366403,0.0680651589333557
"Gm18672",1.49862475393307,0.04469525257653
"Gm18782",3.77407245604012,0.68604476832148
"Gm18905",1.16470555334287,0.0768173593561471
"Gm18960",2.1818186331297,0.384588485136109
"Gm19554",3.4913215950546,0.319198851797498
"Gm19935",4.34921090119369,0.830527770245396
"Gm20083",4.44219463681084,0.128793649595711
"Gm20383",2.60945421420563,0.171540673586588
"Gm20501",3.5661082527385,0.608467450018013
"Gm2061",4.44862963831195,0.449208099369888
"Gm20633",4.03117714736957,1.57268452915105
"Gm20646",2.27952210640189,0.326579605414828
"Gm20751",4.97035834884493,0.42544677024789
"Gm21028",1.97195445951076,0.491435924643447
